origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
Success will depend on reassuring consumers that they can afford these new technologies , that they will deliver their mobility needs and , critically , that they can recharge as easily as they refuel .;-;成功将取决于让消费者放心，他们可以负担得起这些新技术，他们将满足他们的移动需求，关键是，他们可以像加油一样轻松充电。;-;成功将取决于让消费者放心，他们可以负担得起这些新技术，他们将满足他们的移动需求，而且至关重要的是，他们可以像加油一样轻松地充电。;-;成功将取决于向消费者保证，他们能够负担得起这些新技术，他们将满足他们的移动需求，而且至关重要的是，他们可以像加油一样轻松地充电。;-;1-2;1-3;2-3
British Airways is to launch a voluntary Covid-19 test for passengers travelling to the UK from three US airports .;-;英国航空公司将从三个美国机场为前往英国的乘客推出自愿的COVID-19测试。;-;英国航空公司将为从三个美国机场前往英国的乘客启动一项自愿Covid-19测试。;-;英国航空公司将对从三个美国机场前往英国的乘客进行自愿Covid-19测试。;-;1-2;1-3;2-3
A new cross-border e-commerce marketing model , which integrates internet , has taken off in Putian .;-;一种整合互联网的新型跨境电商营销模式已在莆田启动。;-;一种融合互联网的新型跨境电商营销模式在莆田起飞。;-;一种融合互联网的新型跨境电商营销模式在莆田兴起。;-;1-2;1-3;2-3
More urgent efforts are needed to boost security capacity while promoting digital China so as to better address rising challenges and economic uncertainties , according to an industry insider .;-;一位业内人士表示，在推进数字中国的同时，还需要做出更紧迫的努力来提高安全能力，以便更好地应对不断增长的挑战和经济不确定性。;-;一位业内人士表示，在提升数字中国的同时，还需要更加紧迫地提高安全能力，以更好地应对日益严峻的挑战和经济不确定性。;-;据一位业内人士称，需要做出更紧迫的努力来提高安全能力，同时促进数字中国的发展，以更好地应对不断上升的挑战和经济不确定性。;-;1-2;1-3;2-3
If they test positive before travelling , they will have to reschedule or cancel their flight , but will be able to rebook at a later date without a fee .;-;如果他们在旅行前检测呈阳性，他们将不得不重新安排或取消航班，但可以在以后重新预订，而无需支付费用。;-;如果他们在旅行前检测呈阳性，他们将不得不重新安排或取消航班，但可以在以后免费重新预订。;-;如果他们在旅行前检测呈阳性，他们将不得不重新安排或取消航班，但可以在以后免费重新预订。;-;1-2;1-3;2-3
As a result of this long-term confidence in China 's market , the survey showed that 87 percent of those companies have no plans to shift production out of China .;-;由于对中国市场的长期信心，调查显示87%的公司没有将生产转移到中国以外的计划。;-;由于对中国市场的这种长期信心，调查显示，这些公司中有87%没有将生产转移到中国的计划。;-;由于对中国市场的长期信心，调查显示，其中87%的公司没有计划将生产转移到中国以外。;-;1x2;1x3;2x3
One year ago , WeWork was getting bailed out by SoftBank after a disastrous attempt at going public that resulted in the ouster of its CEO and cofounder Adam Neumann .;-;一年前，在一次灾难性的上市尝试导致其首席执行官兼联合创始人亚当·纽曼下台后，WeWork得到了软银的救助。;-;一年前，WeWork在一次灾难性的上市尝试导致其首席执行官兼联合创始人亚当·诺伊曼下台后，得到了软银的救助。;-;一年前，WeWork在一次灾难性的上市尝试导致其首席执行官兼联合创始人亚当·诺伊曼下台后，正被软银救助。;-;1-2;1-3;2-3
Former NASA astronaut Chris Ferguson says he no longer plans to command the first-ever crewed mission of the Boeing Starliner , the spacecraft he 's spent the last decade helping to build .;-;美国国家航空航天局前宇航员克里斯·弗格森说，他不再计划指挥有史以来首次载人的波音星际飞船任务。在过去十年中，他一直在帮助建造这艘宇宙飞船。;-;美国宇航局前宇航员克里斯弗格森表示，他不再计划指挥波音星际客机的首次载人任务，这是他在过去十年中帮助建造的航天器。;-;前NASA宇航员克里斯·弗格森表示，他不再计划指挥波音星际客机的首次载人任务，这是他在过去十年中帮助建造的航天器。;-;1-2;1-3;2-3
The Federal Communications Commission ( FCC ) will draft regulations intended for social media companies following a petition earlier this year by the Trump administration , the agency 's chairman said Thursday .;-;联邦通信委员会主席周四表示，根据特朗普政府今年早些时候的请愿书，FCC将起草针对社交媒体公司的法规。;-;联邦通信委员会主席周四表示，在特朗普政府今年早些时候提出请愿后，联邦通信委员会将起草针对社交媒体公司的法规。;-;美国联邦通信委员会将在特朗普政府今年早些时候提出请愿后，起草针对社交媒体公司的法规，该机构主席周四表示。;-;1-2;1-3;2-3
Facebook and Twitter 's chief executives have been challenged over their handling of the US election in their latest appearance before the US Senate .;-;Facebook和Twitter的首席执行官最近一次在美国参议院露面时，就他们对美国大选的处理方式受到了质疑。;-;Facebook和Twitter的首席执行官最近一次在美国参议院露面时，就他们对美国大选的处理方式受到了质疑。;-;Facebook和Twitter的首席执行官们最近一次在美国参议院露面时，因处理美国大选而受到挑战。;-;1x2;1x3;2x3
According to this year 's US-China business council member survey , nearly 83 percent of the surveyed companies counted China as either the top or among the top five priorities of their global strategy .;-;根据今年的美中贸易委员会成员调查，近83%的受调查公司将中国视为其全球战略的首要或五大优先事项之一。;-;根据今年的美中商业委员会成员调查，近83%的受访企业将中国视为其全球战略的头等大事或前五名。;-;根据今年的美中经贸理事会成员调查，近83%的受访公司将中国列为其全球战略的首要或五大优先事项之一。;-;1x2;1-3;2x3
Priscilla Chan always knew her life 's work would be helping children , but she did n't anticipate having billions of dollars at her disposal to try and change the fate of an entire generation .;-;PriscillaChan一直都知道自己一生的工作是帮助孩子，但她没有料到自己会拥有数十亿美元来试图改变整整一代人的命运。;-;PriscillaChan一直都知道她毕生的工作将是帮助孩子，但她没想到有数十亿美元可供她支配，试图改变整整一代人的命运。;-;PriscillaChan一直都知道她一生的工作是帮助孩子们，但她没有预料到她有数十亿美元可以支配，试图改变整整一代人的命运。;-;1-2;1-3;2-3
The official 's comments came after the Ministry of Commerce issued a regulation on the unreliable entities list － a blacklist of foreign parties that harm the legitimate interests of Chinese companies , which became effective on Saturday .;-;这名官员发表上述言论之前，商务部发布了一项关于不可靠实体名单的规定，该名单是一份损害中国公司合法利益的外国当事人黑名单，于周六生效。;-;这位官员的评论是在商务部发布关于不可靠实体清单的规定之后发布的，该清单是一份损害中国公司合法利益的外国当事人的黑名单，该清单于周六生效。;-;该官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的-这是一份损害中国公司合法利益的外国方黑名单，该名单于周六生效。;-;1x2;1x3;2-3
Black americans pay more than any other group to own a home , a disparity that contributes to roughly half of the $ 130000 retirement savings gap between Blacks and Whites , according to new study from mit .;-;麻省理工学院的一项新研究显示，美国黑人比任何其他群体支付更多的钱来拥有自己的房子，这一差距约占黑人和白人之间13万美元退休储蓄差距的一半。;-;根据麻省理工学院的一项新研究，美国黑人为拥有房屋支付的费用比任何其他群体都高，这一差距造成了黑人和白人之间130000美元退休储蓄差距的大约一半。;-;根据麻省理工学院的一项新研究，美国黑人拥有房屋的费用比其他任何群体都高，这种差异导致黑人和白人之间13万美元的退休储蓄差距的大约一半。;-;1-2;1x3;2x3
Analyst firm Capital Economics said food price inflation could continue to rise in November as supermarket demand continues to increase during the Covid-19 lockdown .;-;分析师公司资本经济学表示，食品价格通胀可能会在十一月继续上升，因为在COVID-19锁定期间，超市需求继续增加。;-;分析公司CapitalEconomics表示，随着Covid-19封锁期间超市需求持续增加，11月食品价格通胀可能会继续上升。;-;分析公司凯投宏观表示，由于超市需求在Covid-19封锁期间继续增加，食品价格通胀可能在11月继续上涨。;-;1x2;1x3;2-3
Travel rules have been relaxed for people arriving in England to work on poultry farms to ensure there is enough turkey available for Christmas dinners .;-;英国放宽了前往家禽养殖场工作的人员的旅行规定，以确保有足够的火鸡供应圣诞晚餐。;-;抵达英格兰在家禽农场工作的人的旅行规则已经放宽，以确保有足够的火鸡可用于圣诞大餐。;-;对于抵达英格兰在家禽养殖场工作的人来说，旅行规则已经放宽，以确保有足够的火鸡可用于圣诞晚餐。;-;1-2;1-3;2-3
Women working at a Ralph Lauren supplier said they had been forced to stay overnight to complete orders , sometimes requiring them to sleep on the factory floor .;-;拉尔夫·劳伦一家供应商的工作人员说，她们被迫过夜完成订单，有时要求她们睡在工厂地板上。;-;在RalphLauren供应商工作的女性表示，她们被迫过夜以完成订单，有时还要求她们睡在工厂车间。;-;在RalphLauren供应商工作的女性表示，她们被迫过夜以完成订单，有时需要她们睡在工厂车间。;-;1-2;1-3;2-3
The figures excluded lending to other lenders and financial companies and included repayments .;-;这些数字不包括对其他贷款人和金融公司的贷款，还包括还款。;-;这些数字不包括对其他贷方和金融公司的贷款，包括还款。;-;这些数字不包括对其他贷方和金融公司的贷款，包括还款额。;-;1-2;1-3;2-3
Mortgage payment holidays are being extended for homeowners financially affected by the pandemic .;-;受疫情影响的房主的抵押贷款支付假期正在延长。;-;受疫情影响的房主的抵押贷款支付假期正在延长。;-;受大流行影响的房主的抵押贷款还款假期正在延长。;-;1-2;1-3;2-3
Ensuring responsibility does not lie entirely with the third-party seller using the sites .;-;确保责任不完全在于使用网站的第三方卖家。;-;确保责任不完全在于使用这些网站的第三方卖家。;-;确保责任不完全在于使用这些网站的第三方卖家。;-;1-2;1-3;2-3
Shoppers splurged during the period as coronavirus lockdown restrictions were lifted , it said .;-;报告称，随着冠状病毒封锁限制的解除，购物者在这段时间里大肆挥霍。;-;它说，随着冠状病毒封锁限制的解除，购物者在此期间大肆挥霍。;-;它说，随着冠状病毒锁定限制的解除，购物者在此期间挥霍了。;-;1x2;1x3;2x3
A spokesman noted the app offered privacy features to help parents avoid such problems .;-;一位发言人指出，该应用提供了隐私功能，以帮助家长避免此类问题。;-;一位发言人指出，该应用程序提供了隐私功能，以帮助父母避免此类问题。;-;一位发言人指出，该应用程序提供了隐私功能，以帮助父母避免此类问题。;-;1-2;1-3;2-3
The bank said it was losing money on a large number of such accounts .;-;该银行表示，大量此类账户正在亏损。;-;该银行表示，大量此类账户正在亏损。;-;该银行表示，它在大量此类账户上亏损。;-;1-2;1-3;2-3
Over the period , the account picked up followers including what appeared to be older men .;-;在这段时间里，该账户吸引了一些关注者，其中似乎包括年龄较大的男性。;-;在此期间，该帐户吸引了一些追随者，其中包括似乎是年长的男性。;-;在此期间，该帐户吸引了追随者，其中包括似乎是年长的男性。;-;1-2;1-3;2-3
Tens of thousands of these products could have been sold via online marketplaces , it said .;-;该公司表示，数万种此类产品可能通过网络市场销售。;-;它说，数以万计的这些产品可以通过在线市场销售。;-;它说，数以万计的这些产品本可以通过在线市场销售。;-;1x2;1x3;2x3
The moves came as the pandemic rages on and some european countries began to implement new restrictins .;-;这些举措出台之际，大流行正在肆虐，一些欧洲国家开始实施新的限制措施。;-;这些举措是在大流行肆虐以及一些欧洲国家开始实施新的限制措施之际推出的。;-;这些举措是在大流行肆虐之际采取的，一些欧洲国家开始实施新的限制措施。;-;1-2;1-3;2-3
Other economists have expressed doubts about the potential for such a swift recovery in activity .;-;其他经济学家对经济活动如此迅速复苏的可能性表示怀疑。;-;其他经济学家对经济活动如此迅速复苏的潜力表示怀疑。;-;其他经济学家对经济活动如此迅速复苏的可能性表示怀疑。;-;1-2;1-3;2-3
The government maintains it has struck a balance between protecting jobs , the economy and saving lives .;-;政府坚称，它在保护就业、经济和拯救生命之间取得了平衡。;-;政府坚称，它在保护就业、经济和挽救生命之间取得了平衡。;-;政府坚称，它已经在保护就业、经济和拯救生命之间取得了平衡。;-;1-2;1-3;2-3
The next-generation technologies will be digitally interconnected and help create a smart and innovative ecosystem for future-oriented space .;-;下一代技术将实现数字互联，有助于为面向未来的太空创造一个智能和创新的生态系统。;-;下一代技术将实现数字互联，并有助于为面向未来的空间创建一个智能和创新的生态系统。;-;下一代技术将实现数字互联，并有助于为面向未来的空间创建一个智能和创新的生态系统。;-;1-2;1-3;2-3
Zhang said he expects the fair to make Yichang and its citrus fruits more known to international customers .;-;张说，他希望这次交易会能让宜昌及其柑橘类水果更为国际客户所知。;-;张说，他希望此次展会能让宜昌及其柑橘类水果为国际客户所熟知。;-;张说，他希望这次展会能使宜昌及其柑橘类水果更为国际客户所熟知。;-;1-2;1-3;2-3
China 's central bank pumped cash into the banking system through the market operations to maintain liquidity stability .;-;中国央行通过市场操作向银行系统注入现金，以保持流动性稳定。;-;中国央行通过市场操作向银行体系注入现金，以维持流动性稳定。;-;中国央行通过市场操作向银行体系注入现金，以维持流动性稳定。;-;1-2;1-3;2-3
The move was intended to maintain reasonable and ample liquidity in the banking system , the central bank said .;-;央行表示，此举旨在维持银行系统合理、充足的流动性。;-;央行表示，此举旨在维持银行体系合理充裕的流动性。;-;央行表示，此举旨在维持银行系统合理和充足的流动性。;-;1-2;1-3;2-3
Consumers have been more cautious than expected , they said , while low business investment will dampen growth .;-;他们说，消费者比预期更加谨慎，而低商业投资将抑制增长。;-;他们表示，消费者比预期更加谨慎，而低商业投资将抑制增长。;-;他们表示，消费者比预期的更加谨慎，而低商业投资将抑制增长。;-;1-2;1-3;2-3
They also want eligibility criteria reviewed to help those who have been left out of support so far .;-;他们还希望审查资格标准，以帮助那些迄今为止被排除在支持之外的人。;-;他们还希望对资格标准进行审查，以帮助那些迄今为止被排除在外的人。;-;他们还希望审查资格标准，以帮助那些迄今为止无法获得支持的人。;-;1x2;1x3;2x3
The government has also said people must not travel to second homes either in the UK or abroad .;-;政府还表示，无论是在英国还是国外，人们都不得前往第二家庭。;-;政府还表示，人们不得前往英国或国外的第二套房子。;-;政府还表示，人们不得前往英国或国外的第二故乡。;-;1x2;1x3;2x3
Around the world , once-crowded sights lay dormant , with hotels empty and not a tourist in sight .;-;在世界各地，曾经拥挤的景点处于休眠状态，酒店空无一人，看不到游客。;-;在世界各地，曾经拥挤的景点都处于休眠状态，酒店空无一人，看不到游客。;-;在世界各地，曾经拥挤的景点处于休眠状态，酒店空无一人，看不到游客。;-;1-2;1-3;2-3
The move raises concerns that rural and deprived communities face being cut off from access to cash .;-;此举引发了人们的担忧，即农村和贫困社区面临着无法获得现金的局面。;-;此举引发了人们对农村和贫困社区面临无法获得现金的担忧。;-;此举引发了人们的担忧，即农村和贫困社区面临被切断获得现金的机会。;-;1x2;1x3;2x3
The adjustment could help improve the transparency and effectiveness of the yuan 's existing pricing model , the CFETS said .;-;CFETS表示，这一调整可能有助于提高人民币现有定价模式的透明度和有效性。;-;CFETS表示，此次调整有助于提高人民币现有定价模式的透明度和有效性。;-;CFETS表示，这一调整可能有助于提高人民币现有定价模式的透明度和有效性。;-;1-2;1-3;2-3
Large home appliances and the book , audio and video industries grabbed the second and third positions on the list .;-;大型家电和图书、音像行业分别位居榜单第二和第三位。;-;大型家电和图书音像行业分列第二、第三位。;-;大型家电和图书、音像行业抢占榜单上的第二和第三位。;-;1-2;1-3;2-3
The entrepreneur showed an amiable demeanor as he engaged clients who were sampling different models of Tecno brand of mobile phones .;-;这位企业家在与客户接洽时表现出和蔼可亲的风度，这些客户正在试用不同型号的Tecno品牌手机。;-;这位企业家表现出和蔼可亲的态度，因为他与正在试用不同型号的Tecno品牌手机的客户进行交流。;-;这位企业家表现出和蔼可亲的举止，因为他的客户正在品尝不同型号的Tecno品牌手机。;-;1x2;1x3;2x3
The phones were neatly arranged at his elegant shop located in one of Nairobi 's bustling downtown streets , Luthuli Avenue .;-;这些手机整齐地摆放在他优雅的店铺里，这家店位于内罗毕繁华的市中心街道之一，卢图利大道。;-;电话整齐地排列在他位于内罗毕繁华的市中心街道之一卢图利大道的优雅商店中。;-;这些电话整齐地摆放在他位于内罗毕繁华的市中心街道之一LuthuliAvenue的优雅商店里。;-;1x2;1x3;2x3
Mwendwa said he felt honored to be among the growing army of local vendors who deal with smartphones from Transsion Holdings .;-;姆文德瓦说，他很荣幸能成为越来越多的本地供应商中的一员，这些供应商经营TranssionHoldings的智能手机。;-;Mwendwa表示，他很荣幸能成为越来越多的本地供应商之一，这些供应商处理来自TranssionHoldings的智能手机。;-;Mwendwa表示，他很荣幸能成为不断增长的本地供应商之一，他们与传音控股的智能手机打交道。;-;1x2;1x3;2x3
Economic activity and employment in large parts of the world remain well below levels seen before the pandemic hit .;-;世界大部分地区的经济活动和就业率仍远低于疫情爆发前的水平。;-;世界大部分地区的经济活动和就业仍远低于大流行爆发前的水平。;-;世界大部分地区的经济活动和就业仍远低于大流行爆发前的水平。;-;1-2;1-3;2-3
TikTok does not allow an account to receive or send direct messages if the user registers themselves as being under 16 .;-;如果用户注册为16岁以下，TikTok不允许帐户接收或发送直接消息。;-;如果用户将自己注册为未满16岁，TikTok不允许帐户接收或发送直接消息。;-;TikTok不允许帐户接收或发送直接消息，如果用户将自己注册为16岁以下。;-;1-2;1-3;2-3
Economists say that dialing back government support too soon will undermine the strength of the recovery from the pandemic .;-;经济学家表示，过早收回政府支持将削弱疫情复苏的力度。;-;经济学家表示，过早撤回政府支持将削弱从大流行中复苏的力度。;-;经济学家表示，过早减少政府支持将削弱从大流行中复苏的力度。;-;1x2;1x3;2-3
China pursues a prudent monetary policy in a more flexible and appropriate way , according to this year 's government work report .;-;根据今年的政府工作报告，中国以更加灵活和适当的方式奉行稳健的货币政策。;-;根据今年的政府工作报告，中国以更加灵活适度的方式实施稳健的货币政策。;-;根据今年的政府工作报告，中国以更加灵活和适当的方式奉行审慎的货币政策。;-;1-2;1-3;2-3
As with any economic forecast , there are factors which could speed up or slow down the recovery , the economists said .;-;经济学家们说，与任何经济预测一样，有一些因素可能会加速或减缓复苏。;-;经济学家表示，与任何经济预测一样，有些因素可能会加速或减缓复苏。;-;经济学家表示，与任何经济预测一样，有些因素可能会加速或减缓复苏。;-;1-2;1-3;2-3
A vaccine is likely to help the economy , but there are more likely threats to growth than there are surprise boosts .;-;疫苗可能有助于经济发展，但对经济增长的威胁可能比意外增长更大。;-;疫苗可能会帮助经济，但对增长的威胁可能比意外的提振要多。;-;疫苗可能有助于经济，但对增长的威胁比意外的提振更有可能。;-;1-2;1-3;2-3
He joined Bravo Volunteer Ambulance as an emergency medical technician at a time when the city was facing a shortage of crew .;-;在布拉沃市面临人员短缺之际，他加入布拉沃志愿救护车，担任紧急医疗技术员。;-;在该市面临人员短缺的情况下，他加入了BravoVolunteerAmbulance，担任紧急医疗技术员。;-;他加入BravoVolunteerAmbulance担任紧急医疗技术人员，当时该市正面临船员短缺。;-;1x2;1x3;2x3
Online services required to alert consumers who have bought a product found to be substandard , rather than only taking down listing .;-;在线服务需要提醒购买了不合格产品的消费者，而不仅仅是删除清单。;-;在线服务需要提醒购买了不合格产品的消费者，而不仅仅是删除列表。;-;在线服务需要提醒购买的产品被发现不合格的消费者，而不仅仅是删除列表。;-;1-2;1-3;2-3
Analysts said such moves are a reflection of a dual-circulation development strategy , and also reflect the nation 's emphasis on high-quality development .;-;分析人士说，这些举措反映了双循环发展战略，也反映了国家对高质量发展的重视。;-;分析人士表示，此举既体现了双循环发展战略，也体现了国家对高质量发展的重视。;-;分析人士表示，此举体现了双循环发展战略，也反映了国家对高质量发展的重视。;-;1-2;1-3;2-3
Beyond says customers will be served its rendition as a ramen topping , and in dishes such as spaghetti and meatballs , spicy bolognaise , and biscuits and gravy .;-;Beyond表示，顾客将在意大利面和肉丸、辛辣肉酱、饼干和肉汁等菜肴中享用它的翻版。;-;Beyond表示，顾客将享用它作为拉面配料，以及意大利面和肉丸、辣肉酱、饼干和肉汁等菜肴。;-;Beyond表示，顾客将作为拉面配料，以及意大利面和肉丸，辛辣的肉酱，饼干和肉汁等菜肴。;-;1x2;1x3;2-3
The high demand for Tecno and other Transsion brands in Kenya is a reflection of their growing appeal in the larger African market .;-;肯尼亚对Tecno和其他Transsion品牌的高需求反映了它们在更大的非洲市场上日益增长的吸引力。;-;肯尼亚对Tecno和其他Transsion品牌的高需求反映了它们在更大的非洲市场中日益增长的吸引力。;-;肯尼亚对Tecno和其他传音品牌的高需求反映了它们在更大的非洲市场日益增长的吸引力。;-;1-2;1-3;2-3
The center , expected to start operation in 2021 , will include a laboratory where electric drive technologies can be tested and validated .;-;该中心预计将于2021开始运行，将包括一个实验室，可以测试和验证电驱动技术。;-;该中心预计将于2021年开始运营，其中将包括一个可以测试和验证电力驱动技术的实验室。;-;该中心预计将于2021年开始运营，将包括一个实验室，可以测试和验证电驱动技术。;-;1-2;1-3;2-3
The top science cities are those whose institutions collectively publish the most output in the 82 high-quality journals tracked by the Nature Index .;-;排名靠前的科学城市是那些机构在《自然指数》追踪的82种高质量期刊中发表论文最多的城市。;-;顶级科学城市是其机构在自然指数追踪的82种高质量期刊中共同发表最多产出的城市。;-;排名靠前的科学城市是那些在自然指数跟踪的82种高质量期刊中共同发表最多产出的机构。;-;1x2;1x3;2x3
He says the pandemic has been a shot of adrenaline for a technology that to date had not yet really arrived .;-;他说，这场大流行是对一项迄今尚未真正到来的技术的刺激。;-;他说，这场大流行给迄今为止尚未真正到来的一项技术注入了肾上腺素。;-;他说，大流行对迄今为止尚未真正到来的技术来说是一剂肾上腺素。;-;1x2;1x3;2x3
The consumer group warned the cash system is being threatened as shops have declined payments using banknotes and coins during the coronavirus crisis .;-;该消费者组织警告称，由于商店在新冠病毒危机期间拒绝使用纸币和硬币付款，现金系统正受到威胁。;-;消费者团体警告称，由于在冠状病毒危机期间商店拒绝使用纸币和硬币付款，现金系统正受到威胁。;-;消费者组织警告说，现金系统正受到威胁，因为在冠状病毒危机期间，商店拒绝使用纸币和硬币付款。;-;1-2;1-3;2-3
This year , Chinese pig farmers have seen some recovery , allowing them to boost supply and ease prices , analysts at Rabobank wrote in a recent research report .;-;荷兰合作银行的分析师在最近的一份研究报告中写道，今年，中国养猪户看到了一些复苏，这使他们能够增加供应，降低价格。;-;荷兰合作银行的分析师在最近的一份研究报告中写道，今年中国养猪户出现了一些复苏，这使他们能够增加供应并降低价格。;-;今年，中国养猪户出现了一些复苏，使他们能够增加供应并放宽价格，荷兰合作银行的分析师在最近的一份研究报告中写道。;-;1-2;1-3;2-3
This is the second time the smartphone brand took such a position , following the first instance in 2014 , according to Beijing News .;-;据《新京报》报道，这是智能手机品牌继2014年第一次采取这样的立场之后，第二次采取这样的立场。;-;据《新京报》报道，这是继2014年第一次之后，智能手机品牌第二次采取这种立场。;-;据《新京报》报道，这是继2014年首次涉足之后，该智能手机品牌第二次采取这种立场。;-;1x2;1x3;2x3
Jaguar Land Rover 's sales recovery in China has brought strong results for the second quarter of the british premium carmaker 's fiscal year .;-;捷豹路虎在中国的销售复苏为这家英国高端汽车制造商的财年第二季度带来了强劲的业绩。;-;捷豹路虎在中国的销售复苏为这家英国高档汽车制造商财年第二季度带来了强劲的业绩。;-;捷豹路虎在中国的销售复苏为这家英国高端汽车制造商财年第二季度带来了强劲的业绩。;-;1-2;1-3;2-3
