origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
It is estimated that the allocation of a combined quota of 320 billion yuan will be completed by the end of August , said an unidentified official of the CBIRC on Sunday .;-;CBIRC一位身份不明的官员周日表示，预计到8月底，总计3200亿元的配额分配将完成。;-;银保监会一名身份不明的官员周日表示，预计8月底前将完成3200亿元人民币的合计额度分配。;-;据估计，3200亿元人民币的总配额分配将在8月底前完成，一位身份不明的银保监会官员周日表示。;-;1-2;1-3;2-3
" In this regard , it may have adverse effects on the government 's plan to boost the economy , " he said .;-;他说：“在这方面，这可能会对政府刺激经济的计划产生不利影响。”。;-;“在这方面，它可能会对政府提振经济的计划产生不利影响，”他说。;-;“在这方面，它可能会对政府提振经济的计划产生不利影响，”他说。;-;1-2;1-3;2-3
Whether the United States is in a recession now or not is largely a semantic debate .;-;美国现在是否陷入衰退在很大程度上是一场语义辩论。;-;美国现在是否处于衰退很大程度上是一场语义辩论。;-;美国现在是否处于衰退之中，很大程度上是一个语义上的争论。;-;1x2;1x3;2x3
India then decided to stop the export of all vaccines , preventing SII from keeping up with its commitments elsewhere .;-;印度随后决定停止所有疫苗的出口，以防止SII履行其在其他地方的承诺。;-;印度随后决定停止出口所有疫苗，阻止SII在其他地方履行其承诺。;-;印度随后决定停止所有疫苗的出口，阻止SII履行其在其他地方的承诺。;-;1-2;1-3;2-3
For oil companies , CCUS will not only expand their own business but also help them become sustainable in the long run , he said .;-;他说，对于石油公司来说，CCU不仅将扩大自己的业务，而且从长远来看也将帮助它们实现可持续发展。;-;他说，对于石油公司而言，CCUS不仅将扩大自己的业务，还将帮助他们实现长期可持续发展。;-;他说，对于石油公司来说，CCUS不仅会扩大自己的业务，还可以帮助他们从长远来看变得可持续。;-;1x2;1x3;2x3
SaaS companies , on the other hand , have to say no to 99 % of customers , he added .;-;另一方面，SaaS公司必须对99%的客户说不，他补充道。;-;他补充说，另一方面，SaaS公司不得不对99%的客户说不。;-;另一方面，SaaS公司必须对99%的客户说不，他补充说。;-;1-2;1-3;2-3
" The elders in my family told me not to throw my money away , " said Daga , who runs a food business near New Delhi .;-;达加在新德里附近经营一家食品企业，他说：“我家的长辈告诉我不要把钱扔掉。”。;-;“我家的长辈告诉我不要把钱扔掉，”在新德里附近经营一家食品企业的达加说。;-;“我家里的长辈告诉我不要把钱扔掉，”在新德里附近经营一家食品企业的达加说。;-;1-2;1-3;2-3
19 billion penalty , the regulator also imposed a personal fine of 1 million yuan on Didi 's chairman and CEO Cheng Wei and president Liu Qing , respectively .;-;此外，监管机构还分别对滴滴董事长兼首席执行官程炜和总裁刘处以个人罚款100万元。;-;190亿罚款，监管机构还分别对滴滴董事长兼首席执行官程伟和总裁刘青分别处以100万元的个人罚款。;-;190亿罚款，监管部门还分别对滴滴董事长兼CEO程伟和总裁刘青处以100万元的个人罚款。;-;1-2;1-3;2-3
Boeing suspended deliveries of the 787 after the FAA raised concerns about its proposed inspection method .;-;在美国联邦航空局对其拟议的检查方法表示担忧后，波音暂停了787飞机的交付。;-;在FAA对其提议的检查方法表示担忧后，波音暂停了787的交付。;-;波音公司暂停了787的交付，此前美国联邦航空局对其拟议的检查方法表示担忧。;-;1-2;1-3;2-3
Since coming to power in 2012 , Chinese leader Xi Jinping has called for the " great rejuvenation of the Chinese nation .;-;;-;自2012年上台以来，中国领导人习近平就号召“实现中华民族伟大复兴”。;-;自2012年上台以来，中国领导人习近平一直呼吁“中华民族的伟大复兴”。;-;1x2;1x3;2-3
The commercial caused a storm on social media , where critics including various celebrities blasted its innuendo as making light of rape .;-;这则广告在社交媒体上引发了轩然大波，包括众多名人在内的批评人士猛烈抨击其含沙射影，称其轻视强奸。;-;该广告在社交媒体上引发了一场风暴，包括各种名人在内的批评者抨击其影射是对强奸的轻视。;-;这则广告在社交媒体上引起了一场风暴，包括各种名人在内的评论家抨击其影射是轻视强奸。;-;1-2;1-3;2-3
Andrew McCaffery , global chief investment officer of Fidelity International , said the falling US Treasuries holdings by foreign central banks reflect concerns about the real returns , which subtract the level of inflation , provided by US Treasuries .;-;富达国际全球首席投资官安德鲁·麦卡菲表示，外国央行持有的美国国债不断减少，反映出人们对实际回报的担忧，而实际回报减去了美国国债提供的通膨水平。;-;富达国际全球首席投资官安德鲁·麦卡弗里表示，外国央行持有的美国国债减少反映了对实际回报的担忧，即减去美国国债提供的通胀水平。;-;富达国际全球首席投资官安德鲁·麦卡弗里表示，外国央行持有的美国国债数量下降，反映了对实际回报的担忧，这减少了美国国债提供的通胀水平。;-;1-2;1-3;2-3
When the Fed raises rates , it makes it more expensive for people and businesses to borrow money .;-;当美联储提高利率时，人们和企业的借贷成本会更高。;-;当美联储加息时，人们和企业借钱的成本就会更高。;-;当美联储加息时，它使人们和企业借钱的成本更高。;-;1-2;1-3;2-3
" We regularly request invoices , purchase orders , or other proofs of sourcing when we have concerns about how a seller may have obtained particular products , " a spokesperson said .;-;“当我们担心卖家如何获得特定产品时，我们会定期索要发票、采购订单或其他采购证明，”一位发言人说。;-;一位发言人说：“当我们担心卖家可能如何获得特定产品时，我们会定期要求提供发票、采购订单或其他采购证明。”;-;“当我们担心卖家如何获得特定产品时，我们会定期要求发票，采购订单或其他采购证明，”一位发言人说。;-;1-2;1-3;2-3
Layoffs have been ticking up in some industries , such as mortgage banking , fintech , construction and autos .;-;在一些行业，如抵押贷款银行、金融科技、建筑和汽车行业，裁员一直在增加。;-;一些行业的裁员人数一直在增加，例如抵押银行、金融科技、建筑和汽车。;-;裁员在一些行业一直在上升，如抵押贷款银行，金融科技，建筑和汽车。;-;1-2;1-3;2-3
Shell is anticipating more growth , investment and local partnership opportunities in China where it has had a presence for 128 years , a top company official said .;-;壳牌公司一位高层官员表示，该公司预计在中国将有更多的增长、投资和当地合作机会。壳牌在中国已有128年的历史。;-;壳牌公司一位高级官员表示，壳牌公司预计在中国有更多的增长、投资和本地合作机会，它在中国已有128年的历史。;-;一位高级公司官员表示，壳牌预计在中国将有更多的增长，投资和本地合作机会，它已经在中国开展业务了128年。;-;1-2;1x3;2x3
Reindustrialization is occurring against the backdrop of a clamor for tax depreciation allowances or deductions for research and development by Hong Kong companies in the Greater Bay Area .;-;在大湾区，香港公司要求为研究和开发提供税收折旧津贴或扣减的呼声高涨的背景下，重新工业化正在发生。;-;再工业化是在香港公司在大湾区的研发活动中要求减税或减税的背景下发生的。;-;再工业化是在大湾区要求香港公司提供折旧免税额或扣除研发费用的背景下发生的。;-;1x2;1x3;2x3
Locking up a product is the final step a retailer will take before removing it altogether , and stores say they are resorting to this measure more frequently as theft continues to increase .;-;锁定产品是零售商在将其全部移除之前的最后一步，商店表示，随着盗窃行为的不断增加，他们越来越频繁地采取这种措施。;-;锁定产品是零售商在完全移除产品之前将采取的最后一步，商店表示，随着盗窃的持续增加，他们正在更频繁地采取这种措施。;-;锁定产品是零售商在完全移除产品之前要采取的最后一步，商店表示，随着盗窃行为的继续增加，他们正在更频繁地采取这一措施。;-;1-2;1-3;2-3
The company has raised $ 2 million in seed funding to scale up production of its energy harvesting system .;-;该公司已经筹集了200万美元的种子资金，以扩大其能源收集系统的生产规模。;-;该公司已经筹集了200万美元的种子资金，用于扩大其能量收集系统的生产。;-;该公司已经筹集了200万美元的种子资金，以扩大其能量收集系统的生产。;-;1-2;1-3;2-3
Domestic shipments of 5G mobile phones hit about 23.03 million units last month , jumping 16.3 percent from a year earlier and accounting for 82.2 percent of the total shipments .;-;上个月，5G手机的国内发货量达到2303万部，比去年同期增长16.3%，占总发货量的82.2%。;-;上月国内5G手机出货量约2303万部，同比增长16.3%，占总出货量的82.2%。;-;上个月，5G手机的国内出货量达到约2303万部，同比增长16.3%，占总出货量的82.2%。;-;1-2;1-3;2-3
And finally , the subpoena demands any documents or communication Barr provided to the House committee investigating the January 6 attack on the US Capitol .;-;最后，传票要求巴尔向众议院委员会提供任何文件或通信，以调查1月6日对美国国会大厦的袭击。;-;最后，传票要求巴尔向调查1月6日美国国会大厦袭击事件的众议院委员会提供任何文件或通讯。;-;最后，传票要求巴尔向众议院委员会提供任何文件或通信，以调查1月6日对美国国会大厦的袭击事件。;-;1-2;1-3;2-3
" We 've known from the beginning that the investment needed to create this would be substantial , " he says , adding that the company has recently secured further investment .;-;他说：“我们从一开始就知道，创建这家公司所需的投资将是巨大的。”他补充说，该公司最近获得了进一步的投资。;-;“我们从一开始就知道，创建它所需的投资将是巨大的，”他说，并补充说该公司最近获得了进一步的投资。;-;“我们从一开始就知道，创造这个所需的投资将是巨大的，”他说，并补充说该公司最近获得了进一步的投资。;-;1-2;1-3;2-3
The continent has grappled with supply shortages for months amid an escalating economic conflict between Moscow and Brussels over the war in Ukraine .;-;由于莫斯科和布鲁塞尔之间就乌克兰战争爆发的经济冲突不断升级，欧洲大陆数月来一直在与供应短缺作斗争。;-;在莫斯科和布鲁塞尔之间因乌克兰战争而不断升级的经济冲突中，非洲大陆数月来一直在努力解决供应短缺问题。;-;几个月来，在莫斯科和布鲁塞尔之间因乌克兰战争而不断升级的经济冲突中，非洲大陆一直在努力解决供应短缺问题。;-;1x2;1x3;2x3
The brand said it had voluntarily asked all its media partners to stop broadcasting variations of the advertisement from Saturday with immediate effect .;-;该品牌表示，已自愿要求所有媒体合作伙伴从周六起立即停止播放该广告的变体。;-;该品牌表示，它已自愿要求其所有媒体合作伙伴从周六开始立即停止播放广告的变体。;-;该品牌表示，它已自愿要求所有媒体合作伙伴从周六开始停止播放广告的变化，并立即生效。;-;1-2;1-3;2-3
When asked why the global vaccine alliance chose to rely so heavily on one manufacturer , a Gavi spokesperson told CNN Business it had few options .;-;当被问及全球疫苗联盟为什么选择如此严重地依赖一家制造商时，免疫联盟的一位发言人告诉美国有线电视新闻网商业频道，它几乎没有选择。;-;当被问及为什么全球疫苗联盟选择如此严重地依赖一家制造商时，Gavi的一位发言人告诉CNNBusiness，它几乎没有选择。;-;当被问及为什么全球疫苗联盟选择如此严重依赖一家制造商时，全球疫苗免疫联盟发言人告诉CNNBusiness，它几乎没有选择。;-;1-2;1-3;2-3
According to Shell , China has an estimated 2,400 Gt in storage capacity and significant geological potential for storing carbon , second only to the United States .;-;据壳牌称，中国估计有2400Gt的储存能力和巨大的碳储存地质潜力，仅次于美国。;-;据壳牌称，中国估计有2,400Gt的储存能力和巨大的碳储存地质潜力，仅次于美国。;-;据壳牌称，中国估计有2，400Gt的储存能力和巨大的地质潜力来储存碳，仅次于美国。;-;1-2;1-3;2-3
Under China 's stock market rules , major shareholders must wait for one to two years before they are permitted to sell their shares .;-;根据中国的股票市场规则，大股东必须等待一到两年才能被允许出售其股份。;-;根据中国股市规则，大股东必须等待一到两年才能获准出售其股份。;-;根据中国股市规则，大股东必须等待一到两年才能被允许出售股票。;-;1-2;1-3;2-3
The additional $ 75 million would be to compensate the parents for the emotional and mental anguish they 've endured over the last decade due to harassment from Jones and his followers .;-;另外7500万美元将用于补偿父母在过去十年中因琼斯及其追随者的骚扰而遭受的情感和精神痛苦。;-;额外的7500万美元将用于补偿父母在过去十年中因琼斯及其追随者的骚扰而遭受的情感和精神痛苦。;-;额外的7500万美元将用于补偿父母在过去十年中由于琼斯及其追随者的骚扰而遭受的情感和精神痛苦。;-;1-2;1-3;2-3
Representatives for Smartmatic did not respond to requests for comment about the subpoena on Friday .;-;Smartmatic的代表周五没有回应对传票发表评论的请求。;-;Smartmatic的代表周五没有回应有关传票的置评请求。;-;Smartmatic的代表周五没有回应有关传票的评论请求。;-;1-2;1-3;2-3
Germany , the bloc 's biggest economy , could lose 220 billion over the next two years in such an event , according to its top economic forecasters .;-;根据德国最高经济预测机构的预测，该集团最大的经济体德国在未来两年内可能会损失2200亿欧元。;-;据其高级经济预测机构称，在这种情况下，欧盟最大的经济体德国可能在未来两年内损失2200亿美元。;-;根据其最高经济预测者的说法，德国是欧盟最大的经济体，如果发生这种情况，未来两年可能会损失2200亿美元。;-;1x2;1x3;2x3
See here : This week , Walmart slashed its profit outlook , warning that customers are changing their shopping habits .;-;请看这里：本周，沃尔玛大幅下调了利润前景，警告称消费者正在改变他们的购物习惯。;-;见这里：本周，沃尔玛大幅下调了利润预期，警告客户正在改变他们的购物习惯。;-;本周，沃尔玛下调了利润前景，警告客户正在改变他们的购物习惯。;-;1-2;1-3;2-3
Because of that , he argues , people mostly do n't expect recent inflation of around 9 % to stick around .;-;他认为，正因为如此，人们大多不认为最近9%左右的通货膨胀率会持续下去。;-;正因为如此，他认为，人们大多预计近期9%左右的通胀率不会持续。;-;因此，他认为，人们大多不希望最近9%左右的通胀率持续下去。;-;1x2;1x3;2x3
" The Macao government has been very , very loathe to shut down the casinos , even when all other commercial activities have been instructed to close , " he added .;-;他补充说：“澳门政府非常非常不愿意关闭赌场，即使所有其他商业活动都已被指示关闭。”。;-;“澳门政府一直非常非常不愿意关闭赌场，即使所有其他商业活动都被指示关闭，”他补充说。;-;“澳门政府一直非常非常不愿意关闭赌场，即使所有其他商业活动都被指示关闭，”他补充说。;-;1-2;1-3;2-3
In the United States , inflation has held steady at around 2 % a year for the better part of four decades .;-;在美国，40年的大部分时间里，通货膨胀率一直稳定在每年2%左右。;-;在美国，通货膨胀率在40年的大部分时间里一直保持在每年2%左右。;-;在美国，通货膨胀率在四十年的大部分时间里一直稳定在每年2%左右。;-;1-2;1-3;2-3
" Both the UK and China have seen unprecedented development in the offshore wind sector over the past few years and foresee more market opportunities in terms of business models and technology innovations , " said Zhang .;-;张说：“过去几年，英国和中国的海上风电行业都取得了前所未有的发展，在商业模式和技术创新方面预见到了更多的市场机遇。”。;-;“过去几年，英国和中国在海上风电领域都取得了前所未有的发展，并预见到在商业模式和技术创新方面会有更多的市场机会，”张说。;-;“在过去几年中，英国和中国在海上风电领域都取得了前所未有的发展，并在商业模式和技术创新方面预见了更多的市场机会，”张说。;-;1-2;1-3;2-3
It makes sense , therefore , for job seekers to try finding jobs with companies that are less vulnerable to the economy 's troubles .;-;因此，对于求职者来说，尝试在不太容易受到经济问题影响的公司找到工作是有道理的。;-;因此，对于求职者来说，尝试在不太容易受到经济问题影响的公司寻找工作是有道理的。;-;因此，对于求职者来说，尝试在不那么容易受到经济困境影响的公司找到工作是有道理的。;-;1-2;1-3;2-3
Hog price rose 1.3 percent from early July to came in at 22.6 yuan per kg .;-;生猪价格从7月初上涨了1.3%，达到每公斤22.6元。;-;生猪价格较7月初上涨1.3%，达到每公斤22.6元。;-;生猪价格从7月初上涨1.3%，达到每公斤22.6元。;-;1-2;1-3;2-3
The key is to avoid employers that offer products and services that cautious customers might elect to forgo or postpone .;-;关键是避免雇主提供谨慎的客户可能选择放弃或推迟的产品和服务。;-;关键是要避免雇主提供谨慎的客户可能会选择放弃或推迟的产品和服务。;-;关键是要避免雇主提供谨慎的客户可能选择放弃或推迟的产品和服务。;-;1-2;1-3;2-3
Investors are excited about SaaS because of the " massive adoption " of software over the last decade , according to Mohit Bhatnagar , managing director of Sequoia Capital India .;-;红杉资本董事总经理莫希特·巴特纳加表示，由于过去十年软件的“大规模采用”，投资者对SaaS感到兴奋。;-;红杉资本印度公司董事总经理MohitBhatnagar表示，由于过去十年软件的“大规模采用”，投资者对SaaS感到兴奋。;-;投资者对SaaS感到兴奋，因为过去十年软件的“大规模采用”，SequoiaCapitalIndia董事总经理MohitBhatnagar表示。;-;1-2;1-3;2-3
" Honestly , in this last two years , the whole world has had to understand how to do better remote sales , " he added .;-;“老实说，在过去两年里，全世界都必须了解如何更好地进行远程销售，”他补充道。;-;“老实说，在过去的两年里，全世界都必须了解如何更好地进行远程销售，”他补充道。;-;“老实说，在过去的两年里，全世界都不得不了解如何更好地进行远程销售，”他补充说。;-;1-2;1-3;2-3
Anticipating the worst , the EU Commission unveiled its emergency plan last week conserve gas for next winter .;-;考虑到最坏的情况，欧盟委员会上周公布了其应急计划，为明年冬天节约天然气。;-;预计最坏的情况，欧盟委员会上周公布了其紧急计划，为明年冬天节省天然气。;-;欧盟委员会预计会出现最坏的情况，上周公布了其应急计划，为明年冬天节约天然气。;-;1x2;1x3;2x3
The Cyberspace Administration of China said in a statement that the firm had breached the country 's cybersecurity law , data security law , and personal information protection law .;-;中国网络空间管理局在一份声明中表示，该公司违反了中国的网络安全法、数据安全法和个人信息保护法。;-;中国国家互联网信息办公室在一份声明中表示，该公司违反了国家网络安全法、数据安全法和个人信息保护法。;-;中国国家互联网信息办公室在一份声明中表示，该公司违反了该国的网络安全法，数据安全法和个人信息保护法。;-;1-2;1-3;2-3
In most recessions , federal stimulus is a typical way to stimulate the economy and restore consumers ' faith .;-;在大多数衰退中，联邦刺激是刺激经济和恢复消费者信心的典型方式。;-;在大多数衰退中，联邦刺激措施是刺激经济和恢复消费者信心的典型方式。;-;在大多数经济衰退中，联邦刺激是刺激经济和恢复消费者信心的典型方式。;-;1-2;1-3;2-3
Regulators found that the employees opened deposit accounts , credit cards and lines of credit that carried high interest rates and expensive fees that were passed on to the customer .;-;监管机构发现，这些员工开设了存款账户、信用卡和信贷额度，利率高，费用昂贵，并转嫁给了客户。;-;监管机构发现，这些员工开设的存款账户、信用卡和信用额度都带有高利率和高额费用，这些都转嫁给了客户。;-;监管机构发现，这些员工开设了存款账户、信用卡和信用额度，这些账户、信用卡和信用额度带有高利率和昂贵的费用，这些费用被转嫁给客户。;-;1-2;1-3;2-3
Chinese renewable manufacturers are likely to witness a boost in orders from the European market as the continent is planning a faster transition to clean energy to replace fossil fuels , said analysts .;-;分析师表示，随着欧洲大陆计划加快向清洁能源的过渡，以取代化石燃料，中国可再生能源制造商可能会看到欧洲市场订单的增加。;-;分析师表示，随着欧洲大陆计划更快地向清洁能源替代化石燃料，中国可再生能源制造商可能会看到来自欧洲市场的订单增加。;-;分析师表示，中国可再生能源制造商可能会见证欧洲市场订单的增加，因为欧洲大陆正计划更快地向清洁能源过渡以取代化石燃料。;-;1x2;1-3;2x3
The company now has more than 860 million paid subscriptions across its various services , an increase of 160 million since last year , Apple CFO Luca Maestri said on a conference call with analysts Thursday .;-;苹果首席财务官卢卡·梅斯特里周四在与分析师举行的电话会议上表示，该公司目前拥有超过8.6亿份各种服务的付费订阅，比去年增加了1.6亿。;-;苹果首席财务官卢卡·梅斯特里周四在与分析师的电话会议上表示，该公司目前在其各种服务中拥有超过8.6亿的付费订阅，比去年增加了1.6亿。;-;苹果首席财务官LucaMaestri周四在与分析师的电话会议上表示，该公司现在在其各种服务中拥有超过8.6亿的付费订阅，自去年以来增加了1.6亿。;-;1-2;1-3;2-3
The attorney representing Jones in the Texas defamation case , Federico Andino Reynal , made the disclosure about the bankruptcy filing at the end of court proceedings on Friday .;-;在德克萨斯州诽谤案中代表琼斯的律师费德里科·安迪诺·雷纳尔在周五的法庭诉讼结束时披露了破产申请。;-;在德克萨斯州的诽谤案中代表琼斯的律师费德里科·安迪诺·雷纳尔在周五的法庭诉讼程序结束时披露了破产申请。;-;在德克萨斯州诽谤案中代表琼斯的律师费德里科·安迪诺·雷纳尔在周五的法庭诉讼结束时披露了破产申请。;-;1-2;1-3;2-3
" They get charged by the sea , so they can extend their lifetime almost indefinitely , " Chao said .;-;赵说：“它们被海水冲走，所以它们的寿命几乎可以无限期地延长。”。;-;“它们在海边充电，因此它们几乎可以无限期地延长它们的寿命，”Chao说。;-;“他们被海上收费，所以他们几乎可以无限期地延长他们的寿命，”Chao说。;-;1x2;1x3;2x3
But GDP does n't just turn negative on its own , and Thursday 's data contains useful guidance for understanding a complex economic moment .;-;但GDP本身并不仅仅是负值，周四的数据为理解一个复杂的经济时刻提供了有用的指导。;-;但GDP不仅会自行转为负数，周四的数据还包含有用的指导，可帮助您了解复杂的经济时刻。;-;但GDP本身并不只是变为负值，周四的数据为理解复杂的经济时刻提供了有用的指导。;-;1x2;1x3;2x3
Despite the massive size of some homegrown unicorns , Mathrubootham said that the country does not have a " global tech powerhouse product brand .;-;尽管一些本土独角兽体型庞大，但Mathrubootham表示，该国没有“全球科技巨头产品品牌”。;-;尽管一些本土独角兽拥有庞大的规模，但Mathrubootham表示，该国没有“全球科技强国产品品牌”。;-;尽管一些本土独角兽的规模庞大，但Mathrubootham表示，该国没有“全球科技强国产品品牌”。;-;1-2;1-3;2-3
" India actually has one of the largest developer communities in the world , " Bhatnagar told CNN Business .;-;“印度实际上是世界上最大的开发者社区之一，”Bhatnagar告诉CNNBusiness。;-;“印度实际上拥有世界上最大的开发者社区之一，”Bhatnagar告诉CNNBusiness。;-;“印度实际上拥有世界上最大的开发者社区之一，”Bhatnagar告诉CNNBusiness。;-;1-2;1-3;2-3
But the swift ban on him indicates how sensitive Chinese censors might be in this environment , she said .;-;但她说，对他的迅速禁令表明，在这种环境下，中国的审查人员可能是多么敏感。;-;但她说，对他的迅速禁令表明中国审查员在这种环境下可能有多敏感。;-;但她说，对他的迅速禁令表明，在这种环境下，中国审查机构可能是多么敏感。;-;1-2;1-3;2-3
The fact that Li 's livestreaming was immediately interrupted indicates " the progress the Chinese state has made in the realm of censorship , " Han said .;-;韩说，李的直播立即中断，这表明“中国政府在审查领域取得了进步”。;-;李的直播被立即中断的事实表明“中国政府在审查领域取得了进展，”韩说。;-;韩说，李的直播立即中断的事实表明“中国政府在审查领域取得了进展”。;-;1x2;1x3;2-3
We 'll be back to a place where it matters if your home is in good shape , " Fratantoni said .;-;我们会回到一个地方，在那里你的家是否状况良好很重要，”弗拉安东尼说。;-;如果您的房屋状况良好，我们将回到一个重要的地方，”弗拉坦托尼说。;-;我们将回到一个如果你的家状况良好很重要的地方，“Fratantoni说。;-;1x2;1x3;2x3
But Li did n't show up for two livestreaming events that were scheduled for the following days .;-;但李没有出席接下来几天安排的两个直播活动。;-;但李没有出现在接下来几天安排的两次直播活动中。;-;但李没有参加接下来几天安排的两场直播活动。;-;1-2;1-3;2-3
While there may not be many big hit films in theaters over the next few weeks , there will still be movies to go see .;-;虽然未来几周影院里可能不会有太多热门电影上映，但仍有电影可看。;-;尽管在接下来的几周内，影院中可能不会有很多大热电影，但仍有电影可看。;-;虽然未来几周影院可能没有多少热门电影，但仍然会有电影去看。;-;1-2;1-3;2-3
Coming next week : The US jobs report for July will be closely scrutinized for evidence the economy is slowing faster than expected .;-;下周：将仔细审查7月份的美国就业报告，以寻找经济放缓速度快于预期的证据。;-;下周即将发布：美国7月份就业报告将受到密切关注，以寻找经济放缓速度快于预期的证据。;-;下周：美国7月就业报告将受到严格审查，以寻找经济放缓速度快于预期的证据。;-;1x2;1x3;2x3
Domestic renewable manufacturers aim to ' actively grasp the opportunities ' after witnessing rise in orders , global share;-;国内可再生能源制造商在看到订单、全球份额上升后，旨在“积极把握机遇”;-;国内可再生能源制造商目睹订单、全球份额上升后“积极把握机遇”;-;国内可再生能源制造商在见证订单上升后，旨在“积极把握机遇”，全球份额上升;-;1x2;1-3;2x3
Earlier , Mingyang also signed a memorandum of agreement in December with the United Kingdom 's Department for International Trade to cooperate in the offshore wind sector .;-;此前，明阳还于12月与英国国际贸易部签署了一份协议备忘录，在海上风电领域开展合作。;-;此前，明阳还于12月与英国国际贸易部签署了一份协议备忘录，在海上风电领域开展合作。;-;此前，明阳还于12月与英国国际贸易部签署了一份协议备忘录，在海上风电领域进行合作。;-;1-2;1-3;2-3
" They can interact with the robot deep in the water , " Khatib said , " and this would be amazing because this would simulate the task of doing this on a different planet or different moon .;-;“他们可以在深水中与机器人互动，”哈提卜说，“这将是令人惊讶的，因为这将模拟在不同星球或不同月球上进行的任务。;-;“他们可以在水中与机器人互动，”Khatib说，“这将是惊人的，因为这将模拟在不同的星球或不同的月球上执行此操作的任务。;-;“他们可以与深水的机器人互动，”Khatib说，“这将是惊人的，因为这将模拟在不同的星球或不同的月球上这样做的任务。;-;1x2;1-3;2x3
