origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
Burkholderia pseudomallei was found in the Gulf Coast region of Mississippi , the first detection of the bacteria in the environment in the US .;-;在密西西比州的墨西哥湾沿岸地区发现了类伯克霍尔德菌，这是美国首次在环境中检测到这种细菌。;-;Burkholderiapseudomallei是在密西西比州墨西哥湾沿岸地区发现的，这是美国首次在环境中检测到这种细菌。;-;假马勒伯克霍尔德菌在密西西比州墨西哥湾沿岸地区被发现，这是美国首次在环境中检测到这种细菌。;-;1-2;1-3;2-3
" Findings by the National Academies not only impact how scientists and physicians look at a topic , but how regulators and Congress do as well , " said Birnbaum , who was not involved in the report .;-;“美国国家科学院的研究结果不仅影响科学家和医生如何看待一个话题，还影响监管机构和国会如何做好，”Birnbaum说，他没有参与该报告。;-;“国家科学院的调查结果不仅影响科学家和医生如何看待一个话题，而且影响监管机构和国会的表现，”伯恩鲍姆说，他没有参与该报告。;-;“国家科学院的调查结果不仅影响科学家和医生如何看待一个话题，还影响监管机构和国会如何做，”没有参与该报告的伯恩鲍姆说。;-;1-2;1-3;2-3
Other harm reduction actions include minimizing sexual activity with multiple or anonymous sexual partners , " CDC Director Dr.;-;其他减少伤害的行动包括尽量减少与多个或匿名性伴侣的性行为，”CDC主任Dr。;-;其他减少伤害的措施包括尽量减少与多个或匿名性伴侣的性活动，”疾病预防控制中心主任博士说。;-;其他减少伤害的行动包括尽量减少与多个或匿名性伴侣的性活动，“CDC主任博士说。;-;1-2;1-3;2-3
" Pfizer and Moderna have indicated that they anticipate the modified vaccines being available as early as September , " an FDA spokesperson said .;-;“辉瑞和摩德纳已表示，他们预计最早将于9月推出改良疫苗，”FDA发言人说。;-;“辉瑞和Moderna已经表示，他们预计修改后的疫苗最早将于9月上市，”FDA发言人说。;-;“辉瑞和Moderna表示，他们预计改良疫苗最早将于9月上市，”FDA发言人说。;-;1-2;1-3;2-3
pseudomallei is typically found in tropical regions , and US cases are usually connected to travel .;-;假性等位基因通常在热带地区发现，美国病例通常与旅行有关。;-;pseudomallei通常在热带地区发现，美国病例通常与旅行有关。;-;假性马勒病通常见于热带地区，美国病例通常与旅行有关。;-;1x2;1x3;2x3
On Monday , more than 100 members of Congress wrote a letter to the Biden administration urging additional funding for sexual health clinics to improve the monkeypox response effort .;-;周一，100多名国会议员致信拜登政府，敦促为性健康诊所提供更多资金，以改善猴痘应对工作。;-;周一，100多名国会议员致信拜登政府，敦促为性健康诊所提供额外资金，以改善猴痘应对工作。;-;周一，100多名国会议员致信拜登政府，敦促为性健康诊所提供额外资金，以改善猴痘应对工作。;-;1-2;1-3;2-3
" They made me feel small ; they made me feel stupid and embarrassed even just asking the question , " she said at an April 2021 town hall , which was quoted in the report .;-;她在20214月的一次市政厅上说：“他们让我觉得自己很渺小；他们让我感到愚蠢和尴尬，即使只是问这个问题。”。;-;她在2021年4月的市政厅说：“他们让我觉得自己很渺小；他们让我感到愚蠢和尴尬，即使只是问这个问题。”;-;“他们让我感到渺小;他们让我感到愚蠢和尴尬，即使只是问这个问题，“她在2021年4月的市政厅上说，这在报告中被引用。;-;1x2;1x3;2x3
In Washington , the federal government is continuing to monitor the response to monkeypox and will use that to consider whether to declare the outbreak a public health emergency , HHS Secretary Xavier Becerra said Thursday .;-;卫生和公众服务部部长泽维尔·贝塞拉星期四说，在华盛顿，联邦政府正在继续监测对猴痘的反应，并将以此来考虑是否宣布疫情为公共卫生紧急情况。;-;美国卫生与公众服务部部长泽维尔·贝塞拉周四表示，在华盛顿，联邦政府正在继续监测对猴痘的反应，并将以此来考虑是否宣布此次疫情为突发公共卫生事件。;-;在华盛顿，联邦政府正在继续监测对猴痘的反应，并将利用这一点来考虑是否宣布疫情为公共卫生紧急情况，HHS秘书XavierBecerra周四表示。;-;1-2;1-3;2-3
The government will make 56,000 of those doses available to states in the first phase of the roll out .;-;政府将在第一阶段向各州提供其中的56000剂。;-;在推广的第一阶段，政府将向各州提供56,000剂。;-;政府将在推出的第一阶段向各州提供其中的56，000剂。;-;1x2;1x3;2-3
It might feel awkward to pick up the phone and make a call , but the connection will likely be more genuine , she added .;-;她补充说，拿起电话打电话可能会感到尴尬，但这种联系可能会更加真诚。;-;她补充说，拿起电话打电话可能会感觉很尴尬，但这种联系可能会更加真实。;-;她补充说，拿起电话并拨打电话可能会感到尴尬，但这种联系可能会更加真实。;-;1-2;1-3;2-3
Researchers are investigating whether the virus can be spread by someone who has no symptoms or through semen , vaginal fluids and fecal matter , according to the CDC .;-;CDC称，研究人员正在调查该病毒是否可以由没有症状的人传播，或通过精液、阴道液和粪便传播。;-;据疾病预防控制中心称，研究人员正在调查该病毒是否可以通过没有症状的人或通过精液、阴道液和粪便传播。;-;据疾病预防控制中心称，研究人员正在调查该病毒是否可以由没有症状的人传播，或者通过精液，阴道液和粪便传播。;-;1-2;1-3;2-3
Today , Ornish is trying to do for the brain what he did for the heart .;-;今天，奥尼斯正试图为大脑做他为心脏做的事情。;-;今天，Ornish正在努力为大脑做他为心脏所做的事情。;-;今天，Ornish正试图为大脑做他为心脏所做的事。;-;1x2;1-3;2x3
But even with that education , it can be difficult to detect a case of monkeypox , in part because the rash is n't always distinctive , Caveney said .;-;但即使接受了这种教育，也很难发现猴痘病例，部分原因是皮疹并不总是独特的，卡文尼说。;-;但即使有这样的教育，也很难发现猴痘病例，部分原因是皮疹并不总是很独特，卡维尼说。;-;但即使有这种教育，也很难发现猴痘病例，部分原因是皮疹并不总是独特的，Caveney说。;-;1-2;1-3;2-3
The US has ordered more of this vaccine , and the government plans to make 1.25 million more doses of the Jynneos vaccine available through the summer and fall , the administration said .;-;美国政府表示，美国已经订购了更多这种疫苗，政府计划在夏季和秋季再提供125万剂Jynneos疫苗。;-;政府表示，美国已订购了更多这种疫苗，政府计划在夏季和秋季再生产125万剂Jynneos疫苗。;-;美国政府表示，美国已经订购了更多的这种疫苗，政府计划在夏季和秋季再提供125万剂Jynneos疫苗。;-;1-2;1-3;2-3
Michael Osterholm who directs the Center for Infectious Disease Research and Policy at the University of Minnesota .;-;明尼苏达大学传染病研究和政策中心主任迈克尔·奥斯特霍姆。;-;MichaelOsterholm是明尼苏达大学传染病研究与政策中心的负责人。;-;MichaelOsterholm，明尼苏达大学传染病研究与政策中心主任。;-;1-2;1-3;2-3
It 's certainly conceivable that there are other people out there who do n't have symptoms and still have a viral rebound . ";-;当然可以想象，还有其他人没有症状，但仍有病毒反弹。”;-;当然可以想象，还有其他人没有症状，但仍有病毒反弹。”;-;当然可以想象，还有其他人没有症状，仍然有病毒反弹。;-;1-2;1-3;2-3
As of Friday , the United States has than 5,000 probable or confirmed monkeypox cases , according to CDC data .;-;根据CDC的数据，截至周五，美国有5000多例疑似或确诊猴痘病例。;-;根据疾病预防控制中心的数据，截至周五，美国有超过5,000例可能或确诊的猴痘病例。;-;根据CDC的数据，截至周五，美国有超过5，000例可能或确诊的猴痘病例。;-;1-2;1-3;2-3
He did n't have any symptoms when he saw the baby , who was his grandson , but about eight hours later , he started to feel ill again .;-;当他看到他的孙子时，他没有任何症状，但大约八个小时后，他又开始感到不舒服。;-;当他看到婴儿，也就是他的孙子时，他没有任何症状，但大约八小时后，他又开始感到不适。;-;当他看到他的孙子婴儿时，他没有任何症状，但大约八个小时后，他又开始感到不适。;-;1x2;1x3;2-3
According the White House , over the past two months , filled prescriptions for Paxlovid have climbed from about 27,000 a week to 182,000 a week .;-;据白宫称，在过去两个月里，帕克洛维德的处方从每周约27000张增加到每周182000张。;-;据白宫称，在过去的两个月里，Paxlovid的处方已从每周约27,000份攀升至每周182,000份。;-;据白宫称，在过去两个月中，Paxlovid的处方从每周约27，000个攀升至每周182，000个。;-;1-2;1-3;2-3
So are firefighters , workers in fluorochemical manufacturing plants and those who live near commercial airports , military bases , landfills , incinerators , wastewater treatment plants and farms where contaminated sewage sludge is used .;-;消防员、氟化学品制造厂的工人以及居住在商业机场、军事基地、垃圾填埋场、焚化炉、废水处理厂和使用受污染污泥的农场附近的人也是如此。;-;消防员、氟化物制造厂的工人以及居住在商业机场、军事基地、垃圾填埋场、焚化炉、废水处理厂和使用受污染污水污泥的农场附近的人也是如此。;-;消防员、含氟化学品制造厂的工人以及居住在商业机场、军事基地、垃圾填埋场、焚烧炉、污水处理厂和使用受污染污水污泥的农场附近的工人也是如此。;-;1-2;1-3;2-3
Health officials in the US have also advised reducing sex partners but used softer language .;-;美国卫生官员也建议减少性伴侣，但使用更温和的语言。;-;美国的卫生官员也建议减少性伴侣，但使用了更温和的语言。;-;美国的卫生官员也建议减少性伴侣，但使用更柔和的语言。;-;1-2;1-3;2-3
In late June , vaccine makers said boosters updated to target Omicron showed a stronger immune response than the current vaccines .;-;6月底，疫苗制造商表示，针对奥米克罗的增强器显示出比现有疫苗更强的免疫反应。;-;6月下旬，疫苗制造商表示，针对Omicron更新的增强剂显示出比目前的疫苗更强的免疫反应。;-;6月下旬，疫苗制造商表示，更新为针对Omicron的加强剂显示出比当前疫苗更强的免疫反应。;-;1-2;1-3;2-3
Critics have also charged that the United States is not offering enough testing to monitor the spread of the virus , which is thought to be more widespread than current case counts suggest .;-;批评人士还指责美国没有提供足够的检测来监测病毒的传播，据认为病毒的传播范围比目前的病例数所显示的要广。;-;批评者还指责美国没有提供足够的检测来监测病毒的传播，这种传播被认为比目前的病例数所显示的更广泛。;-;批评人士还指责美国没有提供足够的检测来监测病毒的传播，这种病毒被认为比目前的病例数所显示的更广泛。;-;1-2;1-3;2-3
They 're scared and do n't know how they can realistically keep themselves safe with a lack of vaccines .;-;他们很害怕，不知道在缺乏疫苗的情况下，如何才能真正地保证自己的安全。;-;他们很害怕，不知道如何在缺乏疫苗的情况下切实保证自己的安全。;-;他们很害怕，不知道如何在缺乏疫苗的情况下实际保持自己的安全。;-;1-2;1-3;2-3
Moderna and Pfizer booster shots updated to target Omicron coronavirus subvariants could be available in early fall , pending signoff by federal health agencies , the US Department of Health and Human Services said Friday .;-;美国卫生和公众服务部周五表示，在联邦卫生机构的批准之前，针对奥米克罗冠状病毒亚型的Moderna和辉瑞增强注射可能在初秋上市。;-;美国卫生与公众服务部周五表示，针对Omicron冠状病毒子变体的更新后的Moderna和辉瑞加强注射可能会在初秋上市，等待联邦卫生机构的批准。;-;美国卫生与公众服务部周五表示，Moderna和辉瑞公司更新的针对Omicron冠状病毒亚变体的助推器注射可能会在初秋可用，等待联邦卫生机构的签核。;-;1-2;1x3;2x3
Vaccines are free when people can find them , testing costs can add up , and treatments are still difficult to access .;-;当人们能够找到疫苗时，疫苗是免费的，测试成本可能会增加，治疗仍然难以获得。;-;当人们可以找到疫苗时，疫苗是免费的，检测成本可能会增加，而治疗仍然难以获得。;-;当人们能够找到疫苗时，疫苗是免费的，检测成本可能会增加，并且治疗仍然难以获得。;-;1-2;1-3;2-3
Charness said the fact that the infection can come back this way after treatment presents some questions .;-;查内斯说，治疗后感染可以通过这种方式复发这一事实提出了一些问题。;-;Charness说，感染可以在治疗后以这种方式复发的事实提出了一些问题。;-;Charness说，治疗后感染可以以这种方式复发的事实提出了一些问题。;-;1-2;1-3;2-3
The state has gotten more than 60,000 doses of the Jynneos monkeypox vaccine , the US Department of Health and Human Services says .;-;美国卫生与公共服务部表示，该州已经接种了6万多剂Jynneos猴痘疫苗。;-;美国卫生与公众服务部表示，该州已经接种了超过60,000剂Jynneos猴痘疫苗。;-;美国卫生与公众服务部表示，该州已经获得了超过60，000剂Jynneos猴痘疫苗。;-;1-2;1-3;2-3
He said they 've found at least two instances in which people have transmitted to others when their infection recurs .;-;他说，他们发现至少有两例患者在感染复发时向他人传播病毒。;-;他说，他们至少发现了两次感染复发的病例。;-;他说，他们发现了至少两个例子，当人们的感染复发时，他们已经传播给他人。;-;1x2;1x3;2x3
The federal health adviser said it 's understandable that some in the LGBTQ community are frustrated and feel left behind .;-;联邦健康顾问说，LGBTQ社区中的一些人感到沮丧，感到被落在后面，这是可以理解的。;-;联邦健康顾问表示，LGBTQ社区中的一些人感到沮丧并感到被抛在后面，这是可以理解的。;-;联邦卫生顾问表示，可以理解的是，LGBTQ社区中的一些人感到沮丧，感到被抛在后面。;-;1-2;1-3;2-3
Currently , the only people who can get monkeypox vaccines are those with a known exposure , Walensky said .;-;瓦伦斯基说，目前，只有已知接触者才能接种猴痘疫苗。;-;Walensky说，目前，唯一可以接种猴痘疫苗的人是已知接触过猴痘疫苗的人。;-;目前，唯一可以获得猴痘疫苗的人是那些已知暴露的人，Walensky说。;-;1x2;1x3;2x3
That 's in addition to 105 million bivalent boosters the US government has purchased from Pfizer .;-;此外，美国政府还从辉瑞公司购买了1.05亿双价助推器。;-;这是美国政府从辉瑞公司购买的1.05亿个二价增强剂的补充。;-;此外，美国政府还从辉瑞公司购买了1.05亿个二价助推器。;-;1x2;1-3;2x3
His organization was one of the signers of the letter to the CDC demanding a bigger response .;-;他的组织是致疾控中心的信的签署者之一，该信要求得到更大的回应。;-;他的组织是向疾病预防控制中心写信的签名者之一，要求做出更大的回应。;-;他的组织是给疾病预防控制中心的信的签署人之一，要求做出更大的回应。;-;1-2;1-3;2-3
So it 's actually very difficult to roll out because you have to train people in a new vaccine methodology , " said Dr.;-;因此，实际上很难推广，因为你必须对人们进行新疫苗方法的培训。;-;所以实际上很难推出，因为你必须对人们进行新的疫苗方法培训，”博士说。;-;因此，实际上很难推广，因为你必须对人们进行新的疫苗方法培训，“博士说。;-;1x2;1x3;2x3
As of Friday , New York City 's public health department website says all available appointments for vaccines have been filled at this time .;-;截至周五，纽约市公共卫生部门网站表示，目前所有可用的疫苗预约都已满。;-;截至周五，纽约市公共卫生部门网站表示，目前所有可用的疫苗预约都已满员。;-;截至周五，纽约市公共卫生部门网站称，目前所有可用的疫苗预约都已填补。;-;1-2;1-3;2-3
New York has 1,247 probable or confirmed monkeypox cases , according to data from the US Centers for Disease Control and Prevention .;-;根据美国疾病控制和预防中心的数据，纽约有1247例疑似或确诊猴痘病例。;-;根据美国疾病控制和预防中心的数据，纽约有1,247例可能或确诊的猴痘病例。;-;根据美国疾病控制和预防中心的数据，纽约有1，247例可能或确诊的猴痘病例。;-;1-2;1-3;2-3
The bacteria that causes a rare , serious disease called melioidosis has been detected in water and soil samples in Mississippi , the US Centers for Disease Control and Prevention said Wednesday .;-;美国疾病控制和预防中心周三表示，已在密西西比州的水和土壤样本中检测到导致一种称为类鼻疽的罕见严重疾病的细菌。;-;美国疾病控制和预防中心周三表示，在密西西比州的水和土壤样本中检测到导致一种罕见的严重疾病称为类鼻疽的细菌。;-;美国疾病控制和预防中心周三表示，在密西西比州的水和土壤样本中已经检测到导致一种罕见的严重疾病类巨变性的细菌。;-;1-2;1-3;2-3
On Tuesday , HHS also activated the CDC 's Emergency Operations Center to give the agency more flexibility and manpower to manage the nation 's monkeypox response .;-;周二，卫生和公众服务部还启动了疾病预防控制中心的紧急行动中心，为该机构提供更大的灵活性和人力来管理国家的猴痘反应。;-;周二，HHS还启动了CDC的紧急行动中心，以赋予该机构更多的灵活性和人力来管理国家的猴痘响应。;-;周二，HHS还启动了CDC的紧急行动中心，为该机构提供更大的灵活性和人力来管理该国的猴痘反应。;-;1x2;1x3;2x3
The agency also recommends that people wear a mask for 10 days after their symptoms come back .;-;该机构还建议人们在症状恢复后戴口罩10天。;-;该机构还建议人们在症状恢复后戴口罩10天。;-;该机构还建议人们在症状复发后10天内戴口罩。;-;1-2;1-3;2-3
Neither the baby nor its parents had any other close contacts before they got sick .;-;婴儿和父母在生病之前都没有任何其他密切接触者。;-;婴儿及其父母在生病之前都没有任何其他密切接触者。;-;婴儿及其父母在生病之前都没有任何其他密切接触者。;-;1-2;1-3;2-3
The report sets " nanogram " levels of concern and encourages clinicians to conduct blood tests on patients who are worried about exposure or who are at high risk .;-;该报告设定了“纳克”级的关注点，并鼓励临床医生对担心接触的患者或高危患者进行血液检测。;-;该报告设定了“纳克”级别的关注，并鼓励临床医生对担心暴露或处于高风险的患者进行血液检查。;-;该报告设定了“纳克”关注水平，并鼓励临床医生对担心暴露或高风险的患者进行血液检查。;-;1x2;1x3;2x3
And while communicating by text or email is n't as impersonal as social media , Akbari recommended that people call their friends .;-;虽然通过短信或电子邮件进行交流不像社交媒体那么客观，但阿克巴里建议人们给朋友打电话。;-;虽然通过文本或电子邮件进行交流不像社交媒体那样没有人情味，但Akbari建议人们打电话给他们的朋友。;-;虽然通过短信或电子邮件进行交流并不像社交媒体那样没有人情味，但Akbari建议人们打电话给他们的朋友。;-;1-2;1-3;2-3
Since the primary way people reach out is through private means of communication , the worst that can happen is that the recipient does not respond , she added .;-;她补充说，由于人们接触的主要方式是通过私人通信手段，最糟糕的情况可能是接受者没有回应。;-;她补充说，由于人们联系的主要方式是通过私人交流方式，因此可能发生的最坏情况是接收者没有回应。;-;她补充说，由于人们接触的主要方式是通过私人沟通方式，因此可能发生的最糟糕的情况是收件人没有回应。;-;1x2;1x3;2x3
The CDC says an average of 12 cases are reported to the agency each year .;-;CDC表示，平均每年向该机构报告12例。;-;疾病预防控制中心表示，每年平均向该机构报告12例病例。;-;疾病预防控制中心表示，每年平均有12例病例报告给该机构。;-;1-2;1-3;2-3
The CDC says that wearing a condom may help , but alone , it probably will not protect against the spread of monkeypox .;-;美国疾病控制与预防中心表示，佩戴避孕套可能会有所帮助，但单凭避孕套可能无法防止猴痘的传播。;-;疾病预防控制中心表示，戴安全套可能会有所帮助，但仅凭它可能无法防止猴痘的传播。;-;疾病预防控制中心表示，戴避孕套可能会有所帮助，但仅凭它可能无法防止猴痘的传播。;-;1x2;1x3;2-3
" The National Academies are asked to do studies that would be free of the effects of advocacy , special interests , and politics , and are looked at as a trusted neutral body , " said Dr.;-;“国家科学院被要求做的研究将不受倡导、特殊利益和政治的影响，并被视为一个值得信赖的中立机构，”李博士说。;-;“国家科学院被要求进行不受宣传、特殊利益和政治影响的研究，并被视为一个值得信赖的中立机构，”博士说。;-;“国家科学院被要求进行不受倡导，特殊利益和政治影响的研究，并被视为一个值得信赖的中立机构，”博士说。;-;1x2;1x3;2x3
It 's a scene playing out in public health departments and clinics across the country as the monkeypox outbreak spreads .;-;随着猴痘疫情的蔓延，这一场景在全国的公共卫生部门和诊所上演。;-;随着猴痘疫情的蔓延，全国各地的公共卫生部门和诊所都在上演这样的场景。;-;随着猴痘疫情的蔓延，全国各地的公共卫生部门和诊所都在上演。;-;1-2;1-3;2-3
This new study can help calm the anxiety that people face when it comes to contacting friends , Akbari said .;-;阿克巴里说，这项新研究有助于缓解人们在联系朋友时所面临的焦虑。;-;阿克巴里说，这项新研究可以帮助缓解人们在联系朋友时所面临的焦虑。;-;阿克巴里说，这项新研究可以帮助平息人们在联系朋友时面临的焦虑。;-;1-2;1-3;2-3
People who work with the federal government say they are working hard on the issue .;-;联邦政府工作人员表示，他们正在努力解决这个问题。;-;与联邦政府合作的人表示，他们正在努力解决这个问题。;-;与联邦政府合作的人说，他们正在这个问题上努力工作。;-;1-2;1-3;2-3
To get over some of this discomfort , take notice of automatic thought patterns that arise when thinking about communicating with a friend , and try to push back against them , Kirmayer said .;-;Kirmayer说，为了克服这种不适感，请注意在考虑与朋友交流时出现的自动思维模式，并尝试回击它们。;-;Kirmayer说，为了克服这种不适，请注意在考虑与朋友交流时出现的自动思维模式，并尝试反击它们。;-;为了克服一些不适，请注意在考虑与朋友交流时出现的自动思维模式，并试图反击它们，Kirmayer说。;-;1-2;1-3;2-3
The CDC spokesperson said the agency " encourages anyone who suspects they have monkeypox to reach out to their clinician to get tested since there is more than enough testing capacity .;-;CDC发言人说，该机构“鼓励任何怀疑自己患有猴痘的人联系临床医生进行检测，因为有足够的检测能力。;-;疾控中心发言人表示，该机构“鼓励任何怀疑自己患有猴痘的人联系他们的临床医生进行检测，因为检测能力已经足够了。;-;疾病预防控制中心发言人表示，该机构“鼓励任何怀疑自己患有猴痘的人联系他们的临床医生进行检测，因为检测能力绰绰有余。;-;1x2;1x3;2x3
The US Food and Drug Administration advised vaccine makers in June to update the boosters to add an Omicron BA .;-;6月，美国食品和药物管理局建议疫苗制造商更新助推器，添加奥米克罗BA。;-;美国食品和药物管理局在6月建议疫苗制造商更新助推器以添加OmicronBA。;-;美国食品和药物管理局建议疫苗制造商在6月份更新加强剂以添加OmicronBA。;-;1x2;1x3;2x3
Cahill said his organization has been advocating for the US to declare monkeypox a public health emergency .;-;卡希尔说，他的组织一直在倡导美国宣布猴痘为公共卫生紧急事件。;-;卡希尔说，他的组织一直在倡导美国宣布猴痘为突发公共卫生事件。;-;卡希尔说，他的组织一直在倡导美国宣布猴痘为公共卫生紧急情况。;-;1-2;1-3;2-3
It will release more vaccines to areas with the highest case rates , and it will scale up testing , making tests available at five commercial laboratories in addition to an existing network of public health labs .;-;它将向病例率最高的地区发放更多疫苗，并将扩大检测规模，除了现有的公共卫生实验室网络外，还将在五个商业实验室进行检测。;-;它将向病例率最高的地区发布更多疫苗，并将扩大检测规模，除了现有的公共卫生实验室网络外，还将在五个商业实验室提供检测。;-;它将向病例率最高的地区发布更多疫苗，并将扩大检测范围，除了现有的公共卫生实验室网络外，还将在五个商业实验室提供检测。;-;1-2;1-3;2-3
Caveney added that as doctors learn more about monkeypox , he expects testing numbers to increase .;-;卡文尼补充说，随着医生对猴痘的了解越来越多，他预计检测人数会增加。;-;Caveney补充说，随着医生对猴痘的了解越来越多，他预计检测数量会增加。;-;Caveney补充说，随着医生对猴痘的了解越来越多，他预计检测数量会增加。;-;1-2;1-3;2-3
Currently , people 5 and older are eligible for a first booster shot , but only those 50 and older and some immunocompromised people are eligible for second boosters .;-;目前，5岁及5岁以上的人有资格进行第一次强化注射，但只有50岁及以上的人和一些免疫功能低下的人才有资格进行第二次强化注射。;-;目前，5岁及以上的人有资格进行第一次加强注射，但只有50岁及以上的人和一些免疫功能低下的人有资格进行第二次加强注射。;-;目前，5岁及以上的人有资格获得第一次加强注射，但只有50岁及以上的人和一些免疫功能低下的人有资格获得第二次加强剂。;-;1-2;1-3;2-3
They say more research is needed to understand whether there could be any connection to the drug .;-;他们说，需要更多的研究来了解是否与该药物有任何联系。;-;他们说需要更多的研究来了解是否与这种药物有任何联系。;-;他们说，需要更多的研究来了解是否与药物有任何联系。;-;1-2;1-3;2-3
In these experiments , reaching out was defined as a phone call , text , email , note or small gift .;-;在这些实验中，伸手被定义为电话、短信、电子邮件、便条或小礼物。;-;在这些实验中，伸出援手被定义为电话、短信、电子邮件、便条或小礼物。;-;在这些实验中，伸出援手被定义为电话，短信，电子邮件，便笺或小礼物。;-;1-2;1-3;2-3
In Seattle , King County health officials say they have received only 4,720 doses of Jynneos .;-;在西雅图，金郡卫生官员说，他们只接受了4720剂Jynneos。;-;在西雅图，金县卫生官员说他们只接受了4,720剂Jynneos。;-;在西雅图，金县卫生官员表示，他们只接受了4，720剂Jynneos。;-;1-2;1-3;2-3
The first is a newer , modern vaccine called Jynneos which is manufactured by the Danish company Bavarian Nordic .;-;第一种是由丹麦巴伐利亚北欧公司生产的新型现代疫苗Jynneos。;-;第一种是由丹麦巴伐利亚北欧公司生产的一种名为Jynneos的新型现代疫苗。;-;第一种是一种较新的现代疫苗，称为Jynneos，由丹麦公司巴伐利亚北欧公司生产。;-;1x2;1x3;2x3
But a variety of insecurities can prevent us from reaching out , said Akbari , who was not involved in the study .;-;但是，各种不安全感会阻止我们伸出援手，阿克巴里说，他没有参与这项研究。;-;但没有参与这项研究的阿克巴里说，各种不安全感会阻止我们伸出援手。;-;但是，各种不安全感可能会阻止我们伸出援手，没有参与这项研究的Akbari说。;-;1-2;1-3;2-3
Some experts though have said it 's now too late to stop what we had the tools to stop earlier .;-;不过，一些专家表示，现在停止我们以前有工具停止的事情为时已晚。;-;不过，一些专家表示，现在停止我们有工具更早停止的事情为时已晚。;-;不过，一些专家表示，现在停止我们早点停止的工具为时已晚。;-;1x2;1x3;2x3
