origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
That board will look to see how many of the participants who became ill received the vaccine and how many received the placebo .;-;该委员会将关注患病的参与者中有多少人接种了疫苗，有多少人接种了安慰剂。;-;该委员会将查看有多少生病的参与者接受了疫苗，有多少人接受了安慰剂。;-;该委员会将看看有多少生病的参与者接受了疫苗，有多少人接受了安慰剂。;-;1-2;1-3;2-3
Vermont recommends the use of antigen tests after a single Covid exposure but says they should not be used to diagnose asymptomatic people .;-;佛蒙特州建议在接触一次新冠病毒后使用抗原检测，但表示不应将其用于诊断无症状人群。;-;佛蒙特州建议在接触一次新冠病毒后使用抗原检测，但表示不应将其用于诊断无症状人群。;-;佛蒙特州建议在单次接触Covid后使用抗原检测，但表示不应将其用于诊断无症状人群。;-;1-2;1-3;2-3
While Simon is happy that his passion has become a money-spinner , he did not expect the coronavirus pandemic to result in a windfall .;-;虽然西蒙很高兴自己的热情成为了摇钱树，但他没想到冠状病毒大流行会带来意外之财。;-;虽然西蒙很高兴他的热情变成了摇钱树，但他没想到冠状病毒大流行会带来意外之财。;-;虽然西蒙很高兴他的激情已经成为一个赚钱的人，但他没想到冠状病毒大流行会导致意外收获。;-;1-2;1x3;2x3
To facilitate contact tracing , guests will be obliged to book in advance for each film event and sit only on their pre-ordered seat .;-;为了便于追踪联系人，客人必须提前预订每场电影活动，并且只能坐在预定的座位上。;-;为了便于追踪接触者，客人必须提前预订每场电影活动，并且只能坐在他们预订的座位上。;-;为了便于追踪接触者，宾客必须提前预订每场电影活动，并且只能坐在预订的座位上。;-;1x2;1x3;2-3
That means sticking with the social distancing and face masks , and testing people who may have the virus and allowing them to isolate .;-;这意味着要保持社交距离，戴口罩，对可能感染病毒的人进行检测，并允许他们隔离。;-;这意味着坚持保持社交距离和戴口罩，并对可能感染病毒的人进行检测并允许他们隔离。;-;这意味着要坚持保持社交距离和口罩，并对可能感染病毒的人进行检测并允许他们隔离。;-;1-2;1-3;2-3
Unless we support people to isolate , they are never going to stop carrying on with their lives and inadvertently passing on the virus .;-;除非我们支持人们进行隔离，否则他们永远不会停止生活，不经意间传播病毒。;-;除非我们支持人们进行隔离，否则他们将永远不会停止继续他们的生活并在不经意间传播病毒。;-;除非我们支持人们进行隔离，否则他们永远不会停止继续生活并无意中传播病毒。;-;1-2;1-3;2-3
Polypropylene may generate a static charge that captures particles , the CDC said , while silk might repel moist droplets and be more comfortable .;-;CDC说，聚丙烯可能会产生静电，捕捉颗粒，而丝绸可能会排斥潮湿的水滴，更舒适。;-;疾病预防控制中心说，聚丙烯可能会产生捕获颗粒的静电荷，而丝绸可能会排斥潮湿的液滴并更舒适。;-;CDC表示，聚丙烯可能会产生静电荷来捕获颗粒，而丝绸可能会排斥潮湿的液滴，并且更舒适。;-;1-2;1-3;2-3
There is continued , accelerating community spread across the top half of the country , where temperatures have cooled and Americans have moved indoors .;-;在美国的上半部分地区，社区继续加速蔓延，那里的温度已经降低，美国人已经搬入室内。;-;该国上半部的社区继续加速蔓延，那里的气温已经降温，美国人已经搬到室内。;-;在全国上半部，社区正在持续加速，气温已经下降，美国人已经搬到室内。;-;1-2;1x3;2x3
The guide contains eight chapters highlighting the importance of nutritional intake , nutritional support for those with tumors at different phases and receiving various treatments .;-;该指南包含八章，强调营养摄入的重要性，为处于不同阶段的肿瘤患者提供营养支持，并接受各种治疗。;-;该指南包含八章，强调营养摄入的重要性，为处于不同阶段的肿瘤患者提供营养支持以及接受各种治疗。;-;该指南包含八个章节，强调了营养摄入的重要性，对不同阶段肿瘤患者进行营养支持并接受各种治疗。;-;1-2;1-3;2-3
Coronavirus antibodies last at least six months and offer protection against a second infection , a study of healthcare workers suggests .;-;一项针对医护人员的研究表明，冠状病毒抗体至少能持续六个月，并能防止第二次感染。;-;一项针对医护人员的研究表明，冠状病毒抗体至少持续六个月，并可防止二次感染。;-;一项针对医护人员的研究表明，冠状病毒抗体持续至少六个月，并可以防止第二次感染。;-;1-2;1-3;2-3
The NHS is setting up coronavirus vaccination centres across the UK in preparation for any jab being approved , Health Secretary Matt Hancock has said .;-;卫生部长马特·汉考克说，英国国家医疗服务体系正在英国各地建立冠状病毒疫苗接种中心，为任何获得批准的疫苗接种做准备。;-;英国卫生大臣马特·汉考克表示，NHS正在英国各地建立冠状病毒疫苗接种中心，为任何获得批准的疫苗接种做准备。;-;卫生大臣马特·汉考克表示，NHS正在英国各地建立冠状病毒疫苗接种中心，为任何疫苗获得批准做准备。;-;1-2;1x3;2x3
It will not be released for use until it passes final safety tests and gets the go-ahead from the Medicines and Healthcare products Regulatory Agency .;-;在通过最终安全测试并获得药品和保健品管理局的批准之前，它不会被放行使用。;-;在通过最终安全测试并获得药品和保健产品监管机构的批准之前，它不会被释放使用。;-;在通过最终安全测试并获得药品和保健产品监管机构的批准之前，它不会被释放使用。;-;1-2;1-3;2-3
Mass testing is being touted as a way of getting us much closer to a normal life and even of avoiding lockdowns in the future .;-;大规模测试被吹捧为一种让我们更接近正常生活甚至避免未来封锁的方式。;-;大规模测试被吹捧为让我们更接近正常生活甚至避免未来封锁的一种方式。;-;大规模检测被吹捧为一种让我们更接近正常生活的方式，甚至避免了未来的封锁。;-;1-2;1-3;2-3
The EU started to co-ordinate the purchasing of personal protective equipment ( PPE ) , testing kits and ventilators in February .;-;欧盟从2月份开始协调个人防护设备、测试套件和呼吸机的采购。;-;欧盟于2月开始协调购买个人防护设备、检测试剂盒和呼吸机。;-;欧盟于2月开始协调个人防护装备、检测试剂盒和呼吸机的采购。;-;1-2;1-3;2-3
We have also developed packaging and storage innovations to be used for purpose for the range of locations where we know vaccinations will take place .;-;我们还开发了包装和储存创新，用于我们知道将进行疫苗接种的一系列地点。;-;我们还开发了包装和存储创新，用于我们知道将进行疫苗接种的一系列地点。;-;我们还开发了包装和储存创新，用于我们知道将要进行疫苗接种的地点范围。;-;1-2;1-3;2-3
The relationship between source control and personal protection is likely complementary and possibly synergistic , so that individual benefit increases with increasing community mask use .;-;源头控制和个人保护之间的关系可能是互补的，也可能是协同的，因此个人利益随着社区口罩使用的增加而增加。;-;源头控制和个人防护之间的关系可能是互补的，也可能是协同的，因此个人利益随着社区口罩使用的增加而增加。;-;源头控制与个人防护之间的关系可能是互补的，也可能是协同作用的，因此，随着社区口罩使用量的增加，个人利益也会增加。;-;1-2;1-3;2-3
Leaders in multiple states , including Nevada , Vermont and Illinois , have moved to ban antigen tests in nursing homes or limit their use .;-;包括内华达州、佛蒙特州和伊利诺伊州在内的多个州的领导人已采取行动，禁止在养老院进行抗原检测或限制其使用。;-;包括内华达州、佛蒙特州和伊利诺伊州在内的多个州的领导人已采取行动，禁止在疗养院进行抗原检测或限制其使用。;-;包括内华达州，佛蒙特州和伊利诺伊州在内的多个州的领导人已经采取行动，禁止在疗养院进行抗原检测或限制其使用。;-;1-2;1-3;2-3
It also means that elective surgeries are being put off for things like hip replacements , for cancer treatments or heart surgery in some cases .;-;这也意味着髋关节置换术、癌症治疗或心脏手术等选择性手术正在推迟。;-;这也意味着在某些情况下，髋关节置换术、癌症治疗或心脏手术等选择性手术被推迟。;-;这也意味着选择性手术在某些情况下被推迟用于髋关节置换术，癌症治疗或心脏手术等。;-;1-2;1-3;2-3
The concerns of state health officials were perhaps most evident in Nevada , where in early October the state banned antigen testing in nursing homes .;-;州卫生官员的担忧可能在内华达州最为明显，该州在10月初禁止在养老院进行抗原检测。;-;州卫生官员的担忧可能在内华达州最为明显，该州于10月初禁止在疗养院进行抗原检测。;-;州卫生官员的担忧在内华达州可能最为明显，该州在10月初禁止在养老院进行抗原检测。;-;1-2;1-3;2-3
Scotland 's health secretary has confirmed people will not be forced to take the Covid vaccine but she hopes most Scots will choose to do so .;-;苏格兰卫生部长证实，人们不会被迫接种新冠疫苗，但她希望大多数苏格兰人会选择接种。;-;苏格兰卫生部长已确认人们不会被迫接种Covid疫苗，但她希望大多数苏格兰人会选择这样做。;-;苏格兰卫生部长证实，人们不会被迫接种Covid疫苗，但她希望大多数苏格兰人会选择这样做。;-;1x2;1x3;2-3
I probably met more people and engaged in more discussions about the future of healthcare in China in one year than during the entire prior quarter .;-;我可能在一年内会见了更多的人，并就中国医疗保健的未来进行了更多的讨论，比上一季度的整个时间都要多。;-;与上一季度相比，我可能在一年内遇到了更多的人，并参与了更多关于中国医疗保健未来的讨论。;-;与上一季度相比，我可能在一年内遇到了更多的人，并参与了更多关于中国医疗保健未来的讨论。;-;1x2;1x3;2x3
He says cats and dogs have provided companionship for their owners during home quarantines and he urges owners not to abandon their pets under any circumstances .;-;他说，猫和狗在家庭隔离期间为主人提供了陪伴，他敦促主人在任何情况下都不要抛弃宠物。;-;他说，猫和狗在家庭隔离期间为主人提供了陪伴，他敦促主人在任何情况下都不要遗弃宠物。;-;他说，猫和狗在家庭隔离期间为主人提供了陪伴，他敦促主人在任何情况下都不要抛弃他们的宠物。;-;1-2;1-3;2-3
Those living under level four restrictions would be advised to avoid any unnecessary travel out of the area , and to keep journeys within the area to an absolute minimum .;-;居住在四级限制之下的居民将被建议避免任何不必要的出行，并将该区域内的出行保持在绝对最低水平。;-;建议生活在四级限制下的人避免任何不必要的离开该地区的旅行，并将该地区内的旅行保持在最低限度。;-;建议那些生活在四级限制下的人避免任何不必要的旅行离开该地区，并将该地区内的旅程保持在绝对最低限度。;-;1x2;1x3;2-3
Any vaccines which are determined for use will undergo a vigorous series of safety checks , they will be absolutely safe for the public to use .;-;任何确定使用的疫苗都将经过一系列严格的安全检查，公众使用这些疫苗绝对安全。;-;任何确定使用的疫苗都将经过一系列严格的安全检查，对公众使用是绝对安全的。;-;任何被确定使用的疫苗都将经过一系列严格的安全检查，它们对公众使用绝对安全。;-;1-2;1-3;2-3
Until and unless mass vaccination can happen , society needs to use the other weapons at its disposal to fight the virus and stop the spread .;-;除非大规模接种疫苗，否则社会需要使用其他可以使用的武器来抗击病毒并阻止传播。;-;除非大规模疫苗接种可以发生，否则社会需要使用其他可用的武器来对抗病毒并阻止传播。;-;除非能够大规模接种疫苗，否则社会需要使用其他武器来对抗病毒并阻止传播。;-;1-2;1-3;2-3
Regular , even daily , testing in a hospital or care home could prevent an outbreak among people who are at the highest risk of Covid-19 .;-;2019冠状病毒疾病的高危人群，即使在医院或护理院进行常规的，甚至每天的检测也能预防其发生。;-;定期甚至每天在医院或疗养院进行检测可以防止在Covid-19风险最高的人群中爆发。;-;在医院或养老院进行定期甚至每天的检测可以防止Covid-19风险最高的人群中爆发。;-;1x2;1x3;2-3
New coronavirus daily cases in the United States hit another record high Wednesday , with 140543 reported and more expected before the end of the day .;-;周三，美国每日新增冠状病毒病例再创新高，报告病例140543例，预计在当天结束前将有更多病例报告。;-;周三，美国每日新增冠状病毒病例再创新高，报告了140543例，预计当天结束前还会有更多病例。;-;美国每日新增冠状病毒病例周三创下历史新高，报告140543，预计在当天结束前将有更多病例。;-;1-2;1-3;2-3
All over the country , many hospitals are already at their breaking point , with overwhelmed and overworked staff members and a continuing surge of patients .;-;在全国各地，许多医院已经处于崩溃的边缘，工作人员超负荷工作，病人持续激增。;-;在全国范围内，许多医院已经处于崩溃的边缘，工作人员不堪重负，工作过度，患者持续激增。;-;在全国各地，许多医院已经处于崩溃的边缘，工作人员不堪重负，工作过度，患者持续激增。;-;1-2;1-3;2-3
The report said since the start of the pandemic adverse trends in poverty , education , employment and mental health for children and young people had worsened .;-;报告说，自大流行开始以来，儿童和年轻人在贫困、教育、就业和心理健康方面的不利趋势有所恶化。;-;报告称，自大流行开始以来，儿童和年轻人在贫困、教育、就业和心理健康方面的不利趋势已经恶化。;-;该报告称，自大流行开始以来，儿童和年轻人在贫困，教育，就业和心理健康方面的不利趋势已经恶化。;-;1-2;1-3;2-3
The hope is this can be used to stamp out an outbreak , by getting everyone who tests positive to isolate , without turning to strict restrictions .;-;希望通过让所有检测呈阳性的人进行隔离，而不必求助于严格的限制，这可以用来消灭疫情。;-;希望这可以用来阻止疫情的爆发，让所有检测呈阳性的人都被隔离，而无需采取严格的限制措施。;-;希望这可以用来消除疫情，让每个检测呈阳性的人隔离，而不求助于严格的限制。;-;1x2;1x3;2x3
The greenlight has given the drug a market entry into Kuwait , gaining a foothold for the company to further explore the Middle East market .;-;绿灯使该药物进入科威特市场，为该公司进一步开拓中东市场赢得了立足点。;-;开绿灯使该药进入科威特市场，为公司进一步开拓中东市场奠定了基础。;-;绿灯使该药物进入科威特市场，为该公司进一步开拓中东市场赢得了立足点。;-;1x2;1-3;2x3
In case of detecting suspect COVID patients , we are going to activate all the protection procedures for our staff and transport the potentially ill persons to hospital .;-;如果发现疑似新冠病毒患者，我们将启动所有员工保护程序，并将潜在患者送往医院。;-;如果发现疑似COVID患者，我们将为我们的工作人员启动所有保护程序，并将潜在患者送往医院。;-;如果发现疑似COVID患者，我们将为员工启动所有保护程序，并将潜在患者运送到医院。;-;1-2;1-3;2-3
Keyhole surgery can allow complicated procedures to be carried out with just a few access cuts , helping to reduce patient recovery times and potential risk of infection .;-;锁孔手术可以让复杂的手术只需几道切口就可以进行，有助于减少患者康复时间和潜在感染风险。;-;锁孔手术只需少量切入即可进行复杂的手术，有助于减少患者的康复时间和潜在的感染风险。;-;锁孔手术只需几个通道即可进行复杂的手术，有助于减少患者的恢复时间和潜在的感染风险。;-;1x2;1x3;2x3
Many people do not know how to eat in a healthy way , and our goal is to enhance tumor patients ' quality of life and extend their life expectancy .;-;许多人不知道如何健康饮食，我们的目标是提高肿瘤患者的生活质量，延长他们的预期寿命。;-;许多人不知道如何健康饮食，而我们的目标是提高肿瘤患者的生活质量，延长他们的预期寿命。;-;很多人不知道如何以健康的方式进食，我们的目标是提高肿瘤患者的生活质量，延长他们的预期寿命。;-;1-2;1-3;2-3
A 14-year-old transgender boy is starting legal proceedings against NHS England over delays to gender reassignment treatment .;-;一名14岁的跨性别男孩因性别重新分配治疗延迟而对英国国家医疗服务体系提起法律诉讼。;-;一名14岁的跨性别男孩正在开始对NHSEngland提起法律诉讼，原因是延误了性别重新分配治疗。;-;一名14岁的跨性别男孩正在对英国NHS提起法律诉讼，原因是延迟了性别重新分配治疗。;-;1-2;1-3;2-3
The Word Health Organization warns wealthier nations against buying up stocks of vaccines .;-;世界卫生组织警告富裕国家不要购买疫苗储备。;-;世界卫生组织警告较富裕的国家不要购买疫苗库存。;-;WordHealthOrganization警告较富裕的国家不要购买疫苗库存。;-;1-2;1-3;2-3
While the number of deaths recorded is higher than previous days , there is often an increase at the beginning of the week due to delays in weekend reporting .;-;虽然记录的死亡人数高于前几天，但由于周末报告的延迟，本周初的死亡人数往往有所增加。;-;虽然记录的死亡人数高于前几天，但由于周末报告的延迟，通常会在一周开始时增加。;-;虽然记录的死亡人数高于前几天，但由于周末报告的延迟，本周初通常会增加。;-;1-2;1-3;2-3
HHS bought millions of rapid tests to distribute to nursing homes as the federal government imposed new mandates for the facilities to test staffers at least once a month .;-;由于联邦政府强制要求养老院每月至少对工作人员进行一次检测，卫生和公众服务部购买了数百万份快速检测，分发给养老院。;-;HHS购买了数百万份快速测试，分发给疗养院，因为联邦政府对这些设施强制要求每月至少对工作人员进行一次测试。;-;HHS购买了数百万个快速测试，分发给养老院，因为联邦政府对设施实施了新的要求，要求他们每月至少对工作人员进行一次测试。;-;1-2;1-3;2-3
The results are only representative of nine marine corps recruit classes and more research is needed to determine whether similar findings would emerge among other groups of young adults .;-;研究结果仅代表了九个海军陆战队新兵班级，需要进行更多研究，以确定是否会在其他年轻人群体中出现类似的发现。;-;结果仅代表九个海军陆战队新兵班级，需要更多的研究来确定其他年轻人群体中是否会出现类似的发现。;-;这些结果仅代表了九个海军陆战队新兵班，需要更多的研究来确定其他年轻人群体中是否会出现类似的发现。;-;1-2;1-3;2-3
The world 's poorest and most vulnerable must not be " trampled in the stampede " for Covid-19 vaccines , the head of the World Health Organization has warned .;-;世界卫生组织的负责人警告说，世界上最贫穷和最脆弱的人不应该被“踩踏”。;-;世界卫生组织负责人警告说，世界上最贫穷和最脆弱的人决不能因为Covid-19疫苗而“踩踏”。;-;世界卫生组织负责人警告说，世界上最贫穷和最脆弱的人绝不能在Covid-19疫苗的踩踏事件中被"践踏"。;-;1x2;1x3;2x3
Sun says cat owners should create some quiet corner or cat climber to give their cats a choice when they want to be alone and try not to disturb them .;-;孙说，猫主人应该创造一些安静的角落或猫攀爬者，让他们的猫在想独处时有选择，尽量不要打扰他们。;-;孙说，猫主人应该创造一个安静的角落或猫爬架，让他们的猫在想独处时有选择，尽量不要打扰它们。;-;孙说，猫主人应该创造一些安静的角落或猫爬坡者，让他们的猫在想要独处时有一个选择，尽量不要打扰他们。;-;1x2;1x3;2x3
Wearing a mask can help protect you , not just those around you , from coronavirus transmission , the Centers for Disease Control and Prevention said in new guidance Tuesday .;-;疾病控制和预防中心周二在新的指导意见中表示，戴口罩可以帮助保护你，而不仅仅是你周围的人，免受冠状病毒传播。;-;美国疾病控制与预防中心周二在新指南中表示，戴口罩可以帮助保护您，而不仅仅是您周围的人，免受冠状病毒传播。;-;戴口罩可以帮助保护你，而不仅仅是你周围的人，免受冠状病毒传播，疾病控制和预防中心周二在新指南中说。;-;1-2;1-3;2-3
It means there needs to be detection and monitoring techniques and prevention measures including plant quarantine and studies of its natural enemies to prevent further spread of new invasive insect pests .;-;这意味着需要检测和监测技术以及预防措施，包括植物检疫和对其天敌的研究，以防止新的入侵性害虫的进一步传播。;-;这意味着需要有检测和监测技术和预防措施，包括植物检疫和对其天敌的研究，以防止新的入侵昆虫害虫的进一步传播。;-;这意味着需要有检测和监测技术和预防措施，包括植物检疫和研究其天敌，以防止新的入侵性害虫的进一步传播。;-;1-2;1-3;2-3
China is a country that is in most jeopardy from invasive alien species-ones that are introduced , accidentally or intentionally , outside of their natural geographic range and which become problematic .;-;中国是一个最容易受到外来入侵物种威胁的国家，这些外来入侵物种是意外或有意引入的，超出了它们的自然地理范围，并成为问题。;-;中国是一个最容易受到外来入侵物种威胁的国家——这些外来物种被意外或有意引入到其自然地理范围之外，并成为问题。;-;中国是一个受到外来入侵物种危害最大的国家，这些物种被意外或有意地引入其自然地理范围之外，并变得有问题。;-;1-2;1-3;2-3
