origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
The GDI , calling for genuine cooperation and common action , comes at an appropriate time , said Ebrima Sall , executive director of TrustAfrica .;-;TrustAfrica执行董事埃布里玛·索尔表示，GDI呼吁真正的合作和共同行动，是在适当的时候到来的。;-;TrustAfrica执行董事EbrimaSall表示，GDI呼吁真正的合作和共同行动，来得正是时候。;-;GDI呼吁真正的合作和共同行动，在适当的时候到来，TrustAfrica执行董事EbrimaSall说。;-;1x2;1-3;2x3
Shao Yu , chief economist at Orient Securities , said the falling foreign holdings of US Treasuries have pointed to investors ' growing concerns over debt risks in the US and the credibility of the US government .;-;东方证券首席经济学家邵宇表示，外国投资者对美国国债持有量的下降表明，投资者对美国债务风险和美国政府信誉的担忧日益加剧。;-;东方证券首席经济学家邵宇表示，外国持有美国国债的减少表明投资者对美国债务风险和美国政府信誉的担忧日益增加。;-;东方证券首席经济学家邵宇表示，外国持有的美国国债数量下降，表明投资者对美国债务风险和美国政府信誉的担忧日益加剧。;-;1-2;1-3;2-3
Lula , 76 , who served as Brazilian president from 2003 to 2010 , will contest in the presidential election on Oct. 2 , and his major rivals include incumbent President Jair Bolsonaro , who is seeking a second term .;-;现年76岁的卢拉从2003年至2010年担任巴西总统，他将参加10月2日的总统选举，他的主要竞争对手包括正在寻求连任的现任总统贾伊尔·波索纳罗。;-;现年76岁的卢拉曾于2003年至2010年担任巴西总统，他将参加10月2日的总统大选，他的主要竞争对手包括正在寻求连任的现任总统博尔索纳罗。;-;现年76岁的卢拉在2003年至2010年期间担任巴西总统，他将参加10月2日的总统大选，他的主要竞争对手包括正在寻求连任的现任总统雅伊尔·博尔索纳罗。;-;1-2;1-3;2-3
In the four years since , the village has made more than 18 million yuan , with profits in excess of 1.5 million yuan , causing annual incomes to increase by some 1,000 yuan .;-;四年来，该村实现收入1800多万元，利润超过150万元，年收入增加约1000元。;-;四年来，全村收入超过1800万元，利润超过150万元，年增收约1000元。;-;四年来，全村收入超过1800万元，利润超过150万元，年收入增加1000元左右。;-;1-2;1-3;2-3
He stressed that African countries attach importance to shared development and believe that development is a fundamental human right .;-;他强调，非洲国家重视共同发展，认为发展是一项基本人权。;-;他强调，非洲国家重视共同发展，认为发展是一项基本人权。;-;他强调，非洲国家重视共同发展，认为发展是一项基本人权。;-;1-2;1-3;2-3
Yet after the absence of foreign tourists for more than two years , the recovery remains slow .;-;然而，在两年多没有外国游客之后，复苏仍然缓慢。;-;然而，在两年多没有外国游客的情况下，复苏仍然缓慢。;-;然而，在外国游客缺席两年多之后，复苏仍然缓慢。;-;1-2;1-3;2-3
The stunning sight inside the cave shows a dramatic array of stalagmites and stalactites covered in vibrant greens , yellows and reds .;-;洞内令人叹为观止的景色展现了一系列引人注目的石笋和钟乳石，覆盖着生机勃勃的绿色、黄色和红色。;-;洞穴内的壮丽景色展示了一系列引人注目的石笋和钟乳石，覆盖着充满活力的绿色、黄色和红色。;-;洞穴内的迷人景象展示了一系列戏剧性的石笋和钟乳石，上面覆盖着充满活力的绿色，黄色和红色。;-;1x2;1x3;2x3
While radical tightening in the US has ignited worries among investors , China has adhered to a stable monetary policy .;-;虽然美国的大幅紧缩引发了投资者的担忧，但中国坚持了稳定的货币政策。;-;尽管美国的激进紧缩政策引发了投资者的担忧，但中国一直坚持稳定的货币政策。;-;虽然美国的激进紧缩政策引发了投资者的担忧，但中国一直坚持稳定的货币政策。;-;1-2;1-3;2-3
For seven years , young Party members have moved to villages from cities and from different levels of government .;-;七年来，年轻党员从城市和各级政府转移到农村。;-;七年来，青年党员从城市和各级政府下乡。;-;七年来，年轻的党员从城市和各级政府搬到农村。;-;1x2;1-3;2x3
Despite the significant progress China has made in energy conservation , an expert has called for even greater endeavors toward major climate action , considering its comparatively low cost in reducing carbon emissions .;-;尽管中国在节能方面取得了重大进展，但一位专家呼吁，考虑到中国在减少碳排放方面的成本相对较低，中国应加大对重大气候行动的努力。;-;尽管中国在节能方面取得了重大进展，但一位专家呼吁在重大气候行动方面做出更大努力，因为其减少碳排放的成本相对较低。;-;尽管中国在节能方面取得了重大进展，但考虑到其在减少碳排放方面相对较低的成本，一位专家呼吁在重大气候行动方面做出更大的努力。;-;1-2;1-3;2-3
Guangdong police have vowed to continue to advance cooperation and exchanges with counterparts from the Hong Kong and Macao special administrative regions to intensify efforts to crack down on illegal border crossing and smuggling .;-;广东警方表示，将继续加强与香港特别行政区和澳门特别行政区有关部门的合作与交流，加大打击非法越境和走私的力度。;-;广东警方表示，将继续推进与香港、澳门特别行政区相关部门的合作交流，加大打击非法越境和走私的力度。;-;广东警方誓言要继续推进与港澳特别行政区对口单位的合作与交流，加大打击非法越境走私力度。;-;1-2;1-3;2-3
Zhou said China is truly committed to supporting Africa 's development and revitalization , and has always been dedicated to easing Africa 's debt pressures .;-;周说，中国确实致力于支持非洲的发展和振兴，并一直致力于缓解非洲的债务压力。;-;周说，中国真正致力于支持非洲的发展振兴，始终致力于缓解非洲的债务压力。;-;周小川说，中国真正致力于支持非洲的发展和振兴，始终致力于缓解非洲的债务压力。;-;1-2;1x3;2x3
He pledged enhanced efforts from the administration to ramp up precise monitoring and more contributions to disaster prevention and mitigation in the country .;-;他承诺，政府将加大力度，加强精确监测，并为该国的防灾减灾工作做出更多贡献。;-;他承诺政府将加大力度，加强精准监测，为该国的防灾减灾做出更多贡献。;-;他承诺政府加大力度，加强精确监测，为该国的防灾减灾做出更多贡献。;-;1-2;1-3;2-3
Liu noted the great importance the ministry has attached to coal production , water conservancy , oil and gas pipelines , and railways as key sectors .;-;刘表示，铁道部高度重视煤炭生产、水利、油气管道、铁路等重点行业。;-;刘表示，该部高度重视煤炭生产、水利、油气管道、铁路等重点领域。;-;刘晓波指出，教育部高度重视煤炭生产、水利、油气管道、铁路等重点行业。;-;1-2;1x3;2x3
" It 's great that the government organized these swimming training programs , which could ensure the safety of students , " Hu added .;-;胡补充道：“很高兴政府组织了这些游泳训练项目，这可以确保学生的安全。”。;-;“很高兴政府组织了这些游泳培训项目，这可以确保学生的安全，”胡补充说。;-;“政府组织这些游泳培训计划真是太好了，这可以确保学生的安全，”胡补充说。;-;1-2;1x3;2x3
Yonas Adaye Adeto , commissioner of the Ethiopian National Dialogue Commission , said the GDI could strengthen unity to ensure the realization of human rights .;-;埃塞俄比亚全国对话委员会委员YonasAdayeAdeto表示，GDI可以加强团结，确保人权的实现。;-;埃塞俄比亚全国对话委员会委员约纳斯·阿达耶·阿德托表示，GDI可以加强团结，确保实现人权。;-;埃塞俄比亚全国对话委员会委员YonasAdayeAdeto表示，GDI可以加强团结，确保人权的实现。;-;1-2;1-3;2-3
Japan , the leading holder of US debt , held $ 1.2128 trillion in US Treasury securities as at the end of May , the third straight month of decline and compared with $ 1.2185 trillion in April .;-;截至5月底，美国国债的主要持有人日本持有1.2128万亿美元的美国国债，这是连续第三个月下跌，而4月份为1.2185万亿美元。;-;截至5月底，美国国债的主要持有者日本持有1.2128万亿美元的美国国债，连续第三个月下降，而4月份为1.2185亿美元。;-;日本是美国债务的主要持有者，截至5月底持有1.2128万亿美元的美国国债，这是连续第三个月下跌，而4月份为1.2185万亿美元。;-;1-2;1-3;2-3
The United States remains the nation worst hit by the pandemic , with the world 's most cases and deaths .;-;美国仍然是受疫情影响最严重的国家，是世界上病例和死亡人数最多的国家。;-;美国仍然是受疫情影响最严重的国家，是世界上病例和死亡人数最多的国家。;-;美国仍然是受大流行影响最严重的国家，是世界上病例和死亡人数最多的国家。;-;1-2;1-3;2-3
On Wednesday , the mainland reported 148 locally transmitted , confirmed infections and 678 asymptomatic cases , compared with 108 and 827 respectively for the previous day .;-;周三，大陆报告了148例本地传播的确诊感染病例和678例无症状病例，而前一天分别为108例和827例。;-;周三，内地报告了148例本地传播、确诊感染和678例无症状感染者，而前一天分别为108例和827例。;-;周三，大陆报告了148例本地传播，确诊感染和678例无症状病例，而前一天分别为108例和827例。;-;1-2;1-3;2-3
The two agreed on joint efforts to promote practical cooperation in the field of the economy and trade , and to jointly cope with the challenges facing the global economy , Xinhua News Agency reported .;-;据新华社报道，双方同意共同努力，推动经贸领域务实合作，共同应对全球经济面临的挑战。;-;据新华社报道，两国同意共同推动经贸领域务实合作，共同应对全球经济面临的挑战。;-;据新华社报道，双方同意共同努力，促进经贸领域的务实合作，共同应对全球经济面临的挑战。;-;1-2;1-3;2-3
Various forms of evidence including trial recordings , documents and archives reveal bacterial development , human experiments and germ warfare committed by Unit 731 , a Japanese biological and chemical warfare unit during World War II .;-;各种形式的证据，包括审判记录、文件和档案，揭示了第二次世界大战期间日本生物和化学战部队731部队的细菌发育、人体实验和细菌战。;-;包括审判记录、文件和档案在内的各种形式的证据揭示了二战期间日本生物和化学战部队731部队所犯下的细菌发展、人体实验和细菌战。;-;各种形式的证据，包括试验记录，文件和档案，揭示了日本生物和化学战部队731部队在第二次世界大战期间犯下的细菌发展，人体实验和细菌战。;-;1-2;1x3;2x3
Malaysia ratified the agreement in March , and with the RCEP opening up more markets for exports , Hafidzi said the Malaysian government should introduce programs that can boost export competitiveness .;-;马来西亚在3月份批准了该协议，随着RCEP为出口打开了更多的市场，哈菲兹说，马来西亚政府应该推出能够提高出口竞争力的项目。;-;马来西亚在3月批准了该协议，随着RCEP为出口开放更多市场，哈菲兹表示，马来西亚政府应该推出能够提高出口竞争力的计划。;-;马来西亚于3月批准了该协议，随着RCEP为出口开辟了更多市场，Hafidzi表示，马来西亚政府应该引入可以提高出口竞争力的计划。;-;1-2;1-3;2-3
Exports to these countries increased by 11.1 percent , while imports from them rose by 3.2 percent , the data shows .;-;数据显示，对这些国家的出口增长了11.1%，而进口增长了3.2%。;-;数据显示，对这些国家的出口增长了11.1%，而来自这些国家的进口增长了3.2%。;-;数据显示，对这些国家的出口增长了11.1%，而从这些国家的进口增长了3.2%。;-;1-2;1-3;2-3
Japan is seeing a coronavirus spike like never before with no end in sight , but the government is unlikely to reintroduce restriction measures this time .;-;日本正经历前所未有的冠状病毒高峰，而且没有结束的迹象，但政府这次不太可能重新采取限制措施。;-;日本正看到前所未有的冠状病毒激增，而且看不到尽头，但政府这次不太可能重新引入限制措施。;-;日本正在看到前所未有的冠状病毒飙升，看不到尽头，但政府这次不太可能重新引入限制措施。;-;1x2;1x3;2-3
Police in Yangjiang in western Guangdong also detained 148 suspected gang members and stowaways after intercepting a similar case in its waters at the end of May .;-;五月底，广东省阳江市警方在其水域截获了一起类似案件，随后拘留了148名犯罪嫌疑人和偷渡者。;-;5月底，广东西部阳江警方在其海域截获类似案件后，还拘留了148名涉嫌团伙成员和偷渡者。;-;5月底，广东西部阳江警方还拘留了148名涉嫌帮派成员和偷渡者，此前他们在该国水域截获了一起类似案件。;-;1x2;1x3;2-3
Some criminal gangs that used to be active in the province have been busted , he said .;-;他说，过去活跃在该省的一些犯罪团伙已经被捣毁。;-;他说，一些曾经在该省活跃的犯罪团伙已经被捣毁。;-;他说，一些曾经在该省活跃的犯罪团伙已被捣毁。;-;1-2;1-3;2-3
" The increase was driven by rising fuel and food prices ; these were only slightly off set by falling secondhand car prices , " ONS chief economist Grant Fitzner said .;-;国家统计局首席经济学家格兰特·菲茨纳表示：“油价上涨是由燃料和食品价格上涨推动的；二手车价格下跌只是略微抵消了这一影响。”。;-;“这一增长是由燃料和食品价格上涨推动的；二手车价格下跌只是略微抵消了这些因素，”ONS首席经济学家格兰特·菲茨纳说。;-;“燃料和粮食价格上涨推动了这一增长。这些只是略微偏离了二手车价格的下跌，“ONS首席经济学家格兰特菲茨纳说。;-;1-2;1x3;2x3
Fu also pointed out CCUS － carbon capture , utilization and storage － as another major solution to reduce emissions , as improving energy efficiency has its limits .;-;傅还指出，碳捕获、利用和储存是减少排放的另一个主要解决方案，因为提高能源效率有其局限性。;-;傅还指出，CCUS——碳捕获、利用和储存——是减少排放的另一个主要解决方案，因为提高能源效率有其局限性。;-;傅还指出，CCUS-碳捕获，利用和储存-是减少排放的另一个主要解决方案，因为提高能源效率有其局限性。;-;1-2;1-3;2-3
Both technology upgrades and tailored institutional reforms are needed to address the problem , he noted .;-;他指出，解决这一问题需要技术升级和量身定制的体制改革。;-;他指出，解决这个问题既需要技术升级，也需要有针对性的制度改革。;-;他指出，需要技术升级和有针对性的机构改革来解决这个问题。;-;1x2;1x3;2x3
The director of the district 's ethnic and religious bureau was dismissed , while the director and one of the deputy directors of the city 's ethnic and religious bureau also received punishments .;-;该区民族宗教局局长被解职，该市民族宗教局的局长和一名副局长也受到了处罚。;-;区民族宗教局局长被免职，市民族宗教局局长、副局长之一也受到处罚。;-;该区民族宗教局局长被免职，而该市民族宗教局局长和一名副局长也受到处罚。;-;1-2;1-3;2-3
Rewards for tips about illegal border crossing and smuggling cases have been raised from 200,000 yuan to 500,000 yuan , Liu said .;-;刘说，对非法越境和走私案件的举报奖励已从20万元提高到50万元。;-;刘说，非法越境和走私案件的提示奖励已从20万元提高到50万元。;-;刘说，对非法越境和走私案件的提示的奖励已从20万元提高到50万元。;-;1-2;1-3;2-3
The country will " endeavor to reduce disaster hazards to the upmost " with a new goal to limit deaths to no more than 1 person per million , Chen said in a news conference .;-;陈在新闻发布会上说，中国将“努力最大限度地减少灾害危害”，并制定一个新的目标，将死亡人数控制在每百万人不超过1人。;-;陈在新闻发布会上说，国家将“努力最大限度地减少灾害危害”，新的目标是将死亡人数限制在每百万人不超过1人。;-;陈在新闻发布会上说，该国将“努力将灾害危害减少到最高”，其新目标是将死亡人数限制在每百万人不超过1人。;-;1-2;1x3;2x3
In June , the ministry published a notification on better serving environmental impact assessments for major projects , urging environmental authorities of different levels to offer support , he continued .;-;他继续说，今年6月，环保部发布了一份关于更好地为重大项目服务环境影响评估的通知，敦促各级环保部门提供支持。;-;6月，环保部印发《关于做好重大项目环评服务工作的通知》，要求各级环保部门给予支持。;-;他续说，6月，该部发布了关于更好地为重大项目提供环境影响评估的通知，敦促各级环境部门提供支持。;-;1x2;1x3;2x3
Liu also highlighted efforts the ministry has made to ensure the quality of the assessment 's examination and approval .;-;刘还强调了铁道部为确保评估审批质量所做的努力。;-;刘还强调了该部为确保评估审批质量所做的努力。;-;刘还强调了该部为确保评估审批质量所做的努力。;-;1-2;1-3;2-3
The London Fire Brigade said there had been " a huge surge " in fires across the capital , with some residents evacuated from their homes as wildfires broke out due to the intense heat , Sky News reported .;-;据《天空新闻》报道，伦敦消防队表示，由于酷热引发野火，首都各地的火灾“激增”，一些居民从家中疏散。;-;据天空新闻报道，伦敦消防队表示，整个首都的火灾“激增”，一些居民从家中撤离，因为酷热导致野火爆发。;-;据天空新闻报道，伦敦消防队表示，整个首都的火灾“大幅激增”，由于高温导致野火爆发，一些居民从家中撤离。;-;1-2;1-3;2-3
He made the remarks in a congratulatory letter to the World Youth Development Forum , which is being held from Thursday to Saturday .;-;他在致世界青年发展论坛的贺信中说了这番话。该论坛将于周四至周六举行。;-;他在致周四至周六举行的世界青年发展论坛的贺信中发表了上述讲话。;-;他在周四至周六举行的世界青年发展论坛的贺信中发表了上述言论。;-;1x2;1x3;2-3
The working group will guide rescue work and accident investigations , said the ministry , adding that national rescue teams and local firefighting teams have been dispatched to aid rescue operations .;-;该工作组将指导救援工作和事故调查，该部说，并补充说，国家救援队和地方消防队已被派遣来协助救援行动。;-;该工作组将指导救援工作和事故调查，并补充说，国家救援队和地方消防队已被派往协助救援行动。;-;该部表示，该工作组将指导救援工作和事故调查，并补充说，国家救援队和当地消防队已被派遣协助救援行动。;-;1-2;1-3;2-3
" You can not help but wonder : How can such a ridiculous incident happen in the city that bore so much pain and shed so many tears in history ? ";-;“你不禁要问：在这个历史上承受如此多痛苦、流下如此多眼泪的城市，怎么会发生如此荒谬的事件？”;-;“你不禁要问：在这座历史上承受了如此多痛苦、流下如此多泪水的城市，怎么会发生如此荒谬的事件？”;-;“你不禁要问：在历史上承受着如此多痛苦、流下那么多眼泪的城市里，怎么会发生这么一件可笑的事件？”;-;1-2;1-3;2-3
The majestic karst cave is 257.4 kilometers in length , ranks fifth in the world and first in Asia and also earns its name as Asia 's longest cave .;-;雄伟的溶洞全长257.4公里，居世界第五位，亚洲第一，是亚洲最长的溶洞。;-;雄伟的溶洞全长257.4公里，居世界第五、亚洲第一，被誉为亚洲最长的溶洞。;-;雄伟的喀斯特洞穴长257.4公里，世界排名第五，亚洲第一，也成为亚洲最长的洞穴。;-;1-2;1x3;2x3
