origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
I was really looking forward to competing this week but will do everything I can to return as quickly as possible .;-;我真的很期待本周的比赛，但我会尽我所能尽快回来。;-;我真的很期待这周的比赛，但我会尽我所能尽快回来。;-;我真的很期待本周的比赛，但我会尽我所能尽快回来。;-;1-2;1-3;2-3
On Saturday night after driving back from Houston , I started feeling a bit of a sore throat and a cough .;-;周六晚上从休斯顿开车回来后，我开始感觉喉咙痛和咳嗽。;-;周六晚上从休斯顿开车回来后，我开始感到喉咙痛和咳嗽。;-;周六晚上，从休斯敦开车回来后，我开始感到喉咙痛和咳嗽。;-;1-2;1-3;2-3
He performed really well in the past camp , so that is a blow but we have got strength in depth .;-;他在过去的训练营表现非常好，这是一个打击，但我们在深度上有力量。;-;他在过去的训练营中表现得非常好，所以这是一个打击，但我们在深度上有了力量。;-;他在过去的训练营中表现得非常好，所以这是一个打击，但我们在深度上有实力。;-;1-2;1-3;2-3
We just carry on and focus on the next game , the next competition and that 's what we are doing .;-;我们只是继续关注下一场比赛，下一场比赛，这就是我们正在做的。;-;我们只是继续并专注于下一场比赛，下一场比赛，这就是我们正在做的事情。;-;我们只是继续前进，专注于下一场比赛，下一场比赛，这就是我们正在做的事情。;-;1x2;1x3;2-3
She will for the first time in February at a training camp where the initial squad will start to be cut .;-;今年2月，她将首次参加一个训练营，那里将开始削减最初的阵容。;-;她将在二月份第一次参加一个训练营，最初的阵容将开始被削减。;-;她将在二月份第一次参加训练营，那里的初始阵容将开始削减。;-;1-2;1-3;2-3
Your wedding is one of the most important days .;-;你的婚礼是最重要的日子之一。;-;你的婚礼是最重要的日子之一。;-;您的婚礼是最重要的日子之一。;-;1-2;1-3;2-3
I really just had to self-motivate a lot out there because it was a lonely , very quiet run without spectators .;-;我真的需要自我激励，因为这是一场孤独的、非常安静的比赛，没有观众。;-;我真的不得不在外面进行很多自我激励，因为这是一场没有观众的孤独、非常安静的跑步。;-;我真的只需要自我激励，因为这是一场孤独，非常安静的跑步，没有观众。;-;1x2;1x3;2x3
Tears welled in his eyes as the emotion bubbled up inside , but Jack Nicklaus knew he had to keep playing .;-;当情绪高涨时，他的眼里涌出了泪水，但杰克·尼克劳斯知道他必须继续比赛。;-;情绪在他心中涌出，泪水涌出眼眶，但杰克尼克劳斯知道他必须继续比赛。;-;当情绪在内心涌现时，眼泪在他的眼睛里涌出，但杰克·尼克劳斯知道他必须继续玩下去。;-;1x2;1x3;2x3
Daniil Medvedev had just won the biggest title of his career , the best victory of his life at the ATP Finals , but did not celebrate .;-;丹尼尔·梅德韦杰夫刚刚在ATP总决赛中赢得了他职业生涯中最大的冠军，这是他一生中最好的胜利，但他没有庆祝。;-;丹尼尔·梅德韦杰夫刚刚在ATP总决赛上赢得了他职业生涯中最大的冠军头衔，这是他一生中最好的胜利，但并没有庆祝。;-;丹尼尔·梅德韦杰夫刚刚赢得了他职业生涯中最大的冠军，这是他一生中在ATP总决赛上最好的胜利，但没有庆祝。;-;1-2;1-3;2-3
I think the dancing and singing classes he took recently have really given him a better understanding of music and artistic expression .;-;我认为他最近上的舞蹈和歌唱课确实让他对音乐和艺术表达有了更好的理解。;-;我认为他最近参加的舞蹈和唱歌课程确实让他对音乐和艺术表达有了更好的理解。;-;我认为他最近上过的舞蹈和歌唱课确实让他对音乐和艺术表达有了更好的理解。;-;1-2;1-3;2-3
With all the group and previous knockout matches played behind closed door , tickets for the final were in extremely hot demand;-;由于所有的小组赛和之前的淘汰赛都是闭门进行的，所以决赛的门票非常抢手;-;由于所有小组赛和之前的淘汰赛都是空场进行，决赛的门票需求非常旺盛;-;由于所有小组赛和之前的淘汰赛都是闭门进行的，决赛的门票需求量非常大。;-;1-2;1-3;2-3
He rented two houses for the week of the championship , moving between the two so nobody would know where he was .;-;他在冠军周租了两栋房子，在两栋房子之间移动，这样就没人知道他在哪里。;-;他在锦标赛的那一周租了两间房子，在两间房子之间移动，所以没人知道他在哪里。;-;他在锦标赛的一周租了两栋房子，在两者之间移动，所以没有人会知道他在哪里。;-;1x2;1x3;2-3
Salford announced that compensation has now been agreed between all parties and have started the recruitment process for a new head coach .;-;萨尔福德宣布，各方已就薪酬达成一致，并已开始招聘新主教练。;-;索尔福德宣布，各方现已就薪酬达成一致，并已开始招聘新主教练。;-;索尔福德宣布，各方现已就薪酬达成一致，并已开始招聘新主教练。;-;1-2;1-3;2-3
But Albon is not giving them that opportunity at the moment , and his future in the team hangs by a thread .;-;但是阿尔本目前没有给他们这个机会，他在球队中的未来岌岌可危。;-;但阿尔本目前并没有给他们这个机会，他在球队的未来也岌岌可危。;-;但阿尔邦目前并没有给他们这样的机会，他在球队中的未来悬而未决。;-;1-2;1x3;2x3
The horse received immediate veterinary care , however he was unable to be saved due to the nature of the injury sustained .;-;这匹马立即接受了兽医护理，但由于受伤的性质，他无法获救。;-;该驹立即接受兽医治疗，但由于受伤性质，未能获救。;-;这匹马立即接受了兽医护理，但由于所受伤害的性质，他无法获救。;-;1-2;1-3;2-3
I know his season was n't the easiest one , whereas I have to say my season has actually been going quite well .;-;我知道他的赛季并不轻松，但我不得不说我的赛季实际上进展得很好。;-;我知道他的赛季并不是最轻松的一个赛季，而我不得不说我的赛季实际上进行得很好。;-;我知道他的赛季不是最轻松的赛季，而我不得不说我的赛季实际上进展得相当顺利。;-;1x2;1x3;2-3
I just need an opportunity to become the best in the world , which I strongly believe that Matchroom is able to provide .;-;我只需要一个成为世界上最好的人的机会，我坚信Matchroom能够提供这个机会。;-;我只需要一个机会成为世界上最好的，我坚信Matchroom能够提供。;-;我只是需要一个成为世界上最好的机会，我坚信Matchroom能够提供。;-;1-2;1-3;2-3
The Champions League returns after a three-week break as we reach the business end of the group stages .;-;冠军联赛在三周的休息后回归，我们将进入小组赛的商业阶段。;-;随着我们进入小组赛阶段，冠军联赛在休息三周后回归。;-;欧冠联赛在休息三周后回归，因为我们进入了小组赛阶段的结束阶段。;-;1x2;1x3;2-3
The restrictions relating to Denmark have been implemented because of concerns over a new coronavirus strain .;-;由于对新冠状病毒株的担忧，丹麦实施了相关限制。;-;由于对新的冠状病毒株的担忧，与丹麦有关的限制已经实施。;-;由于担心新的冠状病毒株，已经实施了与丹麦有关的限制。;-;1-2;1-3;2-3
To his frustration , they talked about Patrick Mahomes ' arm rather than his decision making as if brawn somehow mattered more than brain .;-;令他沮丧的是，他们谈论的是帕特里克·马霍姆斯的手臂，而不是他的决策，似乎肌肉比大脑更重要。;-;令他沮丧的是，他们谈论的是帕特里克·马霍姆斯的手臂，而不是他的决策，好像肌肉在某种程度上比大脑更重要。;-;令他沮丧的是，他们谈论的是帕特里克·马霍姆斯的胳膊，而不是他的决策，好像肌肉比大脑更重要。;-;1-2;1-3;2-3
Everybody just talked about my arm instead of talking about how I was making the right decisions , going to the right place .;-;每个人都在谈论我的手臂，而不是谈论我如何做出正确的决定，去正确的地方。;-;每个人都在谈论我的手臂，而不是谈论我如何做出正确的决定，去正确的地方。;-;每个人都只是谈论我的胳膊，而不是谈论我如何做出正确的决定，去正确的地方。;-;1-2;1-3;2-3
But there is one Woods landmark McIlroy can emulate at the Masters , which was postponed until November because of the coronavirus pandemic .;-;但是，有一个里程碑式的事情麦克罗伊可以在大师赛上效仿，因为冠状病毒大流行，大师赛推迟到11月举行。;-;但是有一个伍兹里程碑式的麦克罗伊可以在美国大师赛上效仿，由于冠状病毒大流行，美国大师赛被推迟到了11月。;-;但是，麦克罗伊可以在大师赛上效仿一个伍兹的里程碑，由于冠状病毒大流行，大师赛被推迟到11月。;-;1x2;1x3;2x3
He says the initial few days were difficult to deal with as players adjusted to their new settings and suffered from jet lag .;-;他说，最初的几天很难应付，因为球员们适应了新的环境，并出现时差反应。;-;他说最初的几天很难应付，因为球员们适应了他们的新设置并遭受时差的困扰。;-;他说，最初的几天很难处理，因为球员们适应了他们的新设置，并遭受了时差反应。;-;1x2;1x3;2-3
The days were really , really odd because your sleep schedule is messed up and you 're out of contact with everyone else .;-;这几天真的很奇怪，因为你的睡眠计划被打乱了，你与其他人失去了联系。;-;这几天真的很奇怪，因为你的睡眠时间很乱，而且你和其他人失去了联系。;-;这些日子真的非常非常奇怪，因为你的睡眠时间表很混乱，你和其他人失去了联系。;-;1x2;1x3;2x3
For our players , for our fans and for everyone involved in table tennis , today is the day that gets our sport back .;-;对于我们的球员，对于我们的球迷，对于所有参与乒乓球运动的人来说，今天是我们的运动回归的日子。;-;对于我们的球员，对于我们的球迷以及所有参与乒乓球运动的人来说，今天是让我们的运动回归的日子。;-;对于我们的球员，我们的球迷和所有参与乒乓球的人来说，今天是让我们的运动恢复的日子。;-;1-2;1-3;2-3
China 's Ding Junhui says he can not see many young players from his country matching his success any time soon because they are not dedicated enough .;-;中国的丁俊晖说，他看不到很多来自中国的年轻球员很快就能与他的成功相匹敌，因为他们不够专注。;-;中国的丁俊晖说，他不能很快看到很多来自中国的年轻球员与他的成功相提并论，因为他们不够专注。;-;中国的丁俊晖说，他不可能很快看到很多来自中国的年轻球员能与他的成功相媲美，因为他们不够敬业。;-;1-2;1x3;2x3
I have already had a few calls with the tour 's medical team and appreciate all the support and encouragement they have given me .;-;我已经和巡演的医疗团队打了几个电话，感谢他们给我的支持和鼓励。;-;我已经与巡回赛的医疗团队打了几个电话，感谢他们给我的所有支持和鼓励。;-;我已经与巡回赛的医疗团队打了几个电话，并感谢他们给我的所有支持和鼓励。;-;1-2;1-3;2-3
The beauty of the fact that Lando streams online means fans see him in his bedroom and they have that close affiliation to him .;-;Landostreamsonline的美妙之处在于，粉丝们在他的卧室里看到了他，他们与他有着密切的联系。;-;兰多在线直播这一事实的美妙之处在于，粉丝们在他的卧室里看到了他，他们与他有着密切的联系。;-;兰多在线直播的美妙之处在于，粉丝们在他的卧室里看到了他，他们与他有着密切的联系。;-;1x2;1x3;2x3
I am deeply honored to share a connection with Paine College and these scholarships , which will provide life-changing opportunities for the deserving recipients .;-;我深感荣幸地与佩恩学院和这些奖学金分享联系，这些奖学金将为有资格的获奖者提供改变生活的机会。;-;我非常荣幸能与潘恩学院和这些奖学金分享联系，这将为应得的接受者提供改变生活的机会。;-;我很荣幸能与潘恩学院和这些奖学金分享联系，这将为应得的获奖者提供改变人生的机会。;-;1x2;1x3;2-3
Such was the Saints dominance , they closed out the game with back up quarterback and former Buccaneers starter Jameis Winston taking the field .;-;这就是圣徒队的统治地位，他们在比赛中以后卫四分卫和前海盗队先发球员贾梅斯·温斯顿上场结束了比赛。;-;这就是圣徒队的统治地位，他们以替补四分卫和前海盗队首发杰梅斯温斯顿上场结束了比赛。;-;这就是圣徒的统治力，他们以后备四分卫和前海盗队首发球员杰米斯·温斯顿上场结束了比赛。;-;1-2;1-3;2-3
The pandemic has affected most athletes in the world , and we are lucky so I will try my best to prepare for the Olympics .;-;疫情影响了世界上大多数运动员，我们很幸运，所以我将尽最大努力为奥运会做准备。;-;疫情影响了世界上大多数运动员，我们很幸运，所以我会尽我所能为奥运会做准备。;-;大流行影响了世界上大多数运动员，我们很幸运，所以我将尽我所能为奥运会做准备。;-;1-2;1-3;2-3
As a veteran of nearly 37 years of age , my physical strength and endurance will not allow me to fight with my teammates anymore .;-;作为一名将近37岁的老兵，我的体力和耐力将不允许我再与队友战斗。;-;作为一个将近37岁的老将，我的体力和耐力已经不允许我和队友一起战斗了。;-;作为一名近37岁的老将，我的体力和耐力将不再让我与队友们战斗。;-;1x2;1x3;2x3
Players , coaches and referees are offered green credentials , while yellow and blue credentials are provided to reporters and staff in the arena respectively .;-;运动员、教练和裁判将获得绿色证书，而竞技场的记者和工作人员将分别获得黄色和蓝色证书。;-;球员、教练员和裁判员获得绿色证书，而黄色和蓝色证书分别提供给赛场内的记者和工作人员。;-;球员，教练和裁判将获得绿色证书，而黄色和蓝色证书分别提供给竞技场的记者和工作人员。;-;1-2;1-3;2-3
Garcia is the second player to have withdrawn because of the virus , after Joaquin Niemann pulled out last week following a positive test result .;-;加西亚是第二个因病毒退出的球员，上周，在检测结果呈阳性后，华金·尼曼退出了比赛。;-;加西亚是继上周华金·尼曼在检测结果呈阳性后退出后第二位因病毒而退出的球员。;-;加西亚是第二位因病毒而退出的球员，此前华金·尼曼上周在检测结果呈阳性后退出。;-;1-2;1-3;2-3
Bairstow , who has represented England in every format of the game , has been recently playing in the Indian Premier League with Sunrisers Hyderabad .;-;贝尔斯托代表英格兰参加了各种形式的比赛，最近他与日出队海得拉巴队一起参加了印度超级联赛。;-;Bairstow曾代表英格兰参加过各种形式的比赛，最近他与SunrisersHyderabad一起参加了印度超级联赛。;-;拜尔斯托曾代表英格兰队参加过各种比赛形式的比赛，他最近一直在印度超级联赛中与海得拉巴日出队一起踢球。;-;1x2;1x3;2x3
The two scholarships will be awarded annually , one each to a student athlete who competes on the men 's and women 's golf team .;-;这两项奖学金将每年颁发一次，分别颁发给参加男子和女子高尔夫球队比赛的学生运动员。;-;这两项奖学金将每年颁发一次，分别颁发给参加男子和女子高尔夫球队比赛的学生运动员。;-;这两项奖学金将每年颁发一次，分别颁发给参加男子和女子高尔夫球队的学生运动员。;-;1-2;1-3;2-3
Cesc Fabregas is well known for his technical ability and eye for a pass but the Spanish soccer star has turned his attention to a very different part of the game .;-;塞斯克·法布雷加斯以他的技术能力和传球眼光而闻名，但这位西班牙足球明星已经将他的注意力转移到了比赛的另一个方面。;-;塞斯克法布雷加斯以其技术能力和传球眼光而闻名，但这位西班牙足球明星已经将注意力转向了比赛的一个非常不同的部分。;-;法布雷加斯以他的技术能力和传球眼光而闻名，但这位西班牙足球明星将注意力转向了比赛中非常不同的部分。;-;1x2;1x3;2x3
Amid the pandemic , the competition went digital World Cup winner Fabregas appeared live as a hologram .;-;在疫情肆虐期间，世界杯冠军法布雷加斯以全息图的形式出现在现场。;-;在大流行期间，比赛进行了数字化世界杯冠军法布雷加斯以全息图的形式出现。;-;在大流行期间，比赛变成了数字世界杯冠军法布雷加斯以全息图的形式出现。;-;1x2;1x3;2x3
Organizers had equipped them with an exercise bike , a writing desk , a gaming chair , and a computer to help with practice and preparation .;-;组织者为他们配备了一辆健身自行车、一张写字台、一把游戏椅和一台电脑，以帮助他们进行练习和准备。;-;组织者为他们配备了健身车、写字台、游戏椅和电脑，以帮助他们练习和准备。;-;组织者为他们配备了健身自行车，写字台，游戏椅和电脑，以帮助练习和准备。;-;1-2;1-3;2-3
Former South African football international Anele Ngcongca died in a car accident on Monday , according to the country 's IPSS Medical Rescue service .;-;据南非IPSS医疗救援服务机构称，前南非足球国脚阿内尔·恩孔卡周一死于车祸。;-;据南非IPSS医疗救援机构称，前南非足球国脚阿内尔·恩格康卡周一在一场车祸中丧生。;-;前南非足球国脚AneleNgcongca周一在一场车祸中丧生，据该国的IPSS医疗救援服务部门称。;-;1-2;1-3;2-3
Other videos on social media showed Bolt dancing with dozens of people , the majority of whom were not wearing masks and were not observing social distancing .;-;社交媒体上的其他视频显示，博尔特与数十人共舞，其中大多数人没有戴口罩，也没有观察到社交距离。;-;社交媒体上的其他视频显示，博尔特与数十人共舞，其中大多数人没有戴口罩，也没有注意保持社交距离。;-;社交媒体上的其他视频显示，博尔特与数十人跳舞，其中大多数人没有戴口罩，也没有遵守社交距离。;-;1-2;1-3;2-3
On that occasion , defending champions Mumbai were comfortable winners , securing a direct passage to the final and sending Delhi to a second-chance meeting with Sunrisers .;-;那一次，卫冕冠军孟买轻松获胜，确保了直接进入决赛的机会，并让德里再次有机会与日出队相遇。;-;在那一次，卫冕冠军孟买是轻松的赢家，确保直接进入决赛，并让德里与Sunrisers进行第二次会面。;-;在那次比赛中，卫冕冠军孟买队轻松获胜，确保了直接进入决赛，并将德里送入了与Sunrisers的第二次会面机会。;-;1-2;1-3;2-3
The German manager has been heavily critical of the congested fixture list this season and has repeatedly called for teams to be able to use five substitutions in a game in order to prevent more injuries .;-;这位德国主帅对本赛季的赛程安排非常不满，并多次呼吁球队在一场比赛中可以使用五次换人，以避免更多的伤病。;-;这位德国主帅一直对本赛季拥挤的赛程表提出严厉批评，并一再呼吁球队能够在一场比赛中使用五次换人，以防止更多的伤病。;-;这位德国主帅本赛季一直对拥挤的赛程表持严厉批评态度，并一再呼吁球队能够在一场比赛中使用五个换人，以防止更多的伤病。;-;1x2;1x3;2-3
We are starting reasonably small but with the dream of expanding and becoming a much bigger team throughout all esports and not just racing , he said .;-;他说：“我们起步的规模相当小，但我们的梦想是在所有电子竞技项目中扩大并成为一支更大的球队，而不仅仅是在比赛中。”。;-;他说，我们的起步相当小，但我们的梦想是在所有电子竞技领域扩大并成为一支更大的团队，而不仅仅是赛车。;-;他说，我们从很小的开始，但梦想着在所有电子竞技中扩大并成为一个更大的团队，而不仅仅是赛车。;-;1x2;1x3;2x3
Ding became the pride of his snooker-loving nation in 2005 when he won the China Open just after his 18th birthday .;-;2005年，丁俊晖在18岁生日后赢得了中国网球公开赛冠军，成为他热爱斯诺克的国家的骄傲。;-;2005年，丁刚满18岁，在中国公开赛上夺冠，成为了这个热爱斯诺克的国家的骄傲。;-;丁在2005年成为他热爱斯诺克的国家的骄傲，当时他在18岁生日后赢得了中国公开赛。;-;1x2;1x3;2x3
In the fourth round , Zhang swarmed him with a series of lefts to the head , which sent the American to the canvas after just 49 seconds .;-;在第四轮比赛中，张艺谋用一系列左撇子击中了他的头部，这让这位美国人在仅仅49秒后就进入了决赛。;-;在第四轮中，张某向他的头部一连串左击，仅用了49秒就将这位美国人送到了画布上。;-;在第四轮比赛中，张用一系列左脚击中头部，在短短49秒后将美国人送到了画布上。;-;1x2;1x3;2x3
We certainly hope to take advantage of his reputation and influence for the global promotion of table tennis , and make it especially appealing to the younger generations .;-;我们当然希望利用他的声誉和影响力在全球推广乒乓球，并使其对年轻一代特别有吸引力。;-;我们当然希望利用他的名气和影响力在全球推广乒乓球，让乒乓球特别吸引年轻一代。;-;我们当然希望利用他的声誉和影响力，在全球推广乒乓球，使其对年轻一代特别有吸引力。;-;1-2;1-3;2-3
When I was watching other leg-spinners a few years back , I would never dream that I will be someone else 's role model .;-;几年前，当我观看其他旋转腿选手的比赛时，我做梦也想不到自己会成为别人的榜样。;-;几年前我在看其他的腿部旋转器时，我做梦都不会想到我会成为别人的榜样。;-;几年前，当我在看其他腿部旋转器时，我永远不会梦想我会成为别人的榜样。;-;1x2;1x3;2x3
There will not be many more positives to take from this sorry spectacle although victory was managed with so many young players involved with internationals away with Wales .;-;虽然有如此多的年轻球员参与了与威尔士的国际比赛，但这场令人遗憾的比赛不会带来更多的积极影响。;-;这场令人遗憾的场面不会有更多的积极因素，尽管胜利是由如此多的年轻球员与威尔士的国脚打交道的。;-;从这场令人遗憾的场面中，不会有更多积极因素可以带来更多，尽管胜利是由如此多的年轻球员在客场与威尔士的国际比赛中取得的。;-;1x2;1x3;2x3
Despite monetary success and awards , Black quarterbacks , past and present , say they still face an uphill battle against prejudice .;-;尽管获得了金钱上的成功和奖励，但过去和现在的黑人四分卫都表示，他们仍然面临着一场反对偏见的艰苦斗争。;-;尽管获得了金钱上的成功和奖项，过去和现在的黑人四分卫都表示，他们仍然面临着与偏见的艰苦斗争。;-;尽管在金钱上取得了成功和奖项，但过去和现在的黑人四分卫表示，他们仍然面临着与偏见的艰苦斗争。;-;1-2;1-3;2-3
The cars are incredible , in watching how they 're made , watching the craftsmanship , the work that goes into them , the technology , the design .;-;这些汽车令人难以置信，从它们是如何制造的，从它们的工艺，到它们的工作，从技术到设计。;-;这些汽车令人难以置信，在观察它们的制造过程、工艺、投入其中的工作、技术和设计方面。;-;这些汽车令人难以置信，在观察它们是如何制造的，观察工艺，进入它们的工作，技术，设计方面。;-;1x2;1x3;2x3
Both players will now turn their attention to the ATP Finals in London , which is scheduled behind closed doors in the O2 Arena from November 15 to 22 .;-;两位球员现在都将把注意力转移到伦敦的ATP总决赛上，该决赛将于11月15日至22日在O2竞技场闭门进行。;-;两位球员现在都将注意力转向伦敦的ATP总决赛，该总决赛定于11月15日至22日在O2竞技场闭门举行。;-;两位球员现在都将把注意力转向伦敦的ATP总决赛，该总决赛定于11月15日至22日在O2体育馆闭门举行。;-;1-2;1-3;2-3
At that health center , doctors detected a blood clot the next day , caused by a blow to the head , and transferred him to the Olivos Clinic .;-;在那家健康中心，医生第二天检测到一个因头部受到打击而导致的血块，并将他转移到奥利沃斯诊所。;-;第二天，在那家保健中心，医生检测到头部受到打击造成的血栓，并将他转移到奥利沃斯诊所。;-;在该医疗中心，医生在第二天检测到头部受到打击引起的血凝块，并将他转移到Olivos诊所。;-;1-2;1-3;2-3
I put in a lot for this race and to have it all come together and have the race of my life that was just a dream come true .;-;我为这场比赛付出了很多，让这一切汇集在一起，让我生命中的这场比赛梦想成真。;-;我为这场比赛付出了很多，让这一切走到了一起，让我生命中的一场梦想成真。;-;我为这场比赛付出了很多，让这一切走到一起，让我一生中的比赛成真，这只是一个梦想成真。;-;1x2;1x3;2x3
Li said that he will work hard to make sailing more exciting , easier to participate and to become a showcase of human power combined with the energy of nature .;-;李克强表示，他将努力使帆船运动更令人兴奋，更容易参与，并成为人类力量与自然能量相结合的展示。;-;李说，他将努力让帆船运动更精彩，更容易参与，成为人类力量与自然能量相结合的展示场所。;-;李说，他将努力使帆船运动更加令人兴奋，更容易参与，并成为人类力量与自然能量相结合的展示。;-;1-2;1-3;2-3
Three-time Grand Slam tennis winner Andy Murray Formula 1 champion Lewis Hamilton deserves to join him as a British sporting knight .;-;三次大满贯网球冠军安迪·默里一级方程式冠军刘易斯·汉密尔顿理应成为英国体育骑士。;-;三届大满贯网球冠军安迪·穆雷一级方程式冠军刘易斯·汉密尔顿值得加入他作为英国体育骑士的行列。;-;三届大满贯网球冠军安迪·穆雷一级方程式冠军刘易斯·汉密尔顿值得加入他的行列，成为一名英国体育骑士。;-;1-2;1-3;2-3
