origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
Travelers canceling a nonrefundable flight more than 10 minutes before the scheduled departure time are given a credit with the airline .;-;在预定起飞时间前10分钟以上取消不可退还航班的旅客将获得航空公司的信用。;-;在预定起飞时间前10分钟以上取消不可退款航班的旅客将获得航空公司的积分。;-;在预定起飞时间前10分钟以上取消不退款航班的旅客将获得航空公司的积分。;-;1-2;1-3;2-3
The couple still had to spend the first 10 months of their son 's life living in different countries , as they waited for Kris ' green card .;-;在等待克里斯的绿卡时，这对夫妇仍然不得不在不同的国家度过儿子生命的前10个月。;-;在等待克里斯的绿卡时，这对夫妇仍然不得不在儿子生命的前10个月生活在不同的国家。;-;这对夫妇仍然不得不在儿子生命的前10个月里生活在不同的国家，因为他们等待克里斯的绿卡。;-;1-2;1-3;2-3
Kris remembers calling his mother to say he was going to to visit Carrie in the US .;-;克里斯记得他打电话给母亲说他要去美国看望嘉莉。;-;克里斯记得打电话给他的母亲说他要去美国看望嘉莉。;-;克里斯记得打电话给他的母亲，说他要去美国看望凯莉。;-;1-2;1-3;2-3
" Most tourists who come to Amalfi are unaware of this system just across the main road , " explains De Pasquale , leaving farmers cut off from the tourism dollars pouring into the region .;-;德帕斯夸尔解释说：“大多数来到阿马尔菲的游客都不知道这条大路对面的系统。”这使得农民无法获得涌入该地区的旅游资金。;-;“大多数来阿马尔菲的游客都没有意识到这个系统就在主干道对面，”德帕斯夸莱解释说，这让农民们与涌入该地区的旅游资金隔绝了。;-;“大多数来到阿马尔菲的游客都不知道这个系统就在主干道对面，”DePasquale解释说，让农民无法从涌入该地区的旅游资金中解脱出来。;-;1x2;1x3;2-3
Moreover , during this year 's Qingming Festival , some upscale hotels and homestays in rural areas have cut their prices by about 30 percent , attracting many tourists to choose countryside travel , the manager said .;-;此外，在今年的清明节期间，一些农村地区的高档酒店和民宿已经降价30%左右，吸引了许多游客选择乡村旅游，这位经理说。;-;此外，今年清明节期间，部分农村高档酒店、民宿纷纷降价30%左右，吸引不少游客选择乡村旅游。;-;此外，在今年的清明节期间，农村地区的一些高档酒店和寄宿家庭将价格降低了约30%，吸引了许多游客选择乡村旅游，这位经理说。;-;1x2;1-3;2x3
" It 's like a perfect curve in the canyon , where when you 're sitting there , you 're looking straight out at the Colorado River coming in , " says Carrie .;-;“这就像峡谷中的一条完美曲线，当你坐在那里时，你会直视科罗拉多河，”卡丽说。;-;“这就像峡谷中的完美曲线，当你坐在那里时，你正直视着科罗拉多河的流入，”嘉莉说。;-;“这就像峡谷中一个完美的曲线，当你坐在那里时，你正直视科罗拉多河进来，”凯莉说。;-;1x2;1x3;2x3
" The increasing demand energizes accommodation in rural areas , with some having outperformed hotels in downtown areas . ";-;“不断增长的需求为农村地区的住宿注入了活力，其中一些酒店的表现优于市中心地区的酒店。”;-;“不断增长的需求为农村地区的住宿注入了活力，其中一些酒店的表现优于市中心的酒店。”;-;“不断增长的需求为农村地区的住宿注入了活力，其中一些地区的住宿表现优于市中心的酒店。;-;1-2;1-3;2-3
Nautilus works with surrounding islands to purchase locally grown produce , buy handcrafted decor and employ craftsmen .;-;Nautilus与周边岛屿合作，购买当地种植的农产品，购买手工装饰，并雇佣工匠。;-;Nautilus与周边岛屿合作，购买当地种植的农产品、购买手工装饰并聘请工匠。;-;鹦鹉螺号与周围的岛屿合作，购买当地种植的农产品，购买手工制作的装饰并雇用工匠。;-;1-2;1-3;2-3
Looking into the future , Tang Min with Six Senses Qing Cheng Mountain told Jing Daily that the concept of sustainable development will be a major trend in the wellness hotel industry .;-;展望未来，青城山六感唐告诉《京报》，可持续发展理念将是健康酒店行业的一大趋势。;-;展望未来，青城山六善的唐敏告诉《京报》，可持续发展的理念将是养生酒店行业的一大趋势。;-;展望未来，清城山六善酒店的唐敏告诉《京日报》，可持续发展的理念将成为养生酒店行业的一大趋势。;-;1x2;1x3;2-3
New guest suites will more than double in size , with deep baths and indoor showers as well as outdoor decks with private plunge pools .;-;新的套房面积将增加一倍以上，配有深度浴缸和室内淋浴，以及带有私人跳水池的室外甲板。;-;新的套房面积将增加一倍以上，配备深浴缸和室内淋浴以及带私人小型游泳池的户外甲板。;-;新的套房面积将增加一倍以上，设有深浴缸和室内淋浴以及带私人小型游泳池的户外甲板。;-;1-2;1-3;2-3
" It 's been really a journey of growth and personal development , relationship development for us , " says Kris of the fourteen years since he and Carrie reunited .;-;“这真的是一个成长和个人发展的旅程，关系的发展，对我们来说，”克里斯说，十四年以来，他和嘉莉团聚。;-;“对我们来说，这真的是一段成长和个人发展、关系发展的旅程，”克里斯谈到他和嘉莉重聚的十四年时说。;-;“对我们来说，这真的是一段成长和个人发展的旅程，关系发展，”克里斯说，自从他和凯莉重聚以来的十四年里。;-;1x2;1x3;2x3
Of the 13.47 million guest rooms across the country , 35 percent were owned by chain hotels in 2021 , up 4 percentage points from 2020 , according to the report .;-;报告显示，2021，全国1347万间客房中，35%为连锁酒店所有，比2020年上升了4个百分点。;-;报告显示，2021年全国1347万间客房中，35%为连锁酒店，比2020年增长4个百分点。;-;报告显示，在全国1347万间客房中，2021年有35%由连锁酒店拥有，比2020年增加了4个百分点。;-;1-2;1-3;2-3
" I 've been fascinated by Confucius and the culture of Confucianism since childhood , " says Kseniia , who is from Ukraine and currently working and studying in China .;-;“我从小就对孔子和儒家文化着迷，”来自乌克兰的克塞尼亚说，他目前在中国工作和学习。;-;“我从小就对孔子和儒家文化着迷，”来自乌克兰、目前在中国工作和学习的Kseniia说。;-;“我从小就对孔子和儒家文化着迷，”来自乌克兰、目前在中国工作和学习的Kseniia说。;-;1-2;1-3;2-3
" But I do remember that there was this really intense feeling you get with butterflies , and just like that longing .;-;“但我确实记得，你对蝴蝶有一种非常强烈的感觉，就像那种渴望。;-;“但我确实记得，你对蝴蝶有一种非常强烈的感觉，就像那种渴望一样。;-;“但我确实记得，你对蝴蝶有一种非常强烈的感觉，就像那种渴望一样。;-;1-2;1-3;2-3
" Also the migrant community in Edinburgh , where many had moved to , helped me in the search .;-;“爱丁堡的移民社区也帮了我寻找，许多人都搬到了那里。;-;“还有很多人搬到爱丁堡的移民社区帮助我寻找。;-;“爱丁堡的移民社区也帮助我进行了搜索，许多人搬到了那里。;-;1x2;1-3;2x3
Moreover , a wellness hotel should provide care for the guest 's body , mind and spirit , and try to foster a harmonious relationship among nature , space , people and services , according to the article .;-;文章还指出，健康酒店应该照顾客人的身心和精神，努力培养自然、空间、人和服务之间的和谐关系。;-;此外，康体酒店应为客人的身、心、灵提供关怀，努力营造自然、空间、人与服务之间的和谐关系。;-;此外，根据该文章，健康酒店应该照顾客人的身体，心灵和精神，并努力培养自然，空间，人和服务之间的和谐关系。;-;1x2;1-3;2x3
It was a stunning view , but her attention soon switched to the person sitting next to her .;-;这是一个惊人的景象，但她的注意力很快转移到坐在她旁边的人。;-;这是一个惊人的景象，但她的注意力很快转移到坐在她旁边的人身上。;-;这是一个令人惊叹的景色，但她的注意力很快就转移到了坐在她旁边的人身上。;-;1-2;1-3;2-3
" I would n't have dreamed that President Xi Jinping would come to my home , and sincerely inquire about our lives , " Li says .;-;;-;“我做梦也没想到，习近平主席会来我家，真诚地询问我们的生活，”李说。;-;“我不会想到习近平总统会来我家，真诚地询问我们的生活，”李说。;-;1x2;1x3;2x3
" We know it 's going to be hard , it 's not like it 's magic , all the time .;-;“我们知道这会很难，并不是一直都是魔术。;-;“我们知道这会很困难，这并不像魔法一样，一直都是。;-;“我们知道这将是困难的，这并不像是魔术，一直都是。;-;1x2;1x3;2x3
" Because we had this magical beginning , we just felt the ability and the safety to be able to share things with each other that we would n't have done otherwise .;-;“因为我们有了一个神奇的开始，我们感到有能力和安全感，能够彼此分享我们本来不会做的事情。;-;“因为我们有了这个神奇的开端，我们才感到有能力和安全感能够相互分享我们本来不会做的事情。;-;“因为我们有这个神奇的开始，我们只是感受到了能够相互分享事物的能力和安全感，否则我们就不会这样做。;-;1x2;1x3;2x3
Bucolic marathons are held in spring , with people running up and down the vineyards and then relaxing at the little piazza where villagers once met to chat in the evenings after working in the fields .;-;乡村马拉松比赛在春天举行，人们在葡萄园里跑来跑去，然后在小广场上放松，晚上村民们在田地里干活后曾在那里聚会聊天。;-;春天举行田园马拉松，人们在葡萄园里跑来跑去，然后在村民们晚上在田间劳作后聚在一起聊天的小广场上放松身心。;-;田园诗般的马拉松在春天举行，人们在葡萄园里跑来跑去，然后在小广场放松，村民们曾经在晚上在田间工作后见面聊天。;-;1-2;1-3;2-3
Its 24 striking overwater villas have infinity plunge pools and sublimely serene views from the soaking tub .;-;它的24栋引人注目的水上别墅有无限的跳水池，从浴缸里可以看到极其宁静的景色。;-;其24栋引人注目的水上别墅设有无边际小型游泳池，从浴缸可欣赏到壮丽宁静的景色。;-;其24间引人注目的水上别墅设有无边小型游泳池，从浸泡浴缸可欣赏到壮丽的宁静景色。;-;1x2;1x3;2-3
The large Sfusato or Amalfi lemon is cultivated in an area that stretches along the Tyrrhenian Sea between Naples and the Gulf of Salerno .;-;大的Sfusato柠檬或Amalfi柠檬种植在沿着那不勒斯和萨勒诺湾之间的Tyrrhenian海延伸的地区。;-;大的Sfusato或阿马尔菲柠檬种植在那不勒斯和萨勒诺湾之间的第勒尼安海沿岸地区。;-;大型Sfusato或Amalfi柠檬种植在那不勒斯和萨勒诺湾之间的第勒尼安海沿岸的地区。;-;1x2;1x3;2x3
The northern end of the palace city contained one of Xanadu 's largest remains , identified as the Muqing Pavilion , where its rulers held impressive banquets .;-;宫城的北端有一处世外桃源最大的遗迹，叫做木清亭，统治者在那里举行了盛大的宴会。;-;宫殿城市的北端包含世外桃源最大的遗迹之一，被称为木青阁，其统治者在那里举行了令人印象深刻的宴会。;-;宫殿城市的北端包含世外桃源最大的遗迹之一，被确定为木清阁，其统治者在那里举行了令人印象深刻的宴会。;-;1x2;1x3;2-3
With a noticeable juvenile manta ray population in the atoll 's Maamunagau Lagoon , the resort works with Manta Trust researchers to aid in the education and conservation of these giant , playful fish and their habitat .;-;在环礁的Maamunagau环礁湖中，有着引人注目的螳螂幼鱼种群，度假村与螳螂信托基金会的研究人员合作，帮助教育和保护这些巨大、嬉戏的鱼类及其栖息地。;-;由于在环礁的Maamunagau泻湖中有大量的蝠鲼幼鱼，度假村与MantaTrust研究人员合作，帮助教育和保护这些巨大、顽皮的鱼及其栖息地。;-;在环礁的Maamunagau泻湖中，有一个明显的幼年蝠鲼种群，该度假村与蝠鲼信托基金会的研究人员合作，帮助教育和保护这些巨型，俏皮的鱼类及其栖息地。;-;1x2;1x3;2x3
From time to time , Li Fashun will reminisce about the visit of a special guest to his abode in Simola Va village two years ago .;-;李不时地回忆起两年前有一位特邀嘉宾到他在西莫拉瓦村的住所来。;-;李发顺时不时会回忆起两年前一位特邀嘉宾到他位于西莫拉瓦村的住所时的情景。;-;李发顺会时不时地回忆起两年前一位特邀嘉宾来到他位于西莫拉瓦村的住所。;-;1x2;1x3;2-3
The tourism market is accelerating its recovery with the summer holiday approaching and it will drive a rapid rebound in the hospitality sector , Xie said .;-;谢说，随着暑假的临近，旅游市场正在加速复苏，这将推动酒店业的快速反弹。;-;解说，随着暑假的临近，旅游市场正在加速复苏，这将带动酒店业快速反弹。;-;谢说，随着暑假的临近，旅游市场正在加速复苏，这将推动酒店业的快速反弹。;-;1-2;1-3;2-3
The quality of sleep is arguably one of the most important determinants of good health .;-;睡眠质量可以说是健康的最重要决定因素之一。;-;睡眠质量可以说是身体健康最重要的决定因素之一。;-;睡眠质量可以说是身体健康最重要的决定因素之一。;-;1-2;1-3;2-3
Li believes that better things are yet to come for his village once the pandemic is fully over .;-;李认为，一旦疫情完全结束，村里的情况还没有好转。;-;李认为，一旦大流行完全结束，他的村庄还没有好转。;-;李认为，一旦大流行完全结束，他的村庄还没有更好的事情发生。;-;1x2;1x3;2-3
But today they have been either abandoned or turned into holiday homes and illegal constructions .;-;但今天，它们要么被遗弃，要么变成度假屋和非法建筑。;-;但今天它们要么被遗弃，要么变成了度假屋和非法建筑。;-;但今天，它们要么被遗弃，要么变成了度假屋和非法建筑。;-;1-2;1-3;2-3
An increased need to improve the quality of sleep has presented new opportunities to hotels where many guests sleep in .;-;对改善睡眠质量的需求增加，为许多客人入住的酒店提供了新的机会。;-;对提高睡眠质量的需求日益增加，这为许多客人入住的酒店提供了新的机会。;-;对提高睡眠质量的需求增加，为许多客人就寝的酒店带来了新的机会。;-;1-2;1x3;2x3
The National Cultural Heritage Administration , the Palace Museum and museums from other provinces will attend the travel mart .;-;国家文物局、故宫博物院和其他省份的博物馆将参加这次旅游市场。;-;国家文物局、故宫博物院及外省博物馆将参加旅游集市。;-;国家文物局、故宫博物院等省博物馆将参加此次旅游市场。;-;1-2;1-3;2-3
Each villa also comes with a retractable roof so kids can doze off beneath the stars .;-;每栋别墅都有一个可伸缩的屋顶，孩子们可以在星空下打瞌睡。;-;每栋别墅还配有可伸缩屋顶，让孩子们可以在星空下打瞌睡。;-;每栋别墅还配有可伸缩的屋顶，因此孩子们可以在星空下打瞌睡。;-;1-2;1-3;2-3
Faced with the prospect of another sweltering summer in Beijing , those soothing moments of natural splendor will continue to linger in my mind .;-;面对北京又一个闷热的夏天，那些自然风光的舒缓时刻将继续萦绕在我的脑海中。;-;面对北京又一个闷热的夏天的前景，那些自然光彩的舒缓时刻将继续萦绕在我的脑海中。;-;面对北京又一个闷热的夏天的前景，那些舒缓的自然辉煌时刻将继续在我的脑海中徘徊。;-;1x2;1x3;2-3
" It would be interesting to do some experiments , but before this possibility is introduced on a large scale , all lagoon water mobility should be rethought , " he said .;-;“做一些实验很有趣，但在大规模引入这种可能性之前，应该重新考虑所有泻湖水的流动性，”他说。;-;“做一些实验会很有趣，但在大规模引入这种可能性之前，应该重新考虑所有泻湖水的流动性，”他说。;-;“做一些实验会很有趣，但在大规模引入这种可能性之前，应该重新考虑所有泻湖水的流动性，”他说。;-;1-2;1-3;2-3
Kimpton Hotels & Restaurants , a brand owned by InterContinental Hotels Group , announced in February a partnership with Talkspace , an online behavioral health company , offering mental health services to guests as well as employees .;-;洲际酒店集团旗下品牌金普顿酒店与餐厅（KimptonHotels&Restaurants）2月份宣布与在线行为健康公司Talkspace合作，为客人和员工提供心理健康服务。;-;洲际酒店集团旗下品牌金普顿酒店及餐厅于2月宣布与在线行为健康公司Talkspace建立合作伙伴关系，为客人和员工提供心理健康服务。;-;洲际酒店集团旗下的品牌金普顿酒店及餐厅（KimptonHotels&Restaurants）于2月宣布与在线行为健康公司Talkspace合作，为客人和员工提供心理健康服务。;-;1-2;1-3;2-3
Kris had spotted Carrie earlier that day , on one of the buses that ferry visitors around the national park .;-;那天早些时候，克里斯在一辆运送游客的公共汽车上发现了嘉莉。;-;那天早些时候，克里斯在一辆载有游客在国家公园附近穿梭的公共汽车上发现了嘉莉。;-;那天早些时候，克里斯在一辆将游客送往国家公园的公共汽车上发现了凯莉。;-;1x2;1x3;2x3
That motivated me to do everything that I could to help , " Young tells CNN Travel .;-;这激励了我尽我所能去帮助别人，”杨告诉CNNTravel。;-;这促使我尽我所能提供帮助，”杨告诉CNNTravel。;-;这激励我尽我所能提供帮助，“Young告诉CNNTravel。;-;1x2;1x3;2-3
Begrudgingly , Carrie agreed , and made her way to the edge of the rock to sit down next to the stranger .;-;嘉莉勉强同意了，走到岩石边缘，在陌生人旁边坐下。;-;嘉莉不情愿地同意了，她走到岩石边，坐在陌生人旁边。;-;凯莉不情愿地同意了，并走到岩石的边缘，在陌生人旁边坐下。;-;1-2;1-3;2-3
Not to be confused with its sister property , Four Seasons Resort Kuda Huraa , the overwater villas at Four Seasons Resort Maldives at Landaa Giraavaru are a slight step above .;-;不要与它的姊妹酒店库达胡拉四季度假酒店混淆，马尔代夫四季度假酒店在兰达吉拉瓦鲁的水上别墅比它稍高一步。;-;不要与它的姊妹酒店库达呼拉四季度假村混淆，马尔代夫四季度假村位于兰达吉拉瓦鲁的水上别墅略高于此。;-;不要与其姊妹酒店库达呼拉岛四季度假酒店相混淆，马尔代夫兰达吉拉瓦鲁岛四季度假酒店的水上别墅仅略高于酒店。;-;1-2;1-3;2-3
" Since the outbreak of the pandemic , leisure travel to suburbs and rural areas are in demand among tourists , " a manager of Qunar was quoted as saying by Beijing Daily .;-;《北京日报》援引去哪儿网一位经理的话说：“自从疫情爆发以来，游客们对郊区和农村的休闲旅游需求很大。”。;-;《北京日报》援引去哪儿网一名经理的话说：“自大流行爆发以来，游客需要到郊区和农村进行休闲旅游。”;-;“自大流行爆发以来，游客对郊区和农村地区的休闲旅游需求旺盛，”北京日报援引去哪儿的一位经理的话说。;-;1-2;1-3;2-3
Domestic hospitality can get a vital upgrade if they absorb more independent hoteliers in small cities and implement localization strategies , the professor added .;-;这位教授补充说，如果国内酒店能够吸收更多小城市的独立酒店经营者，并实施本地化战略，那么国内酒店业可以得到至关重要的提升。;-;教授补充说，如果他们在小城市吸收更多的独立酒店经营者并实施本地化战略，国内酒店业可以获得重要的升级。;-;教授补充说，如果国内酒店业吸收更多的小城市独立酒店经营者并实施本地化战略，那么它们就可以得到至关重要的升级。;-;1-2;1-3;2-3
The travel mart will also stick to the rules of pandemic prevention and control while having the activities go on smoothly .;-;旅游集市在确保活动顺利进行的同时，还将遵守大流行预防和控制规则。;-;旅游商城也将在各项活动顺利开展的同时，坚持疫情防控规则。;-;旅游市场还将坚持疫情防控规则，同时让活动顺利进行。;-;1x2;1x3;2-3
The organization says there is a need to " drastically reduce the effects produced by motor boats .;-;该组织表示，有必要“大幅减少摩托艇产生的影响。;-;该组织表示，有必要“大幅减少摩托艇产生的影响。;-;该组织表示，有必要“大幅减少摩托艇产生的影响。;-;1-2;1-3;2-3
Buddhists around the world consider the temple city of Bodh Gaya in Bihar state , about 500 kilometers from Kolkata , one of the most important pilgrimage centers for the religion .;-;世界各地的佛教徒认为比哈尔邦的菩提迦耶寺庙城市，距离加尔各答约500公里，是该宗教最重要的朝圣中心之一。;-;世界各地的佛教徒都认为距离加尔各答约500公里的比哈尔邦的寺庙城市菩提伽耶是该宗教最重要的朝圣中心之一。;-;世界各地的佛教徒都认为比哈尔邦的菩提伽耶寺庙城市，距离加尔各答约500公里，加尔各答是该宗教最重要的朝圣中心之一。;-;1-2;1-3;2-3
With no plaque or indication of any kind as to what this wall might be , my curiosity was peaked .;-;没有任何关于这堵墙可能是什么的斑块或迹象，我的好奇心达到了顶峰。;-;由于没有牌匾或任何迹象表明这堵墙可能是什么，我的好奇心达到了顶峰。;-;由于没有牌匾或迹象表明这堵墙可能是什么，我的好奇心达到了顶峰。;-;1x2;1x3;2-3
Carrie and Kris ' email friendship continued over the next several years as the two graduated from college , started working , and remained in each other 's orbit .;-;在接下来的几年里，随着两人大学毕业，开始工作，并保持在彼此的轨道上，嘉莉和克里斯的电子邮件友谊继续下去。;-;Carrie和Kris的电子邮件友谊在接下来的几年里继续存在，因为两人从大学毕业，开始工作，并保持在彼此的轨道上。;-;在接下来的几年里，凯莉和克里斯的电子邮件友谊一直延续，两人从大学毕业，开始工作，并留在彼此的轨道上。;-;1-2;1-3;2-3
So the concerned daughter went back to her family 's home and made tender chicken on rice in a small pot .;-;于是，忧心忡忡的女儿回到家里，在小锅里做了米饭鸡。;-;于是，心疼的女儿就回娘家，用小锅做了嫩鸡饭。;-;于是，忧心忡忡的女儿回到家里，在小锅里做了米饭上的嫩鸡肉。;-;1x2;1-3;2x3
With mountains rising behind serene Lake Wakatipu , Matakauri Lodge boasts a stunning setting in New Zealand 's South Island .;-;宁静的瓦卡提普湖后群山耸立，MatakauriLodge位于新西兰南岛，环境优美。;-;MatakauriLodge在宁静的瓦卡蒂普湖背后耸立着群山，在新西兰的南岛拥有令人惊叹的环境。;-;马塔考里旅馆的山脉耸立在宁静的瓦卡蒂普湖后面，在新西兰南岛拥有令人惊叹的环境。;-;1x2;1x3;2-3
Built in 2013 , they look brand new , with every inch perfectly finished by a team of craftsmen from Europe .;-;它们建于2013年，外观全新，每一寸都由来自欧洲的工匠团队完美完成。;-;它们建于2013年，外观焕然一新，每一寸都由来自欧洲的工匠团队完美完成。;-;它们建于2013年，看起来是全新的，每一寸都由来自欧洲的工匠团队完美完成。;-;1x2;1x3;2x3
But Aceto is among the last guardians of this vulnerable tradition now threatened by industrialization , changes in society and climate change .;-;但Aceto是这一脆弱传统的最后捍卫者之一，现在正受到工业化、社会变化和气候变化的威胁。;-;但Aceto是这一脆弱传统的最后守护者之一，现在受到工业化、社会变化和气候变化的威胁。;-;但阿塞托是这一脆弱传统的最后守护者之一，现在受到工业化、社会变革和气候变化的威胁。;-;1-2;1-3;2-3
President Xi Jinping 's visit celebrates new era for rural community , deservedly reaping the harvest of its work , report Yang Feiyue in Beijing and Li Yingqing in Kunming .;-;;-;习近平主席此访为农村社区庆祝新时代，收获了工作的丰收，北京报告杨飞跃，昆明报告李英清。;-;习近平主席的访问是庆祝农村社区的新时代，当之无愧地收获了农村社区的工作成果，杨飞跃在北京报道，李英清在昆明报道。;-;1x2;1x3;2x3
Whether writing wok recipes or advocating for Chinatowns , she says she 's not only doing it for the Chinese communities in the US .;-;无论是写炒菜食谱，还是为唐人街做宣传，她说，她这样做不仅仅是为了美国的华人社区。;-;无论是写炒菜食谱还是为唐人街宣传，她说她不仅是在为美国的华人社区做这件事。;-;她说，无论是写炒锅食谱还是倡导唐人街，她不仅为美国的华人社区做这件事。;-;1x2;1x3;2-3
For someone who has succeeded in convincing 140 people to offload their minuscule slice of property to create a big project , it should n't be too hard .;-;对于一个已经成功说服140人卖掉他们的一小部分财产来创建一个大项目的人来说，这应该不会太难。;-;对于成功说服140人出售他们微不足道的财产来创建一个大项目的人来说，这应该不会太难。;-;对于一个已经成功地说服了140个人放弃他们微不足道的财产来创建一个大项目的人来说，这应该不会太难。;-;1x2;1x3;2x3
" The ' Wisdom of the Chinese Kitchen ' was published in 1999 and about 10 years later I got a call that my mom had a stroke , " says Young .;-;杨说：“1999年出版了《中国厨房的智慧》，大约10年后，我接到一个电话，说我妈妈中风了。”。;-;“《中国厨房的智慧》于1999年出版，大约10年后，我接到一个电话，说我妈妈中风了，”杨说。;-;“《中国厨房的智慧》于1999年出版，大约10年后，我接到一个电话，说我妈妈中风了，”杨说。;-;1-2;1-3;2-3
While Tahiti may have started the overwater trend in the 1960s , the Maldives has undoubtedly perfected it .;-;虽然塔希提岛可能在20世纪60年代开始了水上趋势，但马尔代夫无疑完善了这一趋势。;-;虽然大溪地可能在1960年代开始了水上运动的趋势，但马尔代夫无疑已经完善了它。;-;虽然大溪地可能在1960年代开始了水上趋势，但马尔代夫无疑已经完善了它。;-;1x2;1x3;2-3
" In my parents ' old days , the lack of space and intimacy meant that love was made outdoors , underneath the citrus trees , " he says with a smile .;-;“在我父母过去的日子里，缺乏空间和亲密意味着爱是在户外，在柑橘树下进行的，”他笑着说。;-;“在我父母的过去，缺乏空间和亲密关系意味着爱是在户外，在柑橘树下进行的，”他笑着说。;-;“在我父母的旧时代，缺乏空间和亲密感意味着爱情是在户外，在柑橘树下进行的，”他微笑着说。;-;1-2;1-3;2-3
One of his favorite dishes , it was the last recipe Young learned from her parents to include in " Wisdom of the Chinese Kitchen .;-;这是杨从父母那里学到的最后一道食谱，也是他最喜欢的菜肴之一，被收录在《中国厨房的智慧》中。;-;他最喜欢的菜之一，这是杨从父母那里学到的最后一道菜谱，收录在《中国厨房的智慧》中。;-;这是杨从父母那里学到的最后一道菜，收录在《中国厨房的智慧》中。;-;1-2;1x3;2x3
