origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
The Kentucky Horse Racing Commission announced Monday that Medina Spirit 's victory at the 2021 Kentucky Derby has been disqualified .;-;肯塔基州赛马委员会周一宣布，麦地那精神队在2021肯塔基德比中的胜利已被取消资格。;-;肯塔基赛马委员会周一宣布，麦地那精神在2021年肯塔基赛马比赛中的胜利已被取消资格。;-;肯塔基州赛马委员会周一宣布，麦地那精神在2021年肯塔基德比赛中的胜利已被取消资格。;-;1x2;1-3;2x3
Day five of action at the worlds also saw newly crowned 100m champion Fred Kerley fail to advance from the semifinals of the 200m .;-;在世界锦标赛的第五天，新加冕的100米冠军弗雷德·克利也未能从200米半决赛中晋级。;-;在世界赛的第五天，新加冕的100m冠军FredKerley未能从200m的半决赛中晋级。;-;在世界赛的第五天，新加冕的100米冠军弗雷德·凯利未能从200米半决赛中晋级。;-;1-2;1-3;2-3
His is one of the voices welcoming the US state of Maryland 's Inclusive Athletic Attire Act , also known as House Bill 515 , which came into legal effect on July 1 .;-;他是欢迎美国马里兰州包容性运动服装法案（也称为众议院515号法案）的声音之一，该法案于7月1日生效。;-;他是欢迎美国马里兰州包容性运动服装法案的声音之一，该法案也被称为众议院法案515，该法案于7月1日生效。;-;他是欢迎美国马里兰州包容性运动服装法案（也称为众议院法案515）的声音之一，该法案于7月1日生效。;-;1-2;1-3;2-3
" Infrastructure is not something that the IOC invests in , " Macleod told CNN adding : " That 's within the remit of the national government .;-;“基础设施不是国际奥委会投资的项目，”麦克劳德告诉美国有线电视新闻网，并补充道：“这属于国家政府的职权范围。;-;“基础设施不是国际奥委会投资的东西，”麦克劳德告诉美国有线电视新闻网补充说：“这是在国家政府的职权范围内。;-;“基础设施不是国际奥委会投资的东西，”麦克劳德告诉CNN补充说：“这属于国家政府的职权范围。;-;1-2;1-3;2-3
Having unsuccessfully attempted the same climb in 2018 , Alharthy was " scared of failing again , " but she knew that Badar 's moral support , coupled with her training for Everest , would set her in good stead .;-;在2018年尝试同样的攀登失败后，阿尔哈蒂“害怕再次失败”，但她知道巴达尔的精神支持，再加上她对珠穆朗玛峰的训练，将对她有利。;-;在2018年尝试同样的攀登失败后，Alharthy“害怕再次失败”，但她知道巴达尔的精神支持以及她对珠穆朗玛峰的训练将使她处于有利地位。;-;Alharthy在2018年尝试了同样的攀登失败，但她“害怕再次失败”，但她知道巴达尔的道德支持，加上她对珠穆朗玛峰的训练，将使她处于有利地位。;-;1-2;1-3;2-3
The French fans sensed an upset was on the cards and the chants of " Allez Les Bleus " now reververbated louder than ever around the ground .;-;法国球迷们感觉到了一种不安，现在“AllezLesBleus”的圣歌在地面上比以往任何时候都响亮。;-;法国球迷感觉到即将到来的不安，“AllezLesBleus”的口号现在在地面上比以往任何时候都响亮。;-;法国球迷感觉到一种不安，“AllezLesBleus”的吟唱声现在比以往任何时候都更响亮。;-;1x2;1x3;2x3
" Ultimately , performance enhancements are normally the central concern for ambitious athletes , as athletes themselves and by others are continually evaluating their accomplishments , " the medical commission added .;-;“归根结底，提高成绩通常是雄心勃勃的运动员的中心问题，因为运动员自己和其他人都在不断地评估他们的成就，”医学委员会补充道。;-;“最终，成绩提升通常是雄心勃勃的运动员最关心的问题，因为运动员自己和其他人都在不断地评估他们的成就，”医学委员会补充说。;-;“最终，性能增强通常是雄心勃勃的运动员的核心关注点，因为运动员自己和其他人都在不断评估他们的成就，”医疗委员会补充说。;-;1x2;1x3;2x3
Wednesday 's match marked the first time it had reached the semifinals of a European Championship and the team had endured a bumpy road to get there .;-;周三的比赛标志着该队首次进入欧洲锦标赛的半决赛，该队经历了一段坎坷的道路才到达那里。;-;周三的比赛标志着它首次进入欧洲锦标赛的半决赛，球队经历了一段崎岖的道路才到达那里。;-;周三的比赛标志着它第一次进入欧洲锦标赛的半决赛，球队经历了一条崎岖的道路到达那里。;-;1-2;1-3;2-3
" It was more to do with him having to have his way and throw his dominance around , " she said .;-;她说：“这更多的是因为他必须按自己的方式行事，放弃自己的主导地位。”。;-;她说：“这更多是因为他必须按照自己的方式发挥自己的统治地位。”;-;“这更多地与他必须有自己的方式并抛弃他的统治地位有关，”她说。;-;1x2;1x3;2x3
Mark Lieber reflected on the transformative impact of even brief dips in the pool in helping alleviate the weight of the previous year , literally and figuratively .;-;马克·利伯从字面上和比喻上反思了游泳池中即使是短暂的跳水也有助于减轻前一年的体重。;-;马克·利伯从字面上和比喻上反思了泳池中即使是短暂的下降在帮助减轻前一年的重量方面所产生的变革性影响。;-;马克·利伯反思了游泳池中即使是短暂的浸泡所产生的变革性影响，从字面上和比喻上都有助于减轻前一年的重量。;-;1x2;1x3;2x3
Huffman , meanwhile , says she fears for the future of the sport and the potential difficulty of attracting new judges given Zhou 's alleged behavior .;-;哈夫曼同时表示，鉴于周的行为，她担心这项运动的未来，以及吸引新裁判的潜在困难。;-;与此同时，霍夫曼表示，她担心这项运动的未来，以及考虑到周被指控的行为，吸引新法官的潜在困难。;-;与此同时，霍夫曼表示，她担心这项运动的未来，以及鉴于周小川所谓的行为，吸引新裁判的潜在困难。;-;1x2;1x3;2x3
Isolation , that is , minus the " special " wildlife she got the honor of seeing along the way .;-;与世隔绝，也就是说，减去她有幸在途中看到的“特殊”野生动物。;-;隔离，也就是说，减去她一路上看到的“特殊”野生动物。;-;隔离，也就是说，减去她沿途有幸看到的“特殊”野生动物。;-;1x2;1-3;2x3
Since the first Women 's World Cup in 1991 , the USA has won four tournaments , finished second in one and third in three , consistently proving itself as the world 's best team .;-;自1991年第一届女子世界杯以来，美国已经赢得了四场锦标赛，在一场比赛中名列第二，在三场比赛中排名第三，不断证明自己是世界上最好的球队。;-;自1991年首届女足世界杯以来，美国队已经赢得了四项赛事，其中一项获得第二名，三项获得第三名，不断证明自己是世界上最好的球队。;-;自1991年第一届女足世界杯以来，美国队已经赢得了四场比赛，一分之一获得第二名，三分之三，始终证明自己是世界上最好的球队。;-;1-2;1x3;2x3
After the two semifinal matches , a total of 487,683 fans have attended the games so far , more than doubling the previous record of 240,055 , set at Euro 2017 in the Netherlands .;-;在两场半决赛之后，到目前为止，共有487683名球迷参加了比赛，比荷兰2017年欧洲杯创下的240055人的纪录翻了一番多。;-;在两场半决赛之后，到目前为止，共有487,683名球迷观看了比赛，比之前在荷兰2017年欧洲杯创下的240,055人的纪录翻了一番还多。;-;在两场半决赛之后，到目前为止，共有487，683名球迷参加了比赛，比荷兰2017年欧洲杯创下的240，055人的记录增加了一倍多。;-;1-2;1-3;2-3
The poetry of their story is n't lost on her , acknowledging that " the first Omani man helped me to be the first Omani woman .;-;她并没有忘记他们故事中的诗意，承认“第一个阿曼男人帮助我成为第一个阿曼女人。;-;他们故事的诗意并没有迷失在她身上，她承认“第一个阿曼男人帮助我成为了第一个阿曼女人。;-;他们故事的诗意并没有在她身上消失，她承认“第一个阿曼男人帮助我成为第一个阿曼女人。;-;1x2;1x3;2-3
" Going to have so many family and friends there and also the entire Ottawa area , and lots of Canadians supporting and watching , so it 's going to be phenomenal .;-;“将会有那么多的家人和朋友在那里，还有整个渥太华地区，还有很多加拿大人的支持和观看，所以这将是一场了不起的比赛。;-;“那里会有这么多家人和朋友，还有整个渥太华地区，还有很多加拿大人支持和观看，所以这将是非凡的。;-;“那里会有这么多的家人和朋友，还有整个渥太华地区，还有很多加拿大人支持和观看，所以这将是惊人的。;-;1x2;1x3;2-3
After practice on Thursday , Murray held an unannounced press conference , beginning with a monologue defending how he 's become one of the better quarterbacks in the league .;-;周四训练结束后，穆雷举行了一个未经宣布的新闻发布会，首先是一段独白，为他如何成为联盟中更好的四分卫之一辩护。;-;周四的训练结束后，穆雷举行了一场未经宣布的新闻发布会，首先是一段独白，为他如何成为联盟中更好的四分卫之一辩护。;-;周四训练结束后，穆雷举行了一次不经宣布的新闻发布会，首先是一段独白，为他成为联盟中更好的四分卫之一辩护。;-;1-2;1-3;2-3
And as she reflected on her body 's evolution , Campbell was keen to stress how bodybuilding had been accompanied by a shift in her mental health .;-;当她反思自己身体的进化时，坎贝尔热衷于强调健身是如何伴随着心理健康的变化的。;-;当她反思自己身体的演变时，坎贝尔热衷于强调健美运动如何伴随着她心理健康的转变。;-;当她反思自己身体的进化时，坎贝尔热衷于强调健美是如何伴随着她心理健康的转变的。;-;1-2;1-3;2-3
" We have so many Navids now fighting for freedom , " Alinejad explained , " fighting for equality , fighting for justice , fighting for dignity , fighting to have a normal life , fighting to get rid of dictatorship .;-;阿林内贾德解释说：“我们现在有这么多海军士兵在为自由而战，他们在为平等而战，为正义而战，为了尊严而战，努力过上正常的生活，努力摆脱独裁。”。;-;“我们现在有这么多的纳维德人为自由而战，”阿利内贾德解释说，“为平等而战，为正义而战，为尊严而战，为正常生活而战，为摆脱独裁而战。;-;“我们现在有这么多的纳维德人为自由而战，”阿里内贾德解释说，“为平等而战，为正义而战，为尊严而战，为拥有正常生活而战，为摆脱独裁统治而战。;-;1x2;1x3;2-3
On Thursday , Racing Queensland CEO Brendan Parnell said : " Our thoughts are with Chris and his family at this time .;-;周四，昆士兰赛马会首席执行官布伦丹·帕内尔说：“我们现在很关心克里斯和他的家人。;-;周四，昆士兰赛车队首席执行官布伦丹·帕内尔说：“我们此时与克里斯和他的家人同在。;-;周四，昆士兰州赛车队首席执行官布伦丹·帕内尔表示：“此时此刻，我们的想法与克里斯和他的家人在一起。;-;1x2;1x3;2x3
And the ironic thing is he was the most intellectual person out on the tour at the time .;-;具有讽刺意味的是，他是当时巡演中最聪明的人。;-;具有讽刺意味的是，他是当时巡回演出中最聪明的人。;-;具有讽刺意味的是，他是当时巡演中最有智慧的人。;-;1-2;1-3;2-3
It caused a lengthy delay but the driver was eventually declared fit after being assessed at the medical center .;-;虽然耽搁了很长时间，但在医疗中心接受评估后，司机最终被宣布健康。;-;这造成了长时间的延误，但在医疗中心接受评估后，司机最终被宣布身体健康。;-;这导致了长时间的延误，但司机在医疗中心接受评估后最终被宣布健康。;-;1x2;1x3;2-3
With the Women 's British Open approaching in August , her form puts the prospect of a third major firmly on the horizon , but Henderson already has her eyes on another event later that month .;-;随着八月份英国女子网球公开赛的临近，她的状态使第三次大满贯的前景更加明朗，但亨德森已经将目光投向了那个月晚些时候的另一场比赛。;-;随着8月英国女子公开赛的临近，她的状态让第三场大满贯的前景牢牢地出现在了地平线上，但亨德森已经将目光投向了当月晚些时候的另一场赛事。;-;随着八月份英国女子公开赛的临近，她的状态使第三个大满贯的前景牢牢地摆在地平线上，但亨德森已经将目光投向了当月晚些时候的另一场赛事。;-;1-2;1-3;2-3
A legend from the men 's side congratulated the women 's team upon qualification to the final .;-;来自男队的传奇人物祝贺女队晋级决赛。;-;男队传奇人物祝贺女队晋级决赛。;-;男子方面的传奇人物祝贺女子队获得决赛资格。;-;1x2;1x3;2x3
And honestly , I was very far in debt when I quit racing because there was n't the support that there is now .;-;老实说，当我退出比赛时，我负债累累，因为没有现在的支持。;-;老实说，当我退出比赛时，我负债累累，因为没有现在的支持。;-;老实说，当我退出比赛时，我非常负债累累，因为没有现在的支持。;-;1x2;1x3;2x3
Kennedy was at the match with his son and experienced the chaos first hand , telling CNN Sport 's Don Riddell he got caught in the crush at the ticket turnstiles .;-;肯尼迪和他的儿子在比赛中亲身经历了这场混乱，他告诉美国有线电视新闻网体育频道的唐·里德尔，他在检票口被挤到了一起。;-;肯尼迪和他的儿子在比赛中亲身经历了混乱，他告诉美国有线电视新闻网体育频道的唐·里德尔，他在检票口被夹住了。;-;肯尼迪与儿子一起参加了比赛，亲身经历了混乱，他告诉CNN体育的唐·里德尔，他在检票旋转门上陷入了困境。;-;1x2;1x3;2x3
" She started going and she kept saying , ' You 've got ta come in , it really does help with your mental health , ' " Waters told CNN .;-;沃特斯告诉美国有线电视新闻网：“她开始走了，她不停地说，‘你必须进来，这确实有助于你的心理健康。’”。;-;“她开始走了，她一直说，‘你必须进来，这确实有助于你的心理健康，’”沃特斯告诉CNN。;-;“她开始走，她一直说，'你必须进来，它确实有助于你的心理健康，'”沃特斯告诉CNN。;-;1-2;1-3;2-3
Carlos Sainz secured his first victory in F1 during a dramatic British Grand Prix on Sunday where Alfa Romeo 's Zhou Guanyu survived a huge crash on the first lap .;-;卡洛斯·塞恩斯在周日的英国大奖赛上取得了他在F1的第一场胜利，阿尔法·罗密欧的周在第一圈的巨大碰撞中幸免于难。;-;周日，卡洛斯·塞恩斯在一场戏剧性的英国大奖赛中获得了他在F1的首场胜利，阿尔法罗密欧的周冠宇在第一圈就遭遇了巨大的撞车事故。;-;CarlosSainz在周日戏剧性的英国大奖赛上获得了他在F1中的首场胜利，阿尔法罗密欧的周冠宇在第一圈的巨大碰撞中幸存下来。;-;1x2;1-3;2x3
Sabourin is aware that they may become the face for the wider community as a result .;-;Sabourin意识到，他们可能因此成为更广泛社区的代言人。;-;Sabourin意识到，他们可能因此成为更广泛社区的代言人。;-;Sabourin意识到，他们可能会因此成为更广泛社区的代言人。;-;1-2;1-3;2-3
Rolling home her birdie putt to clinch the Evian Championship , the Canadian collected her ball before embracing her caddie , her sister Brittany , to check that she had indeed just secured her second major win .;-;这位加拿大人用她的小鸟推杆赢得了埃维昂锦标赛，在抱起她的球童，她的妹妹布列塔尼之前，她收集了她的球，以确认她确实刚刚获得了第二次重大胜利。;-;加拿大人将她的小鸟推推回了家，赢得了依云锦标赛，加拿大人在拥抱她的球童，她的妹妹布列塔尼之前收集了她的球，以检查她是否确实刚刚获得了她的第二个大满贯冠军。;-;这位加拿大人将她的小鸟推杆带回家以赢得依云锦标赛，在拥抱她的球童，她的妹妹布列塔尼之前，她收集了她的球，以检查她是否确实刚刚获得了她的第二个大满贯胜利。;-;1x2;1x3;2x3
The study analyzed sociodemographic data for all athletes representing Canada , the US , Great Britain and Australia in Sochi .;-;该研究分析了在索契代表加拿大、美国、英国和澳大利亚的所有运动员的社会人口学数据。;-;该研究分析了代表加拿大、美国、英国和澳大利亚在索契的所有运动员的社会人口数据。;-;该研究分析了在索契代表加拿大，美国，英国和澳大利亚的所有运动员的社会人口数据。;-;1-2;1-3;2-3
Ashe loves the water as an alternative safe space from the more intimidating environment of the gym , a passion that has breathed new life into her mental health .;-;阿什喜欢水，因为水是一个安全的替代空间，远离了更可怕的健身房环境，这种激情为她的心理健康注入了新的活力。;-;Ashe喜欢将水作为替代安全空间，远离健身房更令人生畏的环境，这种热情为她的心理健康注入了新的活力。;-;Ashe喜欢将水作为健身房更令人生畏的环境的替代安全空间，这种激情为她的心理健康注入了新的活力。;-;1x2;1x3;2x3
" Stroke after stroke , I could feel my mood lifting , my mind clearing and my body loosening .;-;“一次又一次的中风，我能感觉到我的心情在提升，我的头脑在清醒，我的身体在放松。;-;“一次又一次的中风，我能感觉到我的心情好起来，我的头脑清醒了，我的身体放松了。;-;“一次又一次的中风，我能感觉到我的情绪在提升，我的思想在清理，我的身体在放松。;-;1-2;1-3;2-3
Given the forecast high temperatures of close to 40 Celsius , Ferrari 's recent frailties could be exposed again as aerodynamics chief Diego Tondi suggested in a team preview .;-;由于预计高温将接近40摄氏度，法拉利最近的弱点可能再次暴露，正如空气动力学主管迭戈·托尼在车队预览中所建议的那样。;-;鉴于预计接近40摄氏度的高温，法拉利最近的弱点可能会再次暴露出来，正如空气动力学负责人DiegoTondi在团队预览中所建议的那样。;-;鉴于预测的高温接近40摄氏度，法拉利最近的弱点可能会再次暴露出来，正如空气动力学主管迭戈·东迪在车队预览中所建议的那样。;-;1-2;1-3;2-3
In such conditions , removed from the technologies and problems that clutter everyday life , Jackson forged a connection with his team , their Nepali guides , and the surrounding mountains .;-;在这样的情况下，摆脱了日常生活中杂乱无章的技术和问题，杰克逊与他的团队、他们的尼泊尔向导以及周围的山脉建立了联系。;-;在这种情况下，杰克逊摆脱了日常生活中的技术和问题，与他的团队、他们的尼泊尔向导和周围的山脉建立了联系。;-;在这种情况下，杰克逊摆脱了日常生活中混乱的技术和问题，与他的团队，尼泊尔导游和周围的群山建立了联系。;-;1-2;1-3;2-3
But this was a battle that Germany will likely still be feeling come the end of the week , while France 's players will perhaps still be wondering how it is n't them taking on England .;-;但这是一场德国在本周末可能仍会感受到的战斗，而法国球员可能仍会想知道，这场战斗为什么不是他们在与英格兰交手。;-;但这是一场德国可能仍然会在本周末感受到的战斗，而法国的球员可能仍会想知道他们如何不与英格兰作战。;-;但这是一场德国可能会在本周末仍然感觉到的战斗，而法国的球员可能仍然想知道他们为什么不去挑战英格兰。;-;1x2;1x3;2x3
" Running , for example , it 's like your mind can go anywhere and you can still run quite quickly .;-;“例如，跑步就像你的大脑可以去任何地方，你仍然可以跑得很快。;-;“例如，跑步，就像你的思想可以去任何地方，你仍然可以跑得很快。;-;“例如，跑步就像你的大脑可以去任何地方，你仍然可以跑得很快。;-;1-2;1-3;2-3
" I qualified as Ghana 's first skeleton Olympian , and the first Black male skeleton athlete ever in history at the Olympic Games , both in the world as well as for Africa , " Frimpong told CNN .;-;弗林蓬告诉美国有线电视新闻网：“我是加纳第一位骷髅奥运会选手，也是历史上第一位参加奥运会的黑人男性骷髅运动员，无论是在世界上还是在非洲。”。;-;“我有资格成为加纳第一位骷髅奥运选手，也是历史上第一位黑人男性骷髅运动员参加奥运会，无论是在世界上还是在非洲，”弗林蓬告诉CNN。;-;“我有资格成为加纳第一位骷髅奥运选手，也是历史上第一位黑人男性骷髅运动员，无论是在世界还是在非洲，”Frimpong告诉CNN。;-;1-2;1-3;2-3
Earlier this month Wimbledon organizers announced that Russian and Belarusian players will not be allowed to compete at this year 's edition following Russia 's invasion of Ukraine .;-;本月早些时候，温网组织者宣布，在俄罗斯入侵乌克兰之后，俄罗斯和白俄罗斯选手将不被允许参加今年的温网比赛。;-;本月早些时候，温网组织者宣布，在俄罗斯入侵乌克兰之后，俄罗斯和白俄罗斯球员将不被允许参加今年的比赛。;-;本月早些时候，温布尔登的组织者宣布，在俄罗斯入侵乌克兰之后，俄罗斯和白俄罗斯球员将不被允许参加今年的比赛。;-;1-2;1-3;2-3
Later in the day , Rapoport , who cited sources , reported that the clause had been removed on Wednesday .;-;当天晚些时候，拉波波特援引消息人士的话说，该条款已于周三被删除。;-;当天晚些时候，援引消息来源的拉波波特报道称，该条款已于周三被删除。;-;当天晚些时候，引用消息来源的Rapoport报道说，该条款已于周三被删除。;-;1-2;1-3;2-3
One UFC fighter , Bobby Green , was so emotional that he could think of nothing else after beating Alan Patrick in Las Vegas .;-;一名UFC拳击手鲍比·格林在拉斯维加斯击败艾伦·帕特里克后情绪激动得什么都想不起来。;-;一位UFC选手鲍比·格林在拉斯维加斯击败艾伦·帕特里克后情绪激动，以至于他什么都想不出来。;-;一位名叫鲍比·格林的UFC格斗家非常情绪化，以至于在拉斯维加斯击败艾伦·帕特里克后，他再也想不出别的了。;-;1-2;1x3;2x3
" I 've put in an incomprehensible amount of time , blood , sweat , tears and work into what I do , whether it 's football or baseball , " Murray said .;-;默里说：“无论是足球还是棒球，我都投入了无法理解的时间、鲜血、汗水、泪水和工作。”。;-;“我在我所做的事情上投入了难以理解的时间、鲜血、汗水、泪水和工作，无论是足球还是棒球，”穆雷说。;-;“我投入了难以理解的时间，血液，汗水，眼泪和工作，无论是足球还是棒球，”穆雷说。;-;1x2;1x3;2x3
After the race restarted , Red Bull drivers Max Verstappen and Sergio Perez sustained damage to their cars and dropped down the pecking order allowing Ferrari 's Sainz and Charles Leclerc to establish a strong lead .;-;比赛重新开始后，红牛车手马克斯·弗斯塔彭和塞尔吉奥·佩雷斯的赛车受到了损坏，并放弃了排名，使法拉利的赛恩斯和查尔斯·莱克莱尔获得了强劲的领先优势。;-;比赛重新开始后，红牛车手马克斯·维斯塔潘和塞尔吉奥·佩雷斯的赛车受到了损坏，并降低了排名，让法拉利的塞恩斯和查尔斯·勒克莱尔建立了强大的领先优势。;-;比赛重新开始后，红牛车手MaxVerstappen和SergioPerez的汽车受损，并降低了啄食顺序，使法拉利的Sainz和CharlesLeclerc建立了强大的领先优势。;-;1-2;1-3;2-3
Zhou 's car skidded upside down across the track and then flipped over the tyre barrier before crashing into the fence .;-;周的车在赛道上打滑，然后翻过轮胎障碍物，然后撞到了栅栏上。;-;周的车在赛道上颠倒打滑，然后翻过轮胎护栏，然后撞到了围栏上。;-;周的车在赛道上倒车，然后翻过轮胎护栏，然后撞上了围栏。;-;1-2;1-3;2-3
