origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
Listen to the lyrics of David Duchovny 's new song and you may think he had a crystal ball .;-;听大卫·杜科夫尼新歌的歌词，你可能会觉得他有一个水晶球。;-;听听大卫杜楚尼新歌的歌词，你可能会觉得他有一个水晶球。;-;听听DavidDuchovny的新歌的歌词，你可能会认为他有一个水晶球。;-;1-2;1-3;2-3
In the countryside , people believe that their lips will crack if they do n't eat persimmons during this period .;-;在农村，人们认为如果在这段时间不吃柿子，他们的嘴唇会裂开。;-;在农村，人们认为这段时间不吃柿子，嘴唇就会裂开。;-;在农村，人们认为，如果在此期间不吃柿子，他们的嘴唇就会裂开。;-;1-2;1-3;2-3
Comedian Alex Brooker and others with hand and arm impairments have accused the film of being insensitive towards disabled people .;-;喜剧演员亚历克斯·布鲁克和其他手部和手臂有损伤的人指责这部电影对残疾人不敏感。;-;喜剧演员亚历克斯布鲁克和其他手部和手臂受损的人指责这部电影对残疾人不敏感。;-;喜剧演员亚历克斯·布鲁克和其他手部和手臂残疾的人指责这部电影对残疾人不敏感。;-;1-2;1-3;2-3
As the temperature gradually drops , some animals begin to hibernate and most plants fall into a long period of dormancy .;-;随着温度逐渐下降，一些动物开始冬眠，大多数植物进入长时间的休眠期。;-;随着气温逐渐下降，一些动物开始冬眠，大多数植物进入长期休眠。;-;随着温度逐渐下降，一些动物开始冬眠，大多数植物进入长期休眠期。;-;1-2;1-3;2-3
The second album from sisters Chloe and Halle Bailey offers modern R&B at its most sleek and serene .;-;克洛伊姐妹和哈莉·贝利姐妹的第二张专辑以最时尚、最宁静的风格呈现了现代R&B风格。;-;Chloe和HalleBailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。;-;Chloe和HalleBailey姐妹的第二张专辑提供了最时尚和宁静的现代R&B。;-;1-2;1-3;2-3
However , a local buyer of dozens of remaining relics refused to take part in negotiations , and the civil dispute dragged on after hitting a deadlock .;-;然而，一名当地买家拒绝参与谈判，而这场民事纠纷在陷入僵局后仍在继续。;-;然而，当地数十件剩余文物的买家拒绝参与谈判，双方的民事纠纷陷入僵局后一直拖下去。;-;然而，一位持有数十件剩余遗物的当地买家拒绝参加谈判，民事纠纷在陷入僵局后拖延了下来。;-;1x2;1x3;2-3
When many of her fellow dancers expressed their desire to learn more complicated routines , Chen organized them into a troupe .;-;当她的许多舞伴表达了学习更复杂套路的愿望时，陈把他们组织成了一个剧团。;-;当她的许多舞伴表示想学习更复杂的套路时，陈将他们组织成一个团。;-;当她的许多舞者同伴表示他们希望学习更复杂的套路时，陈把他们组织成一个剧团。;-;1-2;1-3;2-3
But he added he does not blame Hathaway for this decision , and feels that more awareness and education is needed .;-;但他补充说，他不会因为这个决定而责怪海瑟薇，他认为需要更多的意识和教育。;-;但他补充说，他并没有因为这个决定责怪海瑟薇，而是觉得需要更多的认识和教育。;-;但他补充说，他并不责怪海瑟薇做出这个决定，并认为需要更多的意识和教育。;-;1-2;1x3;2x3
As always with such ventures , Hollywood 's agents and content makers were happy to take money from a new buyer .;-;和以往一样，好莱坞的经纪人和内容制作人乐于从新买家那里拿钱。;-;与此类企业一样，好莱坞的经纪人和内容制作者乐于从新买家那里获得资金。;-;与往常一样，好莱坞的经纪人和内容制作者很乐意从新买家那里拿钱。;-;1x2;1x3;2x3
A Change Is Gon na Come was a smooth soul tune that became the unofficial anthem of the US civil rights movement .;-;即将发生的变化是，一首流畅的灵魂之歌成为了美国民权运动的非正式国歌。;-;AChangeIsGonnaCome是一首流畅的灵魂曲调，后来成为美国民权运动的非官方国歌。;-;《改变将会来临》是一首流畅的灵魂曲调，成为美国民权运动的非官方歌曲。;-;1-2;1-3;2-3
The best thing about this fun film is you do n't have to be a comic book geek to enjoy it .;-;这部有趣的电影最棒的一点是，你不必成为漫画书迷就能欣赏它。;-;这部有趣的电影最棒的地方在于，您不必成为漫画书迷也能欣赏它。;-;这部有趣的电影最好的事情是，你不必成为漫画书极客就可以享受它。;-;1-2;1x3;2x3
The princess of wales has become well known for her dance tunes , and her 15th studio album drops on Friday .;-;威尔士王妃以她的舞曲闻名，她的第15张录音室专辑将于周五发行。;-;威尔士公主因其舞曲而闻名，她的第15张录音室专辑将于周五发行。;-;这位威尔士王妃以其舞曲而闻名，她的第15张录音室专辑将于周五发行。;-;1-2;1-3;2-3
A culture festival featuring hanfu attire was held in Chengdu , aiming to display the charm of traditional Chinese costume culture .;-;成都举办了以汉服为特色的文化节，旨在展示中国传统服饰文化的魅力。;-;在成都举办汉服文化节，展示中国传统服饰文化魅力。;-;在成都举办了以汉服装为特色的文化节，旨在展示中国传统服饰文化的魅力。;-;1x2;1-3;2x3
The village then began to establish basic infrastructure and develop modern agriculture , such as tea plantations and cultivating cloud ear fungus .;-;然后，该村开始建立基础设施，发展现代农业，如茶园和培育云耳菌。;-;该村随后开始建立基础设施，发展现代农业，如茶园和种植云耳木耳。;-;该村随后开始建立基础设施，发展现代农业，如茶园和种植云耳真菌。;-;1-2;1-3;2-3
When they arrived in Wuhan , they were facing the urgent need to raise the daily detection ability for nucleic acid tests .;-;当他们抵达武汉时，他们面临着提高日常核酸检测能力的迫切需要。;-;刚到武汉，就面临着提高每日核酸检测检测能力的迫切需求。;-;当他们抵达武汉时，他们面临着提高核酸检测日常检测能力的迫切需要。;-;1x2;1-3;2x3
Despite being a veteran performer of the traditional Xianzi dance , 58-year-old Tashi Wangdu had never staged a performance in front of a big audience .;-;尽管是传统仙子舞的资深表演者，58岁的扎西望都从未在众多观众面前表演过。;-;58岁的扎西旺度虽然是传统仙子舞的资深表演者，但从未在众多观众面前演出过。;-;尽管是传统仙子舞的资深表演者，但58岁的扎西旺都从未在众多观众面前表演过。;-;1-2;1-3;2-3
The world has felt even more doom-and-gloom this year , and what 's missing more than anything is a bit of fun .;-;今年，世界感受到了更多的厄运和阴郁，而失去的最重要的是一点乐趣。;-;今年这个世界感觉更加悲观，最重要的是缺少一点乐趣。;-;今年，世界感到更加厄运和阴郁，而比任何事情都缺少的是一点乐趣。;-;1x2;1x3;2x3
Netflix has spent the last few years pushing a boulder uphill , making gradual inroads in garnering oscar recognition for its movies .;-;过去几年，Netflix一直在推动一块巨石上坡，逐渐为其电影赢得奥斯卡奖的认可。;-;Netflix在过去的几年里一直在推动巨石上坡，逐渐在其电影获得奥斯卡认可方面取得进展。;-;在过去的几年里，Netflix一直在推动一块巨石上坡，逐渐在获得奥斯卡认可方面取得进展。;-;1x2;1x3;2-3
But a pandemic that undermined the whole on the go notion intervened , even before the unproven strategy could be legitimately tested .;-;但是，一场大流行甚至在未经证实的战略能够得到合法检验之前就已经介入，破坏了“整体行动”的概念。;-;但是，甚至在未经证实的策略可以得到合法测试之前，一场破坏了整个移动概念的大流行就介入了。;-;但是，一场破坏整体的大流行干预了，甚至在未经证实的战略可以合法地进行测试之前。;-;1x2;1x3;2x3
Quibi wo n't be the last casualty of the streaming wars , as studios and other new players vie for consumers ' time .;-;Quibi不会是流媒体战争的最后受害者，因为工作室和其他新玩家正在争夺消费者的时间。;-;Quibi不会是流媒体战争的最后一个牺牲品，因为工作室和其他新玩家都在争夺消费者的时间。;-;Quibi不会是流媒体战争的最后一个受害者，因为工作室和其他新玩家都在争夺消费者的时间。;-;1-2;1-3;2-3
Torn between returning to his group and a blistering media backlash , Chuck himself agonised over how to do the right thing .;-;查克在重返团队和媒体强烈反对之间左右为难，他自己也在为如何做正确的事情而苦恼。;-;在回到他的团队和媒体强烈反对之间左右为难，查克自己为如何做正确的事情而苦恼。;-;在回到他的团队和激烈的媒体反弹之间挣扎，查克自己也为如何做正确的事情而苦恼。;-;1-2;1x3;2x3
He creates a fantasy world in which he utilizes vivid colors to express urban dwellers ' happiness , confusions , illusions and psychological battles .;-;他创造了一个幻想世界，在这个世界里，他用生动的色彩来表达城市居民的幸福、困惑、幻想和心理斗争。;-;他创造了一个奇幻世界，用鲜艳的色彩来表达城市居民的快乐、困惑、幻想和心理斗争。;-;他创造了一个幻想世界，在这个世界中，他利用鲜艳的色彩来表达城市居民的幸福，困惑，幻想和心理斗争。;-;1x2;1-3;2x3
He is getting used to the new lifestyle of spending more time with his family and dogs as well as exercising every day .;-;他已经习惯了新的生活方式，每天花更多的时间与家人和狗在一起，并锻炼身体。;-;他正在适应新的生活方式，花更多的时间陪伴家人和狗，以及每天锻炼身体。;-;他正在习惯新的生活方式，花更多的时间与家人和狗在一起，以及每天锻炼。;-;1x2;1x3;2-3
Luminaries such as scientists , writers , artists and thinkers tell the hardships and glories of a nation , and all together they shape the history .;-;科学家、作家、艺术家和思想家等名人讲述了一个国家的艰辛和辉煌，他们共同塑造了历史。;-;科学家、作家、艺术家和思想家等杰出人物讲述了一个国家的艰辛和辉煌，他们共同塑造了历史。;-;科学家、作家、艺术家和思想家等杰出人物讲述了一个国家的艰辛和荣耀，他们共同塑造了历史。;-;1-2;1-3;2-3
Chappelle wonders if white people actually want to help Black people , they should participate in his plan he called the kindness conspiracy .;-;查佩尔想知道，如果白人真的想帮助黑人，他们应该参与他称之为“善意阴谋”的计划。;-;Chappelle想知道白人是否真的想帮助黑人，他们应该参与他称之为善良阴谋的计划。;-;Chappelle想知道白人是否真的想帮助黑人，他们应该参与他称之为善良阴谋的计划。;-;1-2;1-3;2-3
The statement , which was made on Saturday morning , did not make clear what is wrong with Nelson or how unwell she is .;-;这份声明是在周六上午发表的，没有明确说明纳尔逊有什么问题，也没有说明她有多不舒服。;-;周六早上发表的声明没有说明尼尔森有什么问题或她的身体状况如何。;-;该声明于周六上午发表，没有明确说明纳尔逊出了什么问题，也没有说明她有多不舒服。;-;1x2;1-3;2x3
This chance for the Nigerien tribes to share their perspective of the impact of colonial rule was something Conrad never afforded his African characters .;-;尼日利亚部落有机会分享他们对殖民统治影响的看法，这是康拉德从未赋予他的非洲角色的。;-;尼日尔部落有机会分享他们对殖民统治影响的看法，这是康拉德从未为他的非洲人物提供的机会。;-;尼日尔部落有机会分享他们对殖民统治影响的看法，这是康拉德从未为他的非洲角色提供过的。;-;1x2;1x3;2x3
She had recently received an email from a friend , a single mother who confessed that she had spent months in dire economic straits .;-;她最近收到了一位朋友的电子邮件，这位单身母亲承认她在严重的经济困境中度过了数月。;-;她最近收到了一位朋友的一封电子邮件，一位单身母亲承认她在经济困境中度过了几个月。;-;她最近收到一位朋友的电子邮件，一位单身母亲承认，她几个月来一直处于可怕的经济困境中。;-;1-2;1-3;2-3
The new announcement points out that the booming number of tourists during peak seasons and holidays has made some of the grotto sites become overwhelmed .;-;新的公告指出，在旺季和节假日期间，游客数量激增，使得一些石窟景点人满为患。;-;新公告指出，旺季和节假日游客人数激增，导致部分石窟景点人满为患。;-;新公告指出，旺季和节假日期间游客数量的激增使一些石窟遗址变得不堪重负。;-;1x2;1x3;2x3
What the movie world will look like in 2021 , and the extent to which theaters can mount a comeback , remains to be seen .;-;在2021，电影世界将是什么样子，剧院能恢复的程度还有待观察。;-;2021年的电影世界会是什么样子，影院能在多大程度上卷土重来，还有待观察。;-;2021年的电影世界会是什么样子，以及影院能否卷土重来，还有待观察。;-;1x2;1x3;2x3
Springsteen has always been a poet at heart , punctuating his music during marathon live performances with deeply personal accounts of his life and experiences .;-;斯普林斯汀在内心深处一直是一位诗人，在马拉松现场表演中，他在音乐中加入了对自己生活和经历的深刻个人描述。;-;斯普林斯汀内心深处始终是一位诗人，他在马拉松现场表演中以深刻的个人生活和经历讲述他的音乐。;-;斯普林斯汀内心一直是一位诗人，在马拉松现场表演中穿插他的音乐，并深刻地讲述了他的生活和经历。;-;1x2;1x3;2x3
Her research had pointed her toward the schisms dividing modern America , showing how abruptly communities can fracture along fault lines of race and class .;-;她的研究将她指向了分裂现代美国的分裂，展示了社区如何突然地沿着种族和阶级的断层线分裂。;-;她的研究将她指向分裂现代美国的分裂，显示社区如何突然沿着种族和阶级的断层线破裂。;-;她的研究将她指向了分裂现代美国的分裂，表明社区如何突然沿着种族和阶级的断层线分裂。;-;1-2;1-3;2-3
Cooke was an early casualty of an era that proved merciless in devouring some of its most luminous artistic and political figures in their prime .;-;库克是一个时代的早期牺牲品，这个时代无情地吞噬了一些全盛时期最杰出的艺术和政治人物。;-;库克是一个时代的早期牺牲品，这个时代被证明无情地吞噬了一些最杰出的艺术和政治人物在他们的鼎盛时期。;-;库克是那个时代的早期牺牲品，这个时代在壮年时期无情地吞噬了一些最耀眼的艺术和政治人物。;-;1-2;1-3;2-3
This was no rough draft , demanding heavy revision , yet it was not among the dozens of songs he recorded with Lomax in 1940 .;-;这不是一个粗略的草稿，需要大量的修改，但它并不是他在1940年与洛马克斯一起录制的几十首歌曲中的一首。;-;这不是草稿，需要大量修改，但它不在他在1940年与Lomax录制的数十首歌曲中。;-;这不是粗略的草稿，需要大量修改，但它不是他在1940年与Lomax一起录制的数十首歌曲之一。;-;1x2;1-3;2x3
Frost 's Descent is the last solar term of autumn , during which time the weather becomes much colder than before and frost begins to appear .;-;霜降是秋季的最后一个节气，在此期间天气变得比以前冷得多，霜降开始出现。;-;霜降是秋季的最后一个节气，在此期间天气变得比以前寒冷许多，开始出现霜冻。;-;霜冻下降是秋季的最后一个太阳节，在此期间，天气变得比以前冷得多，霜开始出现。;-;1-2;1x3;2x3
A recent play takes the lingering fragrance of good deeds as its central plot as it highlights the feats of women and the differences .;-;最近的一部戏剧以善行的余香为中心情节，突出了女性的功绩和差异。;-;最近的一部剧以善行余香为中心情节，突出女性的功绩和差异。;-;最近的一部戏剧以善行挥之不去的芬芳为中心情节，突出了女性的壮举和差异。;-;1-2;1x3;2x3
We have captured a piece of history by telling the stories of our lives during such an unusual period , and that gives this book meaning .;-;通过讲述我们在这样一个不寻常时期的生活故事，我们捕捉到了一段历史，这赋予了这本书的意义。;-;通过讲述我们在这样一个不寻常时期的生活故事，我们捕捉到了一段历史，这赋予了本书意义。;-;我们通过讲述这样一个不寻常的时期的生活故事来捕捉一段历史，这赋予了这本书以意义。;-;1-2;1-3;2-3
Versatile and prolific , he was known and loved for his hangdog expression , lugubrious delivery and the often testy demeanour he gave to his characters .;-;他多才多艺，多产，因其令人垂涎三尺的表情、忧郁的表情以及他赋予角色的暴躁风度而闻名于世，并深受喜爱。;-;他多才多艺、多产，以他的挂狗表情、悲惨的表达以及他对角色经常暴躁的举止而闻名和喜爱。;-;他多才多艺，多产，以其吊死狗的表情，润滑的交付以及他经常给他的角色的暴躁举止而闻名和喜爱。;-;1x2;1x3;2x3
Raven can be seen in the video as one half of the older couple who embrace on the bed as water is pouring into their cabin .;-;在视频中，瑞文是一对年长夫妇的一半，他们在床上拥抱，水正涌入他们的小屋。;-;在视频中可以看到乌鸦是老夫妇中的一半，当水涌入他们的小屋时，他们在床上拥抱。;-;在视频中可以看到瑞文是一对老夫妇的一半，他们拥抱在床上，因为水正在涌入他们的小屋。;-;1x2;1x3;2x3
This refers to the increase in demand for screens and laptops as more people work from home , nd use online meeting platforms like Zoom .;-;这是指随着越来越多的人在家工作，使用Zoom等在线会议平台，对屏幕和笔记本电脑的需求增加。;-;这是指随着越来越多的人在家工作并使用Zoom等在线会议平台，对屏幕和笔记本电脑的需求增加。;-;这是指随着越来越多的人在家工作，使用Zoom等在线会议平台，对屏幕和笔记本电脑的需求增加。;-;1-2;1-3;2-3
The producer said the third movie in the franchise , which stars Eddie Redmyane , is currently in production and scheduled to debut in summer 2022 .;-;制片人表示，由埃迪·雷德米恩主演的第三部电影目前正在制作中，计划于2022年夏天首映。;-;制片人表示，该系列的第三部电影由埃迪·雷德米安主演，目前正在制作中，计划于2022年夏季上映。;-;制片人表示，该系列的第三部电影由EddieRedmyane主演，目前正在制作中，计划于2022年夏季首次亮相。;-;1-2;1-3;2-3
At some point last month , during my sixth episode of going RV of the day , I knew I wouldd fallen too deep .;-;上个月的某个时候，在我当天的第六集《去房车》中，我知道我会陷得太深。;-;上个月的某个时候，在我当天的第六集“去房车”中，我知道我会掉得太深。;-;在上个月的某个时候，在我当天的第六集“去房车”中，我知道我会跌得太深。;-;1-2;1-3;2-3
Illustrations for different reading materials , such as books and magazines , help readers of many ages better understand the content .;-;不同阅读材料的插图，如书籍和杂志，可以帮助不同年龄段的读者更好地理解内容。;-;不同阅读材料的插图，如书籍和杂志，帮助不同年龄段的读者更好地理解内容。;-;不同阅读材料（如书籍和杂志）的插图可帮助许多年龄段的读者更好地理解内容。;-;1-2;1-3;2-3
In the autumn of 1988 , Lee took Chuck and two of his bandmates to lunch in Greenwich Village and asked them to write an anthem .;-;1988年秋天，李带着查克和他的两个乐队成员去格林威治村吃午饭，并请他们写一首国歌。;-;1988年秋天，李带着查克和他的两个乐队成员在格林威治村共进午餐，并请他们写一首国歌。;-;1988年秋天，李带着查克和他的两个乐队成员在格林威治村吃午饭，请他们写一首国歌。;-;1-2;1-3;2-3
TikTok has capitalized on the trend by making a TV commercial from the original video and its knockoffs , which ran during Major League Baseball playoffs .;-;TikTok利用这一趋势，利用美国职业棒球大联盟季后赛期间播放的原始视频及其仿制品制作了一个电视广告。;-;TikTok利用这一趋势，利用原始视频及其仿冒品制作了电视广告，该广告在美国职业棒球大联盟季后赛期间播放。;-;TikTok利用了这一趋势，从原始视频及其仿冒品制作了电视广告，这些视频在美国职业棒球大联盟季后赛期间播放。;-;1-2;1-3;2-3
The paintings on show reinterpret fairy tales and literary works , many of which are also quite familiar to Chinese audiences .;-;展出的画作重新诠释了童话和文学作品，其中许多也为中国观众所熟知。;-;展出的画作对童话和文学作品进行了重新诠释，其中不少作品也为中国观众所熟知。;-;展出的画作重新诠释了童话故事和文学作品，其中许多也是中国观众非常熟悉的。;-;1-2;1-3;2-3
Since then , the majority of applicants for the position came with backgrounds in finance , business and , cultural and tourism management , and international business .;-;自那以后，该职位的大多数申请人都有金融、商业和文化、文化和旅游管理以及国际商务方面的背景。;-;从那时起，该职位的大多数申请人都具有金融、商业和文化和旅游管理以及国际商务背景。;-;从那时起，该职位的大多数申请人都具有金融，商业，文化和旅游管理以及国际商业的背景。;-;1-2;1-3;2-3
China Literature Corporate released a White Book of 2020 Chinese Online Literature Going Global during the First Shanghai International Online Literature Week .;-;在首届上海国际网络文学周期间，中国文学集团发布了《2020中国网络文学走向全球》白皮书。;-;阅文集团在首届上海国际网络文学周期间发布了《2020中国网络文学走出去》白皮书。;-;中国文学公司在第一届上海国际网络文学周期间发布了《2020中国网络文学走出去白皮书》。;-;1-2;1-3;2-3
Now we know that 's because she quit to pursue a relationship with Moss , a former professional football player who captured her heart from the start .;-;现在我们知道这是因为她辞职去追求与莫斯的关系，莫斯是一名前职业足球运动员，从一开始就深深地吸引了她的心。;-;现在我们知道那是因为她放弃了与莫斯的关系，莫斯是一名从一开始就俘获了她的心的前职业足球运动员。;-;现在我们知道，这是因为她辞职是为了追求与莫斯的关系，莫斯是一名前职业足球运动员，从一开始就俘获了她的心。;-;1x2;1x3;2x3
She wanted to speak with someone , to ask questions , so she could spread accurate information because there were so many inaccuracies those first few months .;-;她想和某人交谈，提出问题，这样她就可以传播准确的信息，因为在最初的几个月里有很多不准确的地方。;-;她想与某人交谈，提出问题，这样她就可以传播准确的信息，因为在最初的几个月里有很多不准确的地方。;-;她想和某人交谈，提出问题，这样她就可以传播准确的信息，因为头几个月有很多不准确的地方。;-;1-2;1-3;2-3
For this reason sculptor Wu Weishan has centered his work around depicting prominent figures in Chinese history , especially the intellectuals , for several decades .;-;因此，几十年来，雕塑家吴伟山一直以描绘中国历史上的著名人物，尤其是知识分子为中心。;-;出于这个原因，雕塑家吴为山几十年来一直围绕着描绘中国历史上的杰出人物，尤其是知识分子。;-;出于这个原因，雕塑家吴为山几十年来一直围绕着描绘中国历史上的杰出人物，特别是知识分子。;-;1-2;1-3;2-3
In some of those interviews , white interviewees spoke of cultural divides , economic disintegration and a suspicion of the white Latinx citizens , particularly recent immigrants .;-;在其中一些采访中，白人受访者谈到了文化分歧、经济解体以及对拉丁裔白人公民的怀疑，尤其是最近的移民。;-;在其中一些采访中，白人受访者谈到了文化鸿沟、经济解体以及对拉丁裔白人公民，尤其是新移民的怀疑。;-;在其中一些采访中，白人受访者谈到了文化鸿沟、经济解体以及对拉丁裔白人公民，特别是新移民的怀疑。;-;1-2;1-3;2-3
New residences with local features rise from the ground , modern towns stand tall , flat and wide roads stretch far away , farmlands full of life buzz with activity of large machinery .;-;具有地方特色的新住宅拔地而起，现代城镇高耸入云，平坦宽阔的道路遥遥无期，农田里充满了大型机械的活力。;-;具有地方特色的新住宅拔地而起，现代化的城镇高耸，平坦宽阔的道路延伸至远方，充满生机的农田在大型机械的活动中嗡嗡作响。;-;具有当地特色的新住宅从地面上升起，现代城镇高耸，平坦而宽阔的道路延伸得很远，充满生机的农田嗡嗡作响，大型机械活动。;-;1x2;1x3;2x3
Currently , the local government plans to drain the water in the reservoir to better protect the murals and statues , according to Lu Xiushan with the Wuwei Tianti Mountain Grottoes protection research institute .;-;武威天梯山石窟保护研究所的卢秀山表示，目前，当地政府计划将水库中的水排干，以更好地保护壁画和雕像。;-;据武威天梯山石窟保护研究所的卢秀山介绍，目前，当地政府计划排干水库的水，以更好地保护壁画和造像。;-;目前，当地政府计划将水库中的水排干，以更好地保护壁画和雕像，据武威天蒂山石窟保护研究所的卢秀山介绍。;-;1-2;1-3;2-3
Moonbase 8 is about three guys in what amounts to quarantine , which adds an unexpectedly timely wrinkle .;-;月球基地8号大约有三个人，相当于隔离，这意外地增加了及时的皱纹。;-;Moonbase8大约是三个人，相当于隔离，这增加了一个意想不到的及时皱纹。;-;Moonbase8是关于三个人在相当于隔离，这增加了一个意想不到的及时皱纹。;-;1-2;1x3;2x3
In the eyes of Zhang Luowei , who has worked with her , Chen approaches her job with passion and puts great effort into preparing her very effective talks .;-;在与她共事过的张洛伟看来，陈女士以热情对待自己的工作，并为准备非常有效的演讲付出了巨大努力。;-;在与她共事过的张洛薇眼中，陈女士对工作充满热情，并努力准备她非常有效的演讲。;-;在曾与她共事过的张洛伟眼中，陈某充满激情地对待自己的工作，并下大力气准备自己非常有效的演讲。;-;1x2;1x3;2x3
In the end , the locals agree to work with her in growing tea and selling the products on e-commerce platforms , which leads the village out of poverty .;-;最后，当地人同意与她合作种植茶叶，并在电子商务平台上销售产品，从而使该村摆脱贫困。;-;最终，当地人同意与她合作种植茶叶并在电子商务平台上销售产品，从而使该村摆脱了贫困。;-;最后，当地人同意与她合作种植茶叶，并在电子商务平台上销售产品，这使该村摆脱了贫困。;-;1-2;1-3;2-3
Typically , I watch a great deal of television for my job covering entertainment , especially during Emmy season , when I have a lengthy list of must-watch prestige programming .;-;通常，我在工作中会看很多电视节目，包括娱乐节目，尤其是在艾美奖期间，那时我有一长串必须看的节目。;-;通常情况下，我会看很多电视，因为我的工作涉及娱乐，尤其是在艾美奖颁奖季，那时我有一长串必看的威望节目。;-;通常情况下，我会为我的工作看很多电视，包括娱乐节目，特别是在艾美奖颁奖季，当时我有一长串必看的声望节目。;-;1-2;1-3;2-3
It ’s a way of portraying these nations as forces for good in the world , rather than necessarily interrogating the parts of the history which makes them something very different .;-;这是一种将这些国家描绘成世界上有益的力量的方式，而不是一定要质疑历史的某些部分，这使它们变得非常不同。;-;这是一种将这些国家描绘成世界上向善的力量的方式，而不是必然地询问使它们变得非常不同的历史部分。;-;这是一种将这些国家描绘成世界上善的力量的方式，而不是必然地质疑历史中使它们变得非常不同的部分。;-;1x2;1-3;2x3
Bonnie and Husband Adam 's relationship will be further explored this season in wake of Christy 's departure , as will Bonnie 's complicated feelings about being an empty nester .;-;随着克里斯蒂的离开，邦妮和丈夫亚当的关系将在本季进一步探讨，邦妮作为空巢老人的复杂感受也将进一步探讨。;-;随着克里斯蒂的离开，邦妮和丈夫亚当的关系将在本季得到进一步探讨，邦妮对空巢老人的复杂感受也将得到进一步探讨。;-;在克里斯蒂离开后，邦妮和丈夫亚当的关系将在本季得到进一步的探讨，邦妮对空巢老人的复杂感受也将进一步探讨。;-;1-2;1-3;2-3
The director not only focuses on the crime , but also displays the light and warm side of humanity , primarily through a romance between the protagonist and his former schoolmate .;-;导演不仅关注犯罪，而且主要通过主人公和他以前的同学之间的浪漫故事来展示人性中光明和温暖的一面。;-;导演不仅专注于犯罪，而且主要通过主角和他以前的同学之间的浪漫来展示人性的光明和温暖的一面。;-;导演不仅聚焦于犯罪，还展现了人性光明与温暖的一面，主要是通过主角与前同学之间的浪漫。;-;1-2;1-3;2-3
